"","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
"peak2331",78,70,89,88,147,221,55,54,67,61,143,218
"peak2332",230,126,70,18,29,15,228,75,51,39,31,29
"peak2333",127,105,131,145,283,368,114,122,103,134,269,426
"peak2334",84,66,75,74,106,141,89,53,60,66,106,154
"peak2335",78,51,56,63,159,189,60,48,29,53,144,238
"peak2336",262,209,121,18,11,12,219,188,98,50,18,17
"peak2337",72,66,96,94,206,644,76,61,79,138,247,738
"peak2338",120,77,57,48,68,31,89,50,51,63,41,35
"peak2339",13,23,63,77,130,117,11,16,45,92,143,129
"peak2340",131,81,74,7,58,136,104,66,56,30,46,163
"peak2341",59,51,79,84,126,200,43,32,51,78,135,255
"peak2342",62,58,58,41,44,64,42,46,37,32,54,65
"peak2343",182,72,59,31,29,18,105,73,55,29,37,12
"peak2344",129,106,75,13,3,5,102,61,62,13,11,4
"peak2345",284,185,171,70,28,14,251,164,161,53,25,28
"peak2346",326,296,222,72,44,26,312,244,190,110,59,39
"peak2347",785,821,694,578,656,211,712,602,601,580,657,145
"peak2348",451,374,177,30,20,13,428,303,175,36,9,9
"peak2349",1090,1189,1224,907,1262,1130,990,1001,978,896,1188,1130
"peak2350",38,41,71,73,117,100,52,49,54,86,136,107
"peak2351",48,113,172,133,209,307,66,91,131,148,200,278
"peak2352",534,640,609,548,573,423,658,534,537,474,531,484
"peak2353",361,269,130,42,11,11,278,233,163,68,20,13
"peak2354",22,31,47,52,86,121,54,35,40,53,84,141
"peak2355",155,136,80,33,39,8,141,112,59,55,28,15
"peak2356",1487,1515,1208,919,1129,972,1463,1266,1102,965,1086,953
"peak2357",300,263,82,41,43,26,257,137,84,45,20,28
"peak2358",261,175,90,21,20,23,246,153,92,25,20,15
"peak2359",1082,829,526,289,219,100,981,653,477,263,216,128
"peak2360",254,158,102,55,29,39,225,117,82,36,27,23
"peak2361",76,53,45,52,101,153,49,57,43,83,88,255
"peak2362",139,92,44,24,12,6,111,73,23,20,15,9
"peak2363",144,121,86,39,23,23,103,104,66,35,18,18
"peak2364",225,170,71,21,19,20,172,116,46,31,11,18
"peak2365",391,291,193,92,63,49,325,218,166,120,71,41
"peak2366",81,69,74,66,130,152,94,56,54,70,121,198
"peak2367",225,156,39,17,9,9,208,117,59,15,12,9
"peak2368",577,536,457,303,346,257,449,466,388,280,285,301
"peak2369",1,1,22,34,58,150,1,12,11,28,64,140
"peak2370",702,569,351,107,50,29,569,430,316,121,64,30
"peak2371",241,117,72,23,19,5,261,118,66,26,23,13
"peak2372",147,75,52,11,21,17,103,50,49,26,13,13
"peak2373",29,29,23,42,97,200,20,23,23,35,96,222
"peak2374",469,325,120,59,52,65,317,169,150,73,60,82
"peak2375",43,40,51,79,165,336,19,23,38,85,138,512
"peak2376",7,17,9,18,54,107,10,11,11,16,27,138
"peak2377",213,124,76,40,22,12,197,119,62,37,21,22
"peak2378",833,556,280,108,90,67,770,425,221,101,87,106
"peak2379",58,70,96,83,138,231,51,51,60,86,141,259
"peak2380",61,65,53,41,104,130,49,47,36,51,88,165
"peak2381",828,792,674,619,831,693,653,578,585,650,745,625
"peak2382",142,80,54,28,11,14,134,66,39,23,20,25
"peak2383",192,127,45,12,0,5,135,68,36,17,2,5
"peak2384",996,910,595,312,215,91,971,670,546,310,206,116
"peak2385",215,156,73,15,23,14,186,122,47,36,16,35
"peak2386",50,44,43,50,55,108,51,50,23,59,78,156
"peak2387",428,543,450,300,276,138,468,485,374,271,269,147
"peak2388",191,193,175,145,261,367,162,134,155,139,215,563
"peak2389",345,445,430,346,511,379,352,314,361,345,502,405
"peak2390",1095,1357,1364,1206,1759,1423,1079,1048,1235,1177,1521,1297
"peak2391",1682,1724,1593,1143,1502,1258,1437,1450,1321,1098,1426,1264
"peak2392",148,83,47,7,6,1,138,84,33,29,13,7
"peak2393",124,110,55,42,23,12,151,87,55,37,19,9
"peak2394",197,139,118,47,14,13,146,114,78,53,32,21
"peak2395",149,110,42,22,19,9,143,73,52,24,5,4
"peak2396",497,301,111,35,17,12,336,167,107,24,9,9
"peak2397",174,118,52,13,14,3,141,82,45,14,3,20
"peak2398",239,165,60,12,15,9,247,135,77,19,16,22
"peak2399",453,317,172,84,33,11,347,177,176,76,31,7
"peak2400",468,370,185,63,38,12,296,170,174,57,19,17
"peak2401",805,693,483,263,196,66,670,473,415,253,168,66
"peak2402",522,316,121,25,16,12,483,314,140,37,16,10
"peak2403",210,110,56,7,13,8,139,70,50,16,14,12
"peak2404",226,171,72,20,6,5,173,126,80,22,0,3
"peak2405",564,491,328,128,140,40,590,410,278,174,146,53
"peak2406",205,192,174,94,163,162,240,183,157,134,137,198
"peak2407",227,158,101,37,27,16,142,117,63,34,20,5
"peak2408",184,145,71,24,29,30,167,109,54,35,21,18
"peak2409",119,106,135,152,245,373,79,68,89,120,187,360
"peak2410",41,60,91,56,133,147,26,42,61,56,103,284
"peak2411",86,86,80,57,108,142,64,75,56,47,84,161
"peak2412",20,17,31,37,62,123,19,17,10,28,63,177
"peak2413",309,251,131,32,17,8,265,165,113,52,8,9
"peak2414",580,578,608,400,556,566,583,509,497,441,541,460
"peak2415",173,100,79,57,27,12,159,92,85,46,24,24
"peak2416",176,96,43,21,12,8,132,80,66,11,15,15
"peak2417",95,128,152,138,135,70,92,106,132,137,106,70
"peak2418",216,139,80,33,15,10,198,103,45,20,20,25
"peak2419",338,259,152,71,56,25,285,214,117,71,51,15
"peak2420",108,67,33,26,12,18,115,59,47,20,2,12
"peak2421",914,978,1024,790,1235,1081,771,755,789,822,1142,1000
"peak2422",189,90,59,17,16,8,128,76,54,16,19,9
"peak2423",143,104,51,12,8,12,121,57,36,14,7,9
"peak2424",311,314,303,248,275,214,231,214,232,206,268,176
"peak2425",248,191,146,68,71,28,201,97,108,58,41,24
"peak2426",63,52,68,60,55,79,51,33,39,56,84,102
"peak2427",765,628,402,165,118,46,550,420,355,150,111,44
"peak2428",679,666,407,179,144,78,619,516,424,204,139,60
"peak2429",231,227,117,39,36,21,172,142,93,42,35,21
"peak2430",1110,802,465,233,216,84,951,642,434,307,222,104
"peak2431",13,12,23,26,115,155,11,12,25,37,85,196
"peak2432",35,53,74,79,96,153,38,37,45,46,99,197
"peak2433",33,34,42,40,113,124,25,24,25,62,86,171
"peak2434",10,12,25,37,84,119,3,17,18,29,64,129
"peak2435",290,229,149,81,71,31,260,190,167,88,80,36
"peak2436",25,53,56,63,98,103,26,40,62,77,145,134
"peak2437",168,148,82,48,21,16,130,67,67,27,23,18
"peak2438",388,303,179,47,21,5,334,244,145,56,9,13
"peak2439",315,254,158,57,23,31,309,219,166,80,40,28
"peak2440",325,198,99,38,18,13,296,186,96,28,19,26
"peak2441",254,150,113,59,53,29,188,149,96,70,45,26
"peak2442",493,287,160,37,25,17,400,219,141,43,22,13
"peak2443",435,372,283,128,127,57,322,262,213,145,99,59
"peak2444",360,290,168,119,83,36,292,226,219,126,98,48
"peak2445",209,121,77,13,13,22,167,74,33,18,8,7
"peak2446",351,301,173,64,75,12,324,242,152,83,52,14
"peak2447",17,23,44,77,148,259,19,21,46,73,150,327
"peak2448",95,99,80,43,47,58,85,77,50,50,48,45
"peak2449",424,376,202,105,56,20,316,282,176,94,75,18
"peak2450",236,179,116,66,34,19,194,133,94,51,48,20
"peak2451",206,202,130,58,47,18,165,117,123,56,46,10
"peak2452",775,752,567,250,200,114,676,585,492,265,208,78
"peak2453",133,122,161,105,96,28,143,115,126,130,84,24
"peak2454",806,708,639,447,542,424,576,568,478,468,448,399
"peak2455",364,287,181,129,77,38,284,194,169,96,101,17
"peak2456",55,92,122,120,198,189,67,59,87,107,189,202
"peak2457",135,70,33,18,11,8,105,74,29,9,8,7
"peak2458",159,102,58,15,5,2,135,71,40,13,9,11
"peak2459",609,448,244,93,34,9,417,305,267,86,25,15
"peak2460",388,265,187,109,104,34,345,226,133,109,78,44
"peak2461",523,331,271,195,156,100,289,268,257,191,124,126
"peak2462",8,30,46,75,116,103,15,16,36,89,113,115
"peak2463",133,99,64,20,15,7,118,60,57,27,13,9
"peak2464",864,658,294,75,27,21,547,364,285,89,37,19
"peak2465",53,73,107,110,211,269,58,45,76,96,191,300
"peak2466",666,584,314,99,70,23,543,453,260,109,74,53
"peak2467",252,206,77,39,18,6,193,166,119,27,9,16
"peak2468",23,25,38,44,88,118,21,33,26,47,121,231
"peak2469",81,66,31,21,23,1,65,35,28,30,18,16
"peak2470",37,46,45,38,69,126,58,57,50,34,53,102
"peak2471",91,74,31,25,23,18,73,43,45,36,24,21
"peak2472",16,14,35,65,89,128,10,16,26,65,71,141
"peak2473",64,60,69,58,72,69,61,53,48,68,70,88
"peak2474",103,79,58,27,14,13,116,74,45,23,15,7
"peak2475",102,106,58,29,19,12,106,67,51,11,23,14
"peak2476",294,225,185,104,96,22,221,164,135,123,71,31
"peak2477",10,15,17,21,43,140,8,22,19,26,48,174
"peak2478",14,14,28,61,174,306,19,17,19,57,150,238
"peak2479",402,451,359,267,385,292,351,301,277,269,344,277
"peak2480",530,626,546,416,598,427,519,536,544,442,543,510
"peak2481",257,250,177,78,39,19,224,195,191,93,50,29
"peak2482",209,187,110,55,44,17,196,179,109,63,38,33
"peak2483",332,228,159,100,103,113,273,166,138,109,76,198
"peak2484",61,80,72,84,125,146,54,53,51,73,103,153
"peak2485",934,868,562,395,372,117,892,772,629,415,387,64
"peak2486",331,271,178,95,86,44,315,218,154,103,68,38
"peak2487",703,803,690,545,668,421,682,578,570,535,585,312
"peak2488",228,219,105,67,41,15,165,122,121,71,39,36
"peak2489",356,223,158,81,68,35,254,141,139,99,72,14
"peak2490",247,216,128,61,47,9,263,167,97,72,46,29
"peak2491",170,153,40,20,11,9,149,74,52,11,13,6
"peak2492",319,246,172,54,28,15,291,152,127,65,56,14
"peak2493",127,107,59,50,59,81,132,51,53,42,107,93
"peak2494",138,114,88,20,10,3,122,79,73,14,10,13
"peak2495",524,510,399,154,153,53,482,408,300,183,172,42
"peak2496",1045,1131,1367,1347,1813,1472,1024,935,1112,1279,1656,1341
"peak2497",124,98,63,18,5,15,126,93,52,31,10,8
"peak2498",694,700,438,275,198,67,640,511,389,289,229,71
"peak2499",527,461,255,107,77,36,486,401,237,113,69,46
"peak2500",489,626,661,648,847,556,487,477,550,621,748,550
"peak2501",191,191,220,231,408,488,146,148,193,232,453,611
"peak2502",1113,1124,1115,905,1348,1192,1068,973,860,847,1192,1195
"peak2503",285,268,323,215,407,617,217,229,246,295,382,829
"peak2504",130,81,39,9,8,4,84,60,40,4,6,6
"peak2505",351,221,72,25,14,12,239,142,91,24,13,15
"peak2506",421,397,192,93,52,36,378,277,166,84,47,37
"peak2507",248,136,56,12,11,5,176,117,48,16,8,6
"peak2508",132,104,49,12,12,6,100,70,48,18,10,5
"peak2509",406,302,189,85,58,20,325,260,143,87,62,34
"peak2510",217,184,134,41,58,15,206,143,107,69,37,11
"peak2511",282,235,205,181,226,179,291,171,155,148,164,211
"peak2512",519,485,243,70,36,31,549,397,230,92,30,37
"peak2513",362,255,177,72,56,20,316,215,139,77,80,21
"peak2514",325,272,143,34,28,24,269,200,127,25,12,13
"peak2515",429,355,205,107,97,31,459,303,176,115,81,49
"peak2516",378,272,158,78,69,25,315,252,162,103,68,36
"peak2517",801,673,528,259,160,29,805,541,443,227,184,26
"peak2518",151,123,93,20,29,12,145,80,73,45,33,12
"peak2519",162,135,25,8,0,13,145,49,99,21,32,48
"peak2520",391,281,154,76,54,38,306,187,116,71,53,63
"peak2521",125,113,56,23,9,3,95,73,54,23,13,5
"peak2522",188,169,111,42,71,41,187,119,98,59,54,48
"peak2523",153,169,86,57,46,16,126,94,82,47,40,16
"peak2524",121,91,70,22,20,16,131,74,57,42,20,17
"peak2525",475,310,224,68,75,16,345,268,181,108,65,10
"peak2526",1547,1214,790,318,264,162,1230,1044,723,377,230,175
"peak2527",188,114,66,24,19,7,143,95,47,34,19,17
"peak2528",25,36,73,57,98,128,29,29,55,74,81,187
"peak2529",750,614,443,222,289,167,635,495,386,309,302,152
"peak2530",153,143,153,178,232,329,146,115,160,198,228,396
"peak2531",26,22,37,58,78,109,17,27,25,55,53,101
"peak2532",596,666,690,580,541,377,556,542,533,569,603,339
"peak2533",115,82,39,12,12,8,127,60,38,26,23,9
"peak2534",853,709,678,526,652,434,697,609,564,567,625,470
"peak2535",92,64,62,20,21,13,84,54,36,42,20,26
"peak2536",863,751,645,459,604,364,694,602,478,501,532,427
"peak2537",93,54,41,30,50,120,75,43,17,35,83,152
"peak2538",62,95,110,118,164,101,53,65,93,121,151,83
"peak2539",192,153,105,53,30,9,177,102,76,60,59,11
"peak2540",45,45,61,49,168,262,63,43,34,58,103,323
"peak2541",223,108,69,29,22,11,174,111,46,23,12,19
"peak2542",295,214,80,38,15,17,300,151,105,41,7,28
"peak2543",175,151,102,38,33,15,168,128,92,34,23,22
"peak2544",51,48,78,72,107,101,51,32,63,75,104,111
"peak2545",308,241,116,43,22,10,275,188,130,56,14,23
"peak2546",284,173,106,33,26,23,216,134,55,51,27,27
"peak2547",755,645,351,124,66,25,686,470,373,112,39,43
"peak2548",890,770,431,112,91,68,853,669,469,167,74,63
"peak2549",838,694,463,209,132,43,826,563,395,225,137,32
"peak2550",425,414,215,76,46,38,408,308,188,75,30,79
"peak2551",245,244,150,66,21,27,269,193,165,60,35,14
"peak2552",381,370,154,37,17,20,385,262,162,45,24,17
"peak2553",116,87,39,22,20,19,133,75,49,15,11,13
"peak2554",699,934,937,831,1153,569,700,690,772,835,956,489
"peak2555",150,100,51,13,13,12,167,118,48,26,15,10
"peak2556",955,764,409,150,72,40,947,651,436,176,51,37
"peak2557",299,234,99,55,34,27,275,164,95,41,39,25
"peak2558",179,169,120,102,120,247,166,94,94,94,115,370
"peak2559",339,249,172,144,225,214,291,237,160,162,216,203
"peak2560",216,249,261,202,259,127,222,219,213,192,234,130
"peak2561",811,818,494,295,182,58,698,636,473,291,152,48
"peak2562",625,694,515,368,326,80,730,564,507,366,319,91
"peak2563",334,241,126,49,31,27,275,240,119,73,40,25
"peak2564",8,15,25,24,67,106,17,12,17,41,69,147
"peak2565",27,53,119,150,176,297,15,37,78,180,196,385
"peak2566",192,150,83,35,35,16,151,121,79,37,29,18
"peak2567",160,138,61,17,15,3,170,64,47,20,17,11
"peak2568",274,239,139,41,33,26,267,197,124,39,24,19
"peak2569",464,470,574,449,654,580,443,387,367,411,538,554
"peak2570",729,598,283,79,55,19,634,482,257,114,61,38
"peak2571",336,267,116,33,22,14,280,203,134,37,9,17
"peak2572",354,310,363,345,555,867,301,259,283,293,493,984
"peak2573",298,367,340,320,425,315,320,309,320,309,347,289
"peak2574",550,397,376,227,263,170,411,342,275,253,219,191
"peak2575",107,95,67,59,90,74,78,62,56,58,63,93
"peak2576",24,27,44,43,124,159,25,26,23,48,107,214
"peak2577",213,143,68,22,33,30,166,99,59,26,24,13
"peak2578",879,913,619,428,474,255,811,667,593,453,464,280
"peak2579",991,921,837,581,668,394,798,681,642,588,631,377
"peak2580",332,256,224,103,58,22,245,224,208,113,40,42
"peak2581",643,626,531,329,464,340,568,488,433,312,423,349
"peak2582",263,168,74,26,15,17,186,110,60,16,21,17
"peak2583",234,177,68,25,23,22,208,101,41,34,14,19
"peak2584",724,583,367,127,90,35,562,450,313,141,87,42
"peak2585",29,27,22,31,84,204,31,15,21,35,78,287
"peak2586",1129,924,915,687,912,710,857,723,732,682,808,582
"peak2587",617,681,648,478,574,329,610,567,533,492,544,296
"peak2588",117,93,51,48,81,102,114,64,73,65,70,96
"peak2589",257,204,127,56,43,28,208,183,133,67,40,25
"peak2590",338,301,186,57,28,23,316,218,173,56,27,26
"peak2591",521,414,256,61,58,25,517,431,255,90,39,27
"peak2592",250,224,137,50,31,36,202,153,132,63,29,37
"peak2593",759,750,536,402,421,258,643,540,492,430,378,157
"peak2594",9,40,64,88,167,218,6,28,60,103,151,162
"peak2595",2055,1929,1902,1466,2020,1483,1749,1568,1525,1477,1970,1413
"peak2596",8,29,48,74,127,136,15,20,47,70,105,163
"peak2597",389,357,175,67,54,10,346,228,161,83,45,38
"peak2598",105,70,50,21,17,23,115,79,41,23,17,14
"peak2599",44,21,28,14,11,4,35,11,11,6,7,2
"peak2600",254,255,128,50,39,19,263,169,110,71,49,14
"peak2601",183,116,56,25,22,18,112,79,42,21,26,12
"peak2602",172,146,101,62,28,23,205,124,96,79,44,15
"peak2603",23,39,88,103,113,86,16,36,68,102,108,79
"peak2604",404,225,95,25,24,13,229,164,93,36,8,19
"peak2605",222,135,84,22,22,17,139,97,43,45,21,31
"peak2606",578,555,505,321,409,224,480,464,370,380,413,235
"peak2607",118,93,90,104,188,198,92,117,95,127,160,264
"peak2608",873,717,405,140,58,20,755,591,368,125,70,7
"peak2609",534,447,255,74,28,20,467,352,190,71,34,33
"peak2610",871,876,761,599,827,537,727,700,616,617,716,457
"peak2611",201,146,90,32,32,15,173,122,72,56,48,10
"peak2612",161,148,96,71,109,353,179,169,113,83,142,307
"peak2613",57,57,47,47,77,162,84,61,61,51,92,248
"peak2614",387,256,111,46,14,27,319,179,121,35,11,22
"peak2615",85,74,59,78,118,229,59,42,31,67,130,286
"peak2616",52,49,87,93,109,152,59,39,53,68,95,164
"peak2617",366,388,363,240,129,61,346,345,279,239,174,41
"peak2618",111,126,160,147,257,282,85,86,130,145,314,275
"peak2619",470,659,731,695,823,707,445,505,605,682,868,647
"peak2620",26,38,49,75,144,220,20,15,39,70,137,222
"peak2621",185,191,101,37,25,6,197,162,135,49,24,12
"peak2622",429,418,317,70,44,12,418,379,277,120,36,16
"peak2623",337,307,293,250,311,263,234,286,237,230,282,238
"peak2624",0,23,29,83,86,130,2,9,27,50,76,156
"peak2625",315,250,179,95,71,28,253,172,151,88,91,44
"peak2626",568,431,431,346,376,335,446,399,391,343,440,382
"peak2627",276,172,151,68,24,4,228,123,91,55,27,16
"peak2628",276,313,192,82,36,16,312,264,166,84,43,20
"peak2629",256,189,145,68,35,27,156,129,95,64,48,25
"peak2630",546,596,482,404,595,512,542,514,407,421,623,585
"peak2631",334,311,174,112,63,46,385,251,156,79,86,39
"peak2632",234,141,131,20,14,8,179,129,77,25,10,12
"peak2633",470,352,192,102,137,100,522,365,220,134,172,99
"peak2634",119,106,51,29,16,21,120,93,58,37,19,14
"peak2635",190,168,124,47,44,18,212,162,117,55,72,27
"peak2636",135,117,61,49,24,17,122,72,66,47,34,11
"peak2637",203,165,100,26,23,32,186,89,78,26,15,32
"peak2638",1408,1695,1758,1407,1769,1353,1394,1526,1336,1414,1747,1282
"peak2639",216,176,130,61,33,33,231,166,107,46,31,56
"peak2640",14,10,31,55,112,98,6,14,16,59,104,111
"peak2641",515,436,265,67,30,25,413,377,266,100,27,11
"peak2642",99,128,129,115,180,199,122,97,95,98,157,303
"peak2643",547,497,285,153,173,53,579,421,282,178,212,56
"peak2644",47,29,37,36,88,136,44,25,32,41,79,136
"peak2645",108,90,51,18,6,18,99,47,49,26,16,23
"peak2646",33,75,91,85,133,108,36,85,102,95,142,135
"peak2647",144,112,51,27,24,14,117,65,44,36,30,15
"peak2648",135,114,85,73,88,223,131,104,78,88,113,291
"peak2649",292,261,186,117,149,197,252,166,120,113,142,168
"peak2650",370,273,227,119,101,86,338,230,179,120,112,98
"peak2651",224,163,105,59,56,58,172,121,92,82,91,53
"peak2652",220,174,136,95,119,81,229,164,111,85,110,96
"peak2653",393,295,180,71,42,23,310,210,145,64,37,36
"peak2654",154,102,67,39,23,4,120,79,57,35,33,12
"peak2655",281,208,118,59,43,21,184,156,116,64,82,34
"peak2656",134,130,64,19,4,5,139,105,45,21,10,7
"peak2657",199,214,170,75,65,26,152,152,121,82,51,27
"peak2658",248,91,26,9,4,6,146,53,27,14,4,6
"peak2659",891,820,493,273,207,51,762,517,477,280,187,42
"peak2660",102,49,51,23,27,14,112,57,35,23,15,6
"peak2661",138,78,43,18,23,3,118,72,46,17,7,11
"peak2662",133,123,78,60,82,6,156,103,115,72,68,31
"peak2663",224,214,200,139,148,31,250,138,147,163,140,32
"peak2664",405,296,233,121,138,52,293,237,150,132,93,56
"peak2665",546,467,321,215,220,151,560,329,276,225,188,172
"peak2666",158,96,55,6,14,10,146,59,42,35,35,11
"peak2667",356,281,167,97,100,28,301,217,151,108,91,47
"peak2668",175,180,93,26,14,7,184,90,72,36,5,7
"peak2669",420,392,165,64,85,94,357,277,168,100,87,108
"peak2670",394,298,160,76,57,11,326,221,182,93,48,12
"peak2671",109,79,41,26,20,8,123,84,78,31,30,16
"peak2672",56,37,64,74,143,175,60,24,51,80,135,243
"peak2673",32,48,81,74,134,69,25,34,65,63,114,147
"peak2674",348,259,136,92,74,13,269,221,132,69,56,16
"peak2675",57,48,37,23,22,10,42,41,34,19,16,33
"peak2676",97,54,50,17,8,14,50,48,44,33,20,20
"peak2677",234,139,76,15,14,9,173,114,46,38,7,5
"peak2678",104,44,46,33,32,18,68,32,43,22,32,16
"peak2679",394,315,286,139,189,159,298,266,271,141,161,174
"peak2680",337,199,117,32,11,17,265,151,88,25,10,17
"peak2681",131,153,97,22,18,13,156,69,59,31,19,10
"peak2682",357,290,141,80,47,25,287,246,184,77,56,33
"peak2683",157,142,134,78,94,75,134,105,86,95,84,77
"peak2684",201,183,142,80,109,54,192,166,148,97,74,77
"peak2685",792,729,367,69,42,21,805,663,370,88,39,33
"peak2686",173,94,57,29,18,24,111,83,59,27,20,36
"peak2687",187,143,74,27,29,43,146,75,53,27,16,31
"peak2688",116,101,55,21,22,4,98,71,34,22,17,14
"peak2689",42,46,85,89,84,127,27,66,66,91,76,122
"peak2690",295,304,254,206,230,168,348,240,228,213,222,241
"peak2691",64,59,22,15,18,21,48,21,25,12,22,48
"peak2692",443,450,343,248,256,211,400,366,292,252,254,148
"peak2693",563,535,397,312,429,215,497,378,343,333,328,282
"peak2694",29,45,21,21,50,103,18,20,33,29,65,146
"peak2695",838,1075,956,831,1133,903,904,808,714,742,938,818
"peak2696",402,382,262,83,65,33,359,243,164,99,88,31
"peak2697",26,20,13,20,37,124,20,14,25,22,50,121
"peak2698",557,457,199,104,72,36,412,277,218,130,73,19
"peak2699",198,158,98,39,27,10,194,82,76,51,19,10
"peak2700",751,660,532,339,383,81,601,496,474,357,330,91
"peak2701",116,87,56,30,10,7,117,79,61,39,13,12
"peak2702",438,382,267,152,132,35,297,220,243,146,111,28
"peak2703",184,151,138,120,285,397,154,92,89,146,244,594
"peak2704",136,111,51,28,9,12,99,71,63,20,7,9
"peak2705",687,403,209,89,46,18,633,357,185,83,29,19
"peak2706",105,92,84,83,135,308,107,58,84,61,125,343
"peak2707",127,142,89,28,15,11,131,103,70,21,14,13
"peak2708",302,273,193,107,102,30,235,176,151,129,80,38
"peak2709",109,90,66,23,22,21,79,51,51,38,28,25
"peak2710",560,623,406,128,51,19,730,556,356,145,71,23
"peak2711",581,419,299,122,103,20,432,315,230,126,55,22
"peak2712",228,168,132,61,81,33,171,131,86,73,61,12
"peak2713",46,61,83,68,179,174,47,50,44,87,140,259
"peak2714",15,49,120,159,299,397,27,54,66,137,225,366
"peak2715",313,225,122,66,51,39,264,163,123,94,46,43
"peak2716",30,31,28,28,26,106,38,21,24,17,40,129
"peak2717",90,71,154,122,196,193,45,77,111,141,175,297
"peak2718",407,264,170,82,85,23,297,219,143,95,74,24
"peak2719",2575,2404,2014,1436,1455,717,2239,1827,1638,1337,1146,557
"peak2720",196,127,97,51,76,82,168,96,83,67,62,48
"peak2721",112,85,60,39,28,11,152,89,82,35,22,16
"peak2722",230,175,177,100,74,18,192,176,159,90,79,18
"peak2723",65,52,55,49,45,29,55,46,37,25,39,42
"peak2724",929,975,904,689,840,504,853,779,711,738,781,466
"peak2725",2548,2299,2028,1581,1929,1685,2136,1822,1666,1595,1862,1763
"peak2726",84,71,76,70,163,186,71,63,76,71,135,281
"peak2727",52,42,37,37,35,31,37,31,32,33,35,26
"peak2728",231,163,161,125,115,79,167,165,148,123,140,60
"peak2729",13,22,27,49,77,112,15,24,31,42,56,119
"peak2730",1837,1599,1376,1084,1590,1353,1549,1236,1152,1046,1365,1185
"peak2731",73,77,58,46,55,57,72,61,57,44,60,53
"peak2732",41,28,61,76,107,122,51,25,51,50,121,156
"peak2733",492,440,319,186,176,124,415,349,245,190,186,169
"peak2734",120,196,204,215,287,261,145,134,144,195,265,337
"peak2735",337,338,282,224,278,298,304,228,239,250,270,311
"peak2736",78,46,34,17,19,30,62,25,28,16,25,19
"peak2737",223,127,70,25,27,13,163,113,72,39,26,20
"peak2738",404,342,232,136,99,27,336,217,195,139,102,26
"peak2739",2062,1750,1692,1391,1989,1746,1633,1369,1276,1437,1857,1652
"peak2740",268,288,228,162,205,123,223,224,224,231,195,139
"peak2741",390,283,264,137,116,31,292,241,178,154,94,24
"peak2742",180,96,74,31,25,14,132,90,43,37,15,12
"peak2743",236,165,77,42,22,26,197,135,79,38,30,35
"peak2744",57,46,35,26,10,11,46,17,36,22,13,5
"peak2745",9,17,12,43,119,199,17,7,23,47,101,257
"peak2746",163,95,65,19,23,15,108,56,43,20,8,6
"peak2747",642,613,572,363,470,256,519,399,408,396,416,222
"peak2748",108,85,79,56,174,195,45,63,56,84,161,260
"peak2749",47,32,49,55,110,187,22,21,23,58,87,211
"peak2750",303,188,93,43,31,24,295,174,89,53,28,19
"peak2751",5,15,9,23,28,123,8,7,15,15,32,186
