Gene,T0.0h_Rep1,T0.0h_Rep2,T0.0h_Rep3,T1.2h_Rep1,T1.2h_Rep2,T1.2h_Rep3,T2.4h_Rep1,T2.4h_Rep2,T2.4h_Rep3,T3.7h_Rep1,T3.7h_Rep2,T3.7h_Rep3,T4.9h_Rep1,T4.9h_Rep2,T4.9h_Rep3,T6.1h_Rep1,T6.1h_Rep2,T6.1h_Rep3,T7.3h_Rep1,T7.3h_Rep2,T7.3h_Rep3,T8.5h_Rep1,T8.5h_Rep2,T8.5h_Rep3,T9.8h_Rep1,T9.8h_Rep2,T9.8h_Rep3,T11.0h_Rep1,T11.0h_Rep2,T11.0h_Rep3,T12.2h_Rep1,T12.2h_Rep2,T12.2h_Rep3,T13.4h_Rep1,T13.4h_Rep2,T13.4h_Rep3,T14.6h_Rep1,T14.6h_Rep2,T14.6h_Rep3,T15.9h_Rep1,T15.9h_Rep2,T15.9h_Rep3,T17.1h_Rep1,T17.1h_Rep2,T17.1h_Rep3,T18.3h_Rep1,T18.3h_Rep2,T18.3h_Rep3,T19.5h_Rep1,T19.5h_Rep2,T19.5h_Rep3,T20.7h_Rep1,T20.7h_Rep2,T20.7h_Rep3,T22.0h_Rep1,T22.0h_Rep2,T22.0h_Rep3,T23.2h_Rep1,T23.2h_Rep2,T23.2h_Rep3,T24.4h_Rep1,T24.4h_Rep2,T24.4h_Rep3,T25.6h_Rep1,T25.6h_Rep2,T25.6h_Rep3,T26.8h_Rep1,T26.8h_Rep2,T26.8h_Rep3,T28.1h_Rep1,T28.1h_Rep2,T28.1h_Rep3,T29.3h_Rep1,T29.3h_Rep2,T29.3h_Rep3,T30.5h_Rep1,T30.5h_Rep2,T30.5h_Rep3,T31.7h_Rep1,T31.7h_Rep2,T31.7h_Rep3,T32.9h_Rep1,T32.9h_Rep2,T32.9h_Rep3,T34.2h_Rep1,T34.2h_Rep2,T34.2h_Rep3,T35.4h_Rep1,T35.4h_Rep2,T35.4h_Rep3,T36.6h_Rep1,T36.6h_Rep2,T36.6h_Rep3,T37.8h_Rep1,T37.8h_Rep2,T37.8h_Rep3,T39.1h_Rep1,T39.1h_Rep2,T39.1h_Rep3,T40.3h_Rep1,T40.3h_Rep2,T40.3h_Rep3,T41.5h_Rep1,T41.5h_Rep2,T41.5h_Rep3,T42.7h_Rep1,T42.7h_Rep2,T42.7h_Rep3,T43.9h_Rep1,T43.9h_Rep2,T43.9h_Rep3,T45.2h_Rep1,T45.2h_Rep2,T45.2h_Rep3,T46.4h_Rep1,T46.4h_Rep2,T46.4h_Rep3,T47.6h_Rep1,T47.6h_Rep2,T47.6h_Rep3,T48.8h_Rep1,T48.8h_Rep2,T48.8h_Rep3,T50.0h_Rep1,T50.0h_Rep2,T50.0h_Rep3,T51.3h_Rep1,T51.3h_Rep2,T51.3h_Rep3,T52.5h_Rep1,T52.5h_Rep2,T52.5h_Rep3,T53.7h_Rep1,T53.7h_Rep2,T53.7h_Rep3,T54.9h_Rep1,T54.9h_Rep2,T54.9h_Rep3,T56.1h_Rep1,T56.1h_Rep2,T56.1h_Rep3,T57.4h_Rep1,T57.4h_Rep2,T57.4h_Rep3,T58.6h_Rep1,T58.6h_Rep2,T58.6h_Rep3,T59.8h_Rep1,T59.8h_Rep2,T59.8h_Rep3,T61.0h_Rep1,T61.0h_Rep2,T61.0h_Rep3,T62.2h_Rep1,T62.2h_Rep2,T62.2h_Rep3,T63.5h_Rep1,T63.5h_Rep2,T63.5h_Rep3,T64.7h_Rep1,T64.7h_Rep2,T64.7h_Rep3,T65.9h_Rep1,T65.9h_Rep2,T65.9h_Rep3,T67.1h_Rep1,T67.1h_Rep2,T67.1h_Rep3,T68.3h_Rep1,T68.3h_Rep2,T68.3h_Rep3,T69.6h_Rep1,T69.6h_Rep2,T69.6h_Rep3,T70.8h_Rep1,T70.8h_Rep2,T70.8h_Rep3,T72.0h_Rep1,T72.0h_Rep2,T72.0h_Rep3
purR,9.0863,9.2284,9.4742,9.2006,9.3942,9.2471,8.9802,9.5201,9.3407,10.1164,9.8056,9.8685,9.5158,9.3542,9.6980,9.6057,9.7316,9.8132,9.8943,10.0095,10.0279,10.1874,10.6491,10.1368,9.8796,9.9254,10.4193,9.8543,9.8026,9.8302,10.4572,10.4442,10.4313,9.7999,10.1198,10.0876,9.4756,9.6521,9.6217,9.3984,9.2065,9.2875,9.2295,9.2054,9.4075,9.6842,10.0684,9.6585,9.5476,9.1219,9.5410,9.3701,9.2804,8.9586,9.6153,9.1612,9.5639,8.4474,8.2871,8.4718,8.1470,8.3607,8.2362,8.4643,8.5139,8.3169,8.5541,8.7324,8.7878,7.7232,8.1673,7.6224,8.4273,8.2982,8.2176,8.2110,7.9543,7.5580,7.9185,7.9606,8.1109,7.6186,7.6164,7.6552,6.7478,7.2086,6.6430,8.1406,7.7366,7.7641,7.6390,7.7852,7.5070,8.4733,7.9202,7.5390,7.6673,7.6060,7.2159,8.0344,8.1872,7.6701,6.8517,7.3424,7.6066,7.0684,7.4722,7.2588,7.3199,7.0118,7.1542,7.2055,7.1839,7.2551,7.9113,7.2217,7.8280,7.4530,7.6831,7.5435,7.6352,7.6810,7.1976,7.8768,7.7298,7.3052,8.2504,8.2242,8.0860,7.8246,7.7588,7.6998,6.6570,6.2672,6.2986,7.7423,7.9588,8.0127,8.1493,7.8165,7.8180,7.2875,7.3789,7.2174,7.2035,7.0626,7.1121,7.7699,7.5338,7.9484,7.5863,7.2409,7.2469,7.4789,7.3382,7.5553,7.0613,7.7044,7.1541,8.2899,8.0467,8.2244,7.8543,7.3494,8.0904,7.6026,7.5210,7.4724,7.6453,7.9638,7.4034,7.5512,7.8429,7.6352,7.5858,7.0574,7.4212,7.0873,7.2243,7.1203
pyrR,8.9701,8.9938,9.1725,9.2417,9.5128,9.2858,9.9455,9.9355,9.8072,9.7875,9.6195,9.5414,9.8082,9.5569,9.6310,9.6194,9.6200,9.8631,10.2542,10.4700,10.2652,10.3037,10.2911,10.1903,10.5406,10.5061,10.4484,10.2455,10.8644,10.4569,10.5787,10.3427,9.9947,9.2977,9.9997,9.7899,10.3281,10.0739,10.0068,9.1529,9.4812,9.0707,10.3907,10.0238,10.1986,9.6344,9.5317,9.4950,8.6684,8.9138,9.3936,8.5970,8.0001,8.1365,8.7010,8.8892,8.5914,9.0605,9.0779,8.9275,8.8316,9.1623,9.1234,8.5012,8.8329,8.7947,8.5467,8.4945,8.4397,8.4430,8.6491,8.3989,8.9789,8.8509,8.5636,10.5666,10.6585,10.6024,8.0823,8.4092,8.0905,8.2696,8.4071,8.4651,7.6204,7.9788,7.7098,7.6048,7.6327,7.6478,7.1585,7.2804,7.0505,7.2614,7.5475,7.4185,8.4045,7.8397,8.0057,7.7264,7.6451,7.6418,7.7679,7.6438,7.7691,7.9198,7.6659,7.8946,8.0562,7.7844,7.6775,6.7189,7.1416,7.1759,7.2859,7.3504,7.4226,7.5042,7.6057,7.9127,6.7763,6.8613,6.6358,7.0679,7.1343,7.0818,7.4976,7.3473,7.2342,6.6949,7.2228,7.2549,7.5010,7.8624,7.5254,7.6005,7.3736,7.3001,7.0579,7.2901,7.2096,7.5850,7.3401,7.3236,8.5082,8.6534,8.5444,7.2705,7.4756,7.3858,7.7094,7.6945,7.6869,7.7475,7.5421,7.6181,7.1876,6.9300,6.8734,7.5158,7.6866,7.8006,7.2024,7.2847,7.2183,7.6263,7.9432,7.4352,7.5157,7.5305,7.4594,7.3248,7.3560,7.2148,7.2425,7.0742,7.0762,7.0720,7.2736,7.3062
sidA,5.6698,5.4933,5.7387,6.2032,6.4644,6.6624,5.4646,5.5168,5.8096,5.7137,5.4919,5.5670,6.1606,5.9235,5.9736,5.5963,5.1330,5.5596,5.4767,5.8078,5.2495,5.1071,4.7707,4.8653,5.2467,5.1849,5.3799,4.9858,5.1004,5.3610,5.9961,5.5753,5.8088,5.6888,5.5151,5.4813,5.7213,5.4956,5.9654,5.2307,5.6372,6.0439,6.6657,6.7213,6.7471,7.0408,7.6770,7.4625,7.3137,6.8340,6.9527,7.7131,8.0739,7.8333,8.2752,8.5105,8.2797,8.1557,8.5567,7.9048,8.9199,8.8863,9.0243,9.7422,9.5769,9.5901,9.0427,9.4706,9.3216,10.0968,9.8891,10.0460,9.7962,10.1793,9.8778,10.3650,10.2318,10.0293,10.0451,10.4608,10.1872,9.8139,10.1665,9.6914,10.0524,10.2508,9.8315,10.2046,9.9760,10.4328,10.7315,10.5918,10.9204,10.8650,11.0383,10.7510,9.7470,9.8162,9.7101,10.0268,10.0506,10.0866,9.8618,10.0424,10.1205,10.7263,10.3926,10.4797,10.7112,10.6839,11.1612,9.3922,10.1144,9.3372,9.3911,9.4627,9.4257,9.6706,9.9727,9.8342,9.9756,10.0575,9.9849,9.7194,9.6926,9.4519,9.5424,9.8309,9.9514,9.9198,10.0745,10.0498,10.0896,10.1821,10.2294,9.8289,9.9564,9.9150,10.5236,10.4252,10.3000,10.7793,10.8959,11.2653,10.3180,9.9882,10.3548,9.9442,9.8534,9.6222,8.9123,9.2473,9.1954,9.7274,9.8568,10.2023,9.8063,10.2371,9.6017,9.7992,9.8037,10.0166,8.2912,8.4499,8.6954,9.5369,9.4996,9.3697,9.6457,10.1442,9.7150,9.8109,9.8279,10.0271,10.0437,10.0015,9.6938,10.0621,10.1798,10.0181
sidB,5.6403,5.6802,5.9942,4.6381,4.7448,4.7144,5.5431,5.4554,5.3593,5.3491,5.3263,4.9738,5.7461,5.4951,5.6925,5.4820,5.1536,5.4972,5.5034,5.3406,5.3574,5.4572,5.4806,5.4611,5.0537,4.9032,5.0399,5.5958,5.8109,5.9243,5.7509,5.6194,5.8312,4.9537,5.1941,5.0007,5.2395,5.3851,4.9782,6.3927,6.1960,6.5065,6.5564,6.1778,6.6195,6.3353,6.2299,6.4995,7.2632,7.3885,7.6629,7.2039,7.0979,7.3747,7.7277,7.2661,7.4731,8.5102,8.2224,8.5585,8.5736,8.3504,8.3921,9.7084,9.3139,9.5869,9.8041,9.6016,9.4914,9.7539,9.6728,9.7235,9.5664,9.5346,9.4657,9.5122,9.8420,9.7334,10.3457,9.8689,9.9827,9.8410,10.4337,10.0958,10.5694,10.5709,11.0446,9.5376,9.9863,9.7821,10.6683,10.5894,10.6053,9.7984,9.4856,9.7638,10.1847,10.5932,10.1551,10.3393,10.7512,10.8073,10.9624,11.1880,10.9845,10.2154,10.1991,9.8512,10.0801,10.4400,10.2643,9.8071,9.6530,9.5368,10.4846,9.9657,10.1438,9.7062,9.8473,9.9800,10.3276,10.3007,10.2472,10.3680,10.7499,10.1520,9.4347,9.4994,9.4974,9.1207,9.4048,9.4992,10.3023,10.3103,11.0217,9.2141,9.2132,9.0576,10.1668,9.8159,9.7653,9.5631,9.3312,9.5777,9.9797,9.8277,9.9270,9.4564,9.6053,9.7709,9.6789,9.7826,9.8339,9.8134,10.2221,9.9165,9.9759,9.8603,9.5161,9.2938,9.9032,9.1942,9.5119,9.7018,9.4080,9.5230,9.4019,9.4682,10.3757,10.1712,10.2448,10.1003,9.9855,9.9952,9.2448,8.8808,8.9824,9.4037,9.4843,9.7971
sidC,6.2171,6.1397,6.3705,6.4998,6.2604,6.1225,5.6851,5.9257,5.3420,6.3770,6.2751,6.0663,5.3923,5.6041,5.7125,5.9157,6.0579,5.7548,6.2477,6.1733,6.5455,6.2314,5.8503,6.3166,6.1106,6.1780,6.0571,6.4089,6.2614,6.1178,5.7100,6.1921,6.0824,6.6986,6.4083,6.5269,6.5494,6.8104,6.4664,7.5269,7.5945,7.6432,7.2884,7.4435,7.9937,8.1743,8.1016,8.0456,8.2448,8.1155,8.1040,9.5430,9.6822,9.7818,9.1849,9.5335,9.2573,9.6012,10.0308,9.8755,9.8310,9.6976,9.9956,9.0772,9.0738,8.8496,9.7707,9.4471,9.3591,9.6095,9.2065,9.4659,9.2509,9.7785,9.6526,10.3596,10.2490,9.8096,10.0855,10.2620,10.4146,10.3374,10.3683,10.4829,10.7958,10.4712,10.7520,9.7792,9.7736,9.7835,9.9808,10.3133,9.8604,10.1902,10.3502,10.1670,9.8539,9.6811,9.5284,9.4745,9.3025,9.4144,10.4917,10.2073,10.0478,9.7754,9.3183,9.2496,9.0150,8.9181,8.9345,8.7558,8.7359,8.5529,8.8913,9.2136,9.2893,7.9548,7.8243,7.9841,7.6434,7.6062,7.6578,7.5135,7.4047,7.3890,7.8397,7.7943,7.3209,7.5961,7.7242,7.6083,7.3274,7.2829,7.1790,7.4438,7.8414,7.7840,7.2647,7.1474,7.4625,6.9502,6.5925,6.4858,6.5470,6.6321,6.0509,7.2235,6.9266,7.0618,6.6668,7.0050,6.6643,6.6459,6.5728,6.5087,6.9715,7.3717,7.1209,7.1323,7.7005,7.2424,5.9960,6.0027,6.3240,7.2742,6.8845,6.8309,6.8047,6.8867,6.2427,6.2650,6.4285,6.6263,7.0614,6.9501,6.8183,6.8235,6.7967,6.6051
sidD,6.2225,6.2093,6.0077,5.8429,5.9605,6.2838,6.1990,6.4730,6.6366,5.5779,5.6994,6.0327,5.1923,5.7721,5.6962,6.1783,6.0251,6.1304,6.6690,6.8759,6.9162,6.3171,5.9252,6.1403,6.3670,6.5621,6.4591,6.7427,6.9744,6.4584,6.8940,6.8560,6.7453,7.0361,6.8555,7.1512,6.9388,7.1059,7.3155,7.1186,7.3323,7.3216,8.2583,8.3739,8.1629,8.2829,8.1903,8.3468,9.5328,9.5952,9.8793,9.0428,8.7925,8.8727,9.2021,9.2601,9.1962,9.2425,9.3943,9.1637,9.3307,9.3554,9.3581,9.3940,9.6185,9.6154,9.7899,9.4698,9.8493,10.4119,10.4589,10.1973,10.0379,10.1108,10.1895,11.1776,11.0384,11.2096,10.7465,10.6711,10.7988,10.3396,10.2462,10.1421,10.7577,10.3372,10.8002,9.7554,9.5865,10.2452,10.7621,10.8827,10.9040,10.4560,10.2650,10.2172,10.1718,10.1048,9.8985,9.8047,9.7153,10.0307,9.5706,9.8680,10.1726,9.5796,9.3107,9.9109,9.6435,9.6485,10.0692,9.2203,9.1295,8.5784,8.9154,9.0437,9.2797,8.3235,8.2826,8.2878,13.3757,13.3030,13.1645,8.1249,7.9410,7.8974,7.9209,8.3403,8.0270,7.8085,7.6941,7.3574,8.2753,8.0008,7.8603,6.7805,6.7343,7.2797,6.9464,6.5891,6.9548,7.0501,6.5793,7.2254,7.3528,7.8469,7.6725,7.4817,7.3570,7.5797,7.0699,7.2766,7.2053,6.9933,6.6266,6.3758,6.6884,6.7157,6.8970,5.1633,4.9417,4.8450,6.8138,6.2967,6.5758,6.5486,6.6364,6.7409,6.3200,6.1039,5.8834,7.4836,7.1083,6.8883,6.6403,6.8293,6.8251,6.6144,6.5900,6.7196
sidE,6.4085,6.2804,6.2347,5.5193,6.0772,6.2416,6.6542,6.1996,6.3548,6.4848,6.7360,6.0527,6.4166,6.4451,5.9597,4.9546,5.1909,5.1196,5.6351,5.5586,5.4743,6.1224,5.9685,5.8361,6.3065,6.4217,6.2991,5.5891,5.6387,5.8522,6.0349,6.0865,6.2021,6.3458,6.6972,6.4442,5.9845,6.0550,5.9565,6.3817,6.6469,6.4362,7.2246,6.7552,7.1033,7.8920,7.8040,7.9415,8.1178,8.5190,7.8782,8.1003,8.1454,8.1979,7.7748,7.8817,8.3535,8.0249,7.8515,7.8462,8.8018,8.6631,8.6767,9.1217,9.3637,9.3738,8.8060,8.5228,9.0219,9.6842,9.5008,9.7393,10.2303,9.7316,9.5180,10.4290,10.6018,10.2972,10.3197,10.2981,9.9878,10.4464,10.4291,10.7582,9.8204,10.1104,10.4302,9.9337,9.7647,9.6615,9.8415,10.0043,10.4505,9.8331,10.0626,9.8360,9.6100,9.3696,9.4427,10.2531,10.4805,10.5616,10.7471,10.7227,10.9338,10.0121,10.3969,10.1188,9.4459,9.9712,9.8391,10.1798,10.1837,10.0232,8.8762,9.1885,8.9299,9.5830,9.5880,9.1945,10.0299,9.8380,9.7164,9.1509,9.4293,9.5490,9.6700,8.9119,9.2261,10.3368,9.9252,9.6706,10.3041,10.1151,10.3512,9.3603,9.1253,9.5119,9.2605,9.1125,9.1503,8.5486,8.8205,8.5298,9.0633,9.3084,9.0334,9.3401,8.7257,9.0379,8.7722,8.9328,9.1329,9.8553,9.9496,9.7814,9.7733,10.1487,9.7115,9.7544,9.3703,9.3474,9.4221,9.3678,9.5968,9.6679,9.2096,9.5168,9.2336,9.4891,9.1456,8.9076,9.1394,9.2342,9.7115,9.5034,9.5281,9.4238,9.1080,9.1210
sidF,6.3101,6.1619,5.9128,6.4971,6.0382,6.7498,5.0149,5.3760,5.3325,5.9000,5.6713,6.3952,6.4050,5.8957,5.7637,5.6740,5.5839,5.8230,5.6151,5.9813,6.0863,6.0508,6.4081,6.4349,5.9824,6.3498,6.0191,6.3601,6.5902,6.0669,6.5567,6.8909,6.7370,7.9573,7.8034,7.6943,6.8057,6.5581,6.9188,7.5770,7.7400,7.8120,7.5196,7.5932,7.4252,7.8020,7.9555,7.8315,8.3998,8.2727,8.5183,8.3563,8.1548,8.4801,8.9611,8.6495,8.7392,8.9481,9.4284,8.6352,8.9168,9.4220,9.4489,9.6574,9.7897,9.8275,9.5881,10.1345,9.9568,10.5365,10.6705,10.6133,10.2252,10.3240,10.2105,10.6657,10.5251,10.3103,10.7924,11.0437,10.8732,11.0571,11.2177,10.8238,10.5445,10.8099,10.9424,10.0461,10.1818,10.4186,10.1848,10.1513,9.7854,10.2868,10.4109,10.2314,9.9306,9.8501,9.9982,10.1000,9.7139,9.9014,9.5628,9.8018,9.5521,9.4765,9.5329,9.3267,9.8492,9.7764,9.7034,9.2681,8.9556,9.4130,9.1990,8.9760,8.7945,8.6438,8.9245,9.0232,8.9319,8.7659,8.9960,8.8246,8.8777,8.6362,8.8359,9.0179,8.9055,8.2441,8.3495,8.3404,7.7460,7.4479,8.1675,7.7188,7.3299,7.0612,8.0300,7.3621,8.0316,7.0590,7.2343,7.0044,7.0615,7.1493,7.1615,7.5085,7.2352,7.1031,7.0129,7.2533,7.0856,6.7697,6.8189,7.0608,7.3494,7.2125,7.3597,7.0902,6.5820,6.4692,6.3443,6.2893,6.6223,6.6476,6.8626,6.4103,6.7640,6.9375,6.7758,7.3863,7.0667,7.7523,7.4645,7.0212,7.4354,6.8176,6.6870,6.7404
sidG,6.6059,6.6135,6.4830,6.7992,7.3486,7.1958,6.9367,6.7588,7.0119,6.8824,6.8395,6.9789,6.8879,6.9121,7.0358,6.4837,6.8424,6.8075,6.1460,6.0409,6.2897,6.2600,5.9514,6.0959,6.8204,6.9060,6.7168,4.7560,5.1200,4.8342,6.4300,6.3673,6.3691,8.0907,7.8170,8.1499,7.0009,7.2809,6.9327,6.5057,6.6517,6.5542,7.8115,8.1349,7.9793,7.6949,7.2723,7.6864,7.5190,7.6609,7.7048,7.7488,8.5017,8.2055,9.1164,8.8629,8.9790,8.2263,8.5953,8.2962,8.5863,8.3785,8.4204,8.8210,8.9121,8.6512,8.8969,9.0077,8.7525,9.7479,9.7194,9.4257,9.4521,9.1842,9.1708,8.3984,8.4636,7.9545,8.9340,9.3809,9.5789,10.0282,9.4476,9.6904,9.5010,9.4762,9.3195,9.2030,9.2252,9.6165,9.5510,9.4382,9.3325,9.3581,9.2698,9.2039,9.6049,9.4191,9.0397,9.2772,9.4490,9.3289,8.9080,9.2766,9.3850,8.5751,8.5823,8.1577,8.6931,8.4044,8.5444,9.2632,9.3111,9.3239,8.8946,9.2872,8.8875,8.8638,8.5683,8.3176,8.5975,8.1359,8.4517,8.6293,8.9360,8.7722,8.2316,8.0632,8.4846,7.5824,7.7407,8.0210,8.8451,8.7425,8.2506,7.9031,7.8940,8.5461,7.6802,7.5071,7.5771,7.4723,7.4691,7.2264,8.0478,7.8643,7.9266,7.5675,7.7072,7.5981,6.9824,6.7913,6.7368,7.5591,7.3170,7.9622,7.6773,7.6582,7.9741,7.6264,7.6640,7.4911,7.3295,7.3484,6.7936,7.4153,7.3287,7.3588,7.2719,7.2540,7.4795,7.5374,7.5856,7.3266,7.4903,7.3974,8.0452,7.0101,7.3034,6.9547
sidH,7.3896,6.9781,6.9687,7.6778,7.5467,7.1503,6.0971,6.3734,6.0402,6.2582,6.3266,6.2440,5.8886,6.2008,6.1218,6.9004,6.7934,6.6487,6.5038,6.2869,6.2509,5.8047,5.9584,6.1946,6.6301,6.2097,6.4497,6.4996,6.3718,6.1129,5.9919,5.7678,5.8062,5.8342,6.0305,5.8041,6.4330,6.4734,6.5289,6.7311,6.9955,6.7404,6.6244,6.3178,6.3430,6.7326,7.1344,7.1456,5.8292,5.2648,5.6804,7.6865,7.8880,7.6212,7.0976,7.3307,7.0978,8.0289,8.0502,8.4259,8.2816,8.6097,8.3685,8.0073,7.8301,7.9877,8.2550,8.2774,8.7102,8.5838,8.6853,8.2881,8.5008,8.8018,8.7761,9.5321,9.5495,9.5131,9.5811,10.0139,9.4749,9.0383,9.1371,9.0988,9.2621,8.6240,9.0614,8.9265,8.6644,8.7082,8.8640,8.9239,8.8566,8.9126,8.7394,9.1102,9.2641,9.0921,9.1500,9.7169,9.4591,9.2880,9.0693,9.0076,8.8457,9.6831,9.9328,9.7213,9.9903,9.5906,10.0793,9.7545,9.4186,9.6743,9.4688,9.6139,9.4704,9.1669,9.2796,9.5135,9.7824,9.6765,9.5763,10.1879,9.7460,9.8266,9.8702,9.7552,9.6898,9.9879,9.5751,9.8512,10.3781,10.6688,10.3809,9.6054,9.4862,9.5676,9.9907,9.6571,9.8751,9.4730,9.8189,9.6012,9.3129,9.0284,8.5955,9.8132,10.2083,9.8671,9.5224,9.5946,9.4196,8.9247,9.4939,9.3813,9.6218,9.8381,9.6905,9.6988,9.5444,9.2173,9.8740,9.6535,9.4554,9.3851,9.3871,9.3519,10.4072,9.9347,9.9091,9.1635,9.4491,9.0110,9.7945,9.5038,9.7249,9.6049,9.6123,9.9444
sidI,6.7880,6.5841,6.6138,6.2901,6.4069,6.1130,6.4868,6.7085,6.6802,6.3183,6.4895,6.5337,6.2203,6.9203,6.6319,6.2851,6.6004,6.4073,6.7113,6.2854,6.5441,6.4103,6.1875,6.2074,5.7264,5.5955,5.4821,6.4172,6.4276,6.4218,6.1854,6.4759,6.5075,6.4789,6.6165,6.4023,6.7124,6.3387,6.7454,7.7286,7.1447,7.0983,7.3391,6.9629,6.9647,7.6056,8.2827,8.0568,7.8699,7.9525,8.0577,8.2547,7.8921,7.7389,8.6809,8.5142,8.6573,8.0170,8.4406,8.1025,8.5443,8.1930,8.4527,8.3099,8.5286,8.0407,8.9728,8.9527,8.6450,8.2077,8.4473,8.4417,8.5669,8.5909,8.6998,8.1225,8.1764,8.3018,9.2948,9.5708,9.4083,9.6467,8.8594,9.0453,8.5573,8.7561,8.7817,8.9652,9.3524,8.8647,9.5533,9.4759,9.6806,9.1534,9.4905,9.1887,9.7340,9.5087,9.8893,10.1366,9.9067,9.6640,9.2060,8.9791,9.0278,9.6597,9.6966,9.9566,9.9293,9.7557,9.8066,9.7272,9.8402,9.3433,9.6133,9.1672,9.4111,9.7662,9.4081,9.5502,9.9997,10.4176,10.2131,9.0759,9.0302,9.5290,9.2047,8.8091,9.3068,9.4392,9.6167,9.0833,9.6069,9.1280,9.2736,9.3709,9.1201,9.6709,10.3111,10.0777,10.1509,9.1173,9.1232,8.6880,9.5698,9.6317,9.7079,9.1829,9.4752,9.2881,9.1647,8.9669,9.2129,9.0443,8.7569,8.9079,9.4978,9.0668,9.0439,8.6588,8.9301,8.8931,8.7828,9.3084,9.3877,9.7692,9.9680,9.7453,8.9893,9.2583,9.2578,9.3671,9.3856,9.4234,9.8539,9.5140,9.9207,9.6529,9.7023,9.6239
sidJ,7.4175,7.2603,7.3351,6.9529,7.2167,7.0333,7.1110,6.6919,6.5687,6.5389,6.7863,7.0729,6.4216,6.9418,6.3141,6.6759,6.4922,6.5190,7.1165,7.1116,6.7375,6.6413,6.6396,6.8743,6.8486,6.7493,6.6217,7.0757,7.0231,6.9781,7.2092,6.9979,7.2281,7.6576,7.1341,7.4010,6.7310,6.7863,6.8505,7.7952,7.2177,7.4221,7.5385,7.7298,7.3005,7.8107,7.4712,7.7699,8.0483,7.4849,7.1479,8.6899,8.6115,8.8309,8.8465,9.1219,8.7914,9.0453,8.9693,8.9889,9.1398,9.2158,9.3535,9.5078,9.4808,9.4880,9.2182,8.8803,8.8442,9.5825,9.8365,9.4995,9.0654,8.7223,8.9752,10.0409,9.9984,9.6860,9.9760,9.8256,9.7101,9.9069,9.8384,9.6938,9.6861,9.8569,9.7671,10.3333,10.4768,10.4704,9.4984,9.4158,9.6308,9.8507,9.4977,9.6254,9.3188,9.6927,9.4347,10.5656,10.5536,10.4321,9.0945,8.8873,8.9983,8.5267,8.4343,8.2419,7.6942,7.5949,8.0728,7.7846,7.6435,7.5183,8.2275,8.0264,8.2269,8.1713,8.1346,8.1998,8.2884,8.1375,8.1107,7.9901,8.5899,8.4158,7.8725,8.3063,8.2889,8.5935,8.7034,8.5630,7.9397,8.1930,8.1657,7.7422,7.5789,7.9491,7.6952,7.7563,7.6281,7.6756,7.0524,7.3038,7.8265,8.1685,8.0407,7.6365,7.4162,8.0362,7.9384,7.4983,8.0275,8.2421,8.2643,7.8165,8.0747,8.0808,8.2724,7.8548,7.6442,7.5457,7.5430,7.0587,7.1830,7.9073,7.7422,7.6694,6.9012,7.0909,6.8905,7.2149,7.3645,7.2485,7.4579,7.7860,7.6661,7.8757,7.6468,7.5978
sidK,6.8599,7.0934,7.2919,6.4905,6.3585,6.5359,6.4531,6.8460,6.7766,6.1153,6.3847,6.4127,5.6784,6.2677,6.0474,7.2355,6.6692,6.8682,6.0056,5.8833,6.1218,6.0669,5.8588,6.5487,6.0049,5.5604,5.9206,6.8443,6.5243,6.3757,5.8991,5.9772,5.8514,7.1053,7.0957,7.4206,6.0240,6.5911,6.2366,6.5845,6.4553,6.8004,6.6586,6.9419,6.4077,7.4080,7.2642,7.5809,7.9487,7.8144,7.8553,8.2332,8.3733,7.6314,8.4329,7.8452,8.1014,8.7991,8.6145,8.4310,8.2840,8.4406,8.4180,8.7137,8.2759,8.2749,8.2354,8.4481,8.3310,8.3690,8.0868,7.7200,8.7811,8.7049,8.8786,9.0622,8.9461,9.0501,8.9735,8.9442,8.9448,9.8310,10.1847,9.7844,10.1417,9.9043,9.7892,10.0067,10.0265,10.3959,10.0242,10.0829,10.1174,9.5991,10.0056,9.4815,10.0272,10.1643,10.0180,10.2915,9.9586,10.0937,9.6190,9.9239,9.8869,10.4039,10.6004,10.4297,10.3342,10.6286,10.6279,9.5500,9.6921,9.5405,9.7400,9.6220,10.0882,9.1229,9.3020,9.4349,9.0615,9.3049,9.1651,9.6730,9.6690,9.9206,9.7079,10.5910,10.0906,10.2411,10.1196,10.0487,10.1044,10.0167,10.0767,9.7003,9.6221,10.1427,9.5465,9.5731,9.5551,9.6867,9.5266,9.4945,9.1370,9.4663,9.2458,9.0789,9.4017,9.2458,9.8154,10.4005,10.0886,9.5856,9.2888,9.1807,10.2022,10.0260,10.1415,10.0233,10.2448,9.8585,9.5639,9.7379,9.6214,10.1287,10.2024,10.0774,9.7057,10.1616,10.2372,9.3858,9.9688,9.6732,9.8927,9.9378,10.1732,10.1443,10.0251,10.3226
