,X,Y,Z
"94,129",3.02232,0.379247,4.23214
"94,131",3.52839,0.220332,4.06042
"94,133",2.77006,0.252056,4.25633
"97,1",-1.71186,6.03228,-8.15198
"97,3",-1.99701,6.18651,-8.17238
"97,5",-2.13823,5.55294,-7.9319
"97,7",-1.0961,6.0331,-6.46877
"97,9",-1.5552,5.89425,-7.3459
"97,11",-1.23898,5.95109,-6.33044
"97,13",-1.14429,5.9708,-6.28639
"97,15",-0.0842538,-5.5555,3.13594
"97,17",0.530495,-1.62653,5.37896
"97,19",0.554581,-1.7368,5.82331
"97,21",1.05199,-5.24613,3.31569
"97,23",0.0300724,-5.60556,3.13447
"97,25",-0.103998,-5.21384,3.54004
"97,27",0.387781,-5.44755,3.47508
"97,29",0.611835,-5.72344,3.61283
"97,31",0.271525,-5.18315,3.03247
"97,33",-0.226671,-5.39929,3.51886
"97,35",-0.191607,-5.48042,3.67924
"97,37",-0.121272,-5.43407,3.73882
"97,39",2.82974,-3.9301,4.34147
"97,41",2.69984,-4.16318,4.31174
"97,43",2.90007,-3.91687,4.49367
"97,45",2.46515,-4.17245,4.18396
"97,47",0.172343,-5.37793,3.88219
"97,49",0.0526721,-4.11313,4.22955
"97,51",0.368394,-1.45078,5.38918
"97,53",-0.081422,-2.07897,5.50457
"97,55",0.0178339,-4.52353,4.12637
"97,57",0.646695,-5.14091,3.28803
"97,59",0.652109,-4.90936,3.16076
"97,61",2.92399,-0.226692,4.3294
"97,63",2.44906,-0.516916,4.71966
"97,65",2.53274,-0.47495,4.56542
"97,67",2.84951,-0.27437,4.42329
"97,69",-0.305502,-4.88695,3.27477
"97,71",3.56314,0.163138,4.15227
"97,73",-0.268301,-4.93575,3.41901
"97,75",0.147336,-5.18599,3.41521
"97,77",0.383455,-5.3299,3.54599
"97,79",0.117761,-5.24872,3.58263
"97,81",0.157445,-4.9455,3.53825
"97,83",0.00358144,-4.94636,3.33151
"97,85",3.34743,-0.263787,4.09004
"97,87",2.91462,-0.223345,4.46723
"97,89",2.26789,-0.590439,4.54027
"97,91",2.91866,-0.105615,4.38483
"97,93",3.33882,0.030037,4.52703
"97,95",1.85054,-0.160392,4.5377
"97,97",3.4964,0.353277,3.94167
"97,99",3.48942,0.296144,4.04261
"97,101",3.36776,-0.453607,3.94541
"97,103",-0.047282,-4.48197,3.45082
"97,105",3.3821,-0.46003,4.01854
"97,107",2.58783,-0.518582,4.35848
"97,109",2.52586,-0.488583,4.52858
"97,111",2.08795,-0.451584,4.74195
"97,113",1.77126,-0.437819,4.66178
"97,115",3.18758,0.373967,4.08241
"97,117",3.11537,0.321057,4.24591
"97,119",-0.963923,5.9395,-7.76658
"97,121",-0.202287,-5.84547,3.03143
"97,123",3.48428,0.33386,4.05113
"97,125",2.54534,-0.198773,4.47006
"97,127",3.00744,0.434136,4.12517
"97,129",-1.85398,5.78615,-7.27133
"97,131",3.32315,0.403729,4.05511
"97,133",3.30954,0.48346,4.01224
"100,1",-1.17667,5.94579,-7.94638
"100,3",-1.93671,6.05046,-8.2215
"100,5",-1.12053,5.75002,-8.17777
"100,7",-1.16204,5.93071,-6.41038
"100,9",-1.20826,5.88123,-7.78287
"100,11",-1.24923,5.96843,-6.35993
"100,13",-1.25233,5.96117,-6.35769
"100,15",-0.131783,-5.27718,3.721
"100,17",0.944215,-2.21535,5.53677
"100,19",0.156925,-2.22875,5.1681
"100,21",0.112892,-4.76353,3.73125
"100,23",0.819775,-1.91886,5.40251
"100,25",0.277711,-2.11137,5.41482
"100,27",0.348548,-1.92362,5.74161
"100,29",0.43295,-5.42442,3.39415
"100,31",0.0514613,-1.84955,5.8075
"100,33",0.444185,-5.49759,3.65186
"100,35",0.239125,-1.92699,5.71408
"100,37",0.105633,-4.87006,3.81356
"100,39",2.83502,-4.01616,4.43817
"100,41",2.69667,-4.13534,4.31548
"100,43",-0.298159,-5.45083,3.77981
"100,45",0.0184118,-1.80272,5.65246
"100,47",-0.0557829,-2.49933,5.24964
"100,49",1.19972,-2.55982,5.24671
"100,51",0.132514,-5.477,3.99833
"100,53",2.13699,-4.68917,3.78946
"100,55",2.42382,-4.40117,4.05555
"100,57",1.02251,-2.4795,5.41691
"100,59",3.57181,-0.338783,4.15554
"100,61",0.153478,-1.64851,5.04333
"100,63",1.89105,-0.594136,4.5667
"100,65",0.0246138,-4.48572,3.41011
"100,67",0.924688,-5.05377,3.21357
"100,69",-0.19223,-5.30692,3.73559
"100,71",0.360722,-1.49485,5.28136
"100,73",2.6941,-3.77262,4.39924
"100,75",0.411769,-1.96524,5.48355
"100,77",0.963566,-1.8114,5.41724
"100,79",0.700056,-1.39799,5.17857
"100,81",1.46306,-1.45278,5.22798
"100,83",0.101336,-5.19438,3.66883
"100,85",2.93913,-0.215061,4.46013
"100,87",3.44371,-0.0838213,4.28062
"100,89",3.28396,-0.137833,4.42748
"100,91",3.20207,-0.106462,4.41651
"100,93",3.43101,-0.210457,4.1762
"100,95",3.54744,-0.0892085,4.11561
"100,97",3.40475,-0.059922,4.29752
"100,99",2.89875,-0.270979,4.36293
"100,101",2.88933,-0.153318,4.46411
"100,103",3.20329,-0.270517,4.28588
"100,105",2.40242,-0.360898,4.52859
"100,107",3.09378,-0.343329,4.22782
"100,109",2.59591,-0.389173,4.53581
"100,111",3.5068,0.10401,4.06367
"100,113",2.58186,-0.285427,4.63809
"100,115",3.16658,0.692011,3.93605
"100,117",-0.673253,5.91425,-7.65354
"100,119",-0.623118,5.88141,-7.65616
"100,121",3.13966,0.71026,3.9191
"100,123",3.3433,0.417948,4.03382
"100,125",2.17525,-0.0672665,4.47815
"100,127",3.0872,0.361705,4.15164
"100,129",2.07485,-0.109525,4.54426
"100,131",2.64599,-0.245367,4.49112
"100,133",3.22861,-0.0354867,4.27356
"103,1",-1.93736,5.76656,-8.13523
"103,3",-1.8519,5.56471,-8.19371
"103,5",-1.49022,5.82849,-7.02857
"103,7",-1.44708,5.83594,-6.98093
"103,9",-1.28839,5.96144,-6.37708
"103,11",-1.57134,5.90535,-6.69562
"103,13",-0.972348,5.96869,-6.20749
"103,15",0.344375,-1.79822,5.8624
"103,17",0.789678,-1.85522,5.75673
"103,19",0.556937,-1.91825,5.90964
"103,21",0.979681,-4.98354,3.80529
"103,23",2.81989,-3.88765,4.3627
"103,25",0.327581,-1.71252,5.54554
"103,27",1.31229,-2.36449,5.51573
"103,29",-0.111885,-5.1317,3.7906
"103,31",0.346692,-5.61704,3.77752
"103,33",0.162661,-1.92092,5.65981
"103,35",0.824852,-2.02974,5.45296
"103,37",2.55183,-3.73381,4.39081
"103,39",3.04192,-3.90063,4.29007
"103,41",0.552875,-5.68694,3.46127
"103,43",2.52251,-4.07032,4.31759
"103,45",0.132567,-2.22474,5.12824
"103,47",-0.0204684,-4.42954,4.23072
"103,49",2.68326,-3.93116,4.22166
"103,51",2.6203,-3.86739,4.36919
"103,53",1.12397,-5.27018,3.47138
"103,55",0.836519,-5.25516,3.62367
"103,57",2.05466,-4.56801,3.95393
"103,59",2.96618,-3.66335,4.55525
"103,61",0.159909,-1.50877,5.52389
"103,63",0.707633,-1.66337,5.52917
"103,65",0.867822,-1.42705,5.26109
"103,67",2.83322,-3.77469,4.46765
"103,69",0.0961463,-1.45191,5.45365
"103,71",0.130742,-1.85133,5.4529
"103,73",0.0854629,-1.90171,6.005
"103,75",0.401817,-1.35222,5.3551
"103,77",0.913044,-1.96509,5.37007
"103,79",0.830725,-1.54203,5.71752
"103,81",0.281447,-1.80462,5.34161
"103,83",0.369476,-1.76691,5.27198
"103,85",-0.0298406,-1.99072,5.38504
"103,87",2.71332,-3.55538,4.19365
"103,89",0.897834,-5.15569,3.54098
"103,91",0.629697,-4.94146,3.47905
"103,93",-0.0486125,-5.17999,3.13102
"103,95",3.37174,0.00069423,4.24897
"103,97",2.51266,-0.348225,4.53747
"103,99",2.39085,-0.291047,4.79283
"103,101",2.84731,-0.169775,4.63095
"103,103",3.4344,-0.128951,4.32292
"103,105",2.28275,-0.49021,4.76857
"103,107",2.49932,-0.433263,4.55122
"103,109",2.13436,-0.152137,4.72439
"103,111",2.73426,-0.204185,4.49766
"103,113",3.17523,0.669957,3.96436
"103,115",-0.711563,5.94723,-7.64935
"103,117",-1.92096,6.18616,-7.82062
"103,119",3.17105,0.75367,3.90676
"103,121",3.18746,0.741253,3.91108
"103,123",1.81008,-0.267631,4.60785
"103,125",3.29707,0.158872,4.37486
"103,127",2.1474,-0.327426,4.60597
"103,129",3.3868,0.0401937,4.19518
"103,131",3.23487,-0.0105878,4.1877
"103,133",3.03377,-0.146117,4.43469
"106,1",-1.44938,5.92533,-7.77569
"106,3",-1.84768,5.50203,-7.87898
"106,5",-1.06263,6.05176,-6.44258
"106,7",-1.19903,5.9584,-6.3284
"106,9",-1.49131,5.85725,-6.61826
"106,11",-1.25655,5.91573,-6.2943
"106,13",0.65504,-1.70332,5.82115
"106,15",0.39205,-1.82881,5.72597
"106,17",0.962317,-2.00583,5.54154
"106,19",2.8712,-3.99624,4.36558
"106,21",2.90741,-4.05822,4.11189
"106,23",-0.0640458,-4.85157,3.8718
"106,25",-0.0479535,-1.59584,5.75454
"106,27",0.285013,-1.57409,5.3518
"106,29",0.347068,-1.81997,5.37673
"106,31",2.21963,-4.33088,4.02827
"106,33",1.10519,-2.28589,5.44975
"106,35",0.850114,-1.92872,5.34065
"106,37",-0.215587,-2.07579,5.43022
"106,39",0.611773,-1.80436,5.63274
"106,41",-0.118935,-2.14116,5.29054
"106,43",-0.0201139,-2.14843,5.4088
"106,45",0.536315,-1.90218,5.54422
"106,47",0.122688,-1.51245,5.65216
"106,49",0.297151,-5.07291,3.73123
"106,51",2.42971,-4.34593,3.96024
"106,53",0.301882,-5.84364,3.34916
"106,55",1.63908,-4.88744,3.73094
"106,57",0.685133,-5.28355,3.76165
"106,59",0.0118947,-1.84007,5.66068
"106,61",-0.111217,-1.69804,5.41921
"106,63",0.211657,-2.10856,5.66805
"106,65",0.117008,-1.83084,5.90198
"106,67",0.253431,-1.75559,5.70837
"106,69",0.292791,-1.5267,5.66987
"106,71",0.273167,-2.09437,5.50112
"106,73",-0.0500235,-4.6542,4.03555
"106,75",-0.0770143,-1.7037,5.33157
"106,77",2.89108,-3.89353,4.31343
"106,79",0.830024,-5.27034,3.59674
"106,81",0.203253,-1.54257,5.48571
"106,83",3.0473,-4.0878,4.4983
"106,85",0.462893,-4.78327,3.90263
"106,87",2.89495,-3.98061,4.29934
"106,89",2.85697,-4.05763,4.34415
"106,91",0.214679,-5.47466,3.33035
"106,93",0.234977,-5.71066,3.71893
"106,95",-0.26472,-5.23915,3.48265
"106,97",2.07653,-0.402751,4.68782
"106,99",2.07293,-0.228962,4.52187
"106,101",2.22455,-0.368286,4.68215
"106,103",2.17628,-0.22326,4.62674
"106,105",2.30855,-0.370095,4.53795
"106,107",3.29486,0.273912,4.1671
"106,109",3.16202,0.659806,3.96735
"106,111",-1.87239,5.81229,-7.43794
"106,113",-0.725959,5.91766,-7.68348
"106,115",3.44551,0.30383,4.05393
"106,117",2.66501,-0.215347,4.45542
"106,119",3.07177,0.377894,4.20422
"106,121",2.00476,-0.229861,4.67397
"106,123",3.50266,-0.00846122,4.15452
"106,125",3.2765,0.0308558,4.38015
"106,127",2.72487,-0.249683,4.48158
"106,129",3.55309,-0.150551,4.17069
"106,131",3.5319,-0.226477,4.13039
"106,133",3.53767,-0.0892674,4.27055
"109,1",-1.68235,5.69808,-7.85066
"109,3",-1.8268,5.69005,-7.7682
"109,5",-1.49314,5.95937,-7.00763
"109,7",-1.23641,5.95992,-6.33244
"109,9",-1.34352,5.85342,-6.24832
"109,11",-0.774299,5.8325,-7.83242
"109,13",0.123771,-1.8088,5.88888
"109,15",0.0678019,-1.95225,5.21732
"109,17",0.254901,-1.69274,5.31247
"109,19",1.64897,-4.76588,3.59307
"109,21",1.70096,-4.63532,3.93369
"109,23",-0.108149,-5.76432,3.43384
"109,25",0.119761,-2.36524,5.18322
"109,27",0.0513905,-1.72844,5.32555
"109,29",1.14515,-2.42138,5.62859
"109,31",1.3609,-2.44534,5.33942
"109,33",0.736725,-2.07739,5.46032
"109,35",2.17955,-4.50441,3.98606
"109,37",1.71137,-4.59119,3.93707
"109,39",-0.176651,-5.58918,3.81295
"109,41",-0.322788,-5.01324,3.55811
"109,43",0.939635,-1.72119,5.5816
"109,45",0.113708,-4.32509,4.19493
"109,47",0.293838,-5.53894,3.3878
"109,49",0.90905,-5.31236,3.51011
"109,51",0.730098,-5.78616,3.61544
"109,53",2.00659,-4.57046,3.99876
"109,55",2.46212,-3.98679,4.31823
"109,57",0.28284,-1.7153,5.17186
"109,59",2.89325,-3.70688,4.37404
"109,61",2.92928,-3.16172,4.44345
"109,63",1.92635,-0.736044,4.37345
"109,65",-0.207423,-5.09083,3.39067
"109,67",1.58791,-1.75287,5.18704
"109,69",3.3559,-0.730742,3.93643
"109,71",0.25986,-5.02795,3.25698
"109,73",0.919956,-2.40583,5.16091
"109,75",0.0474935,-2.43605,5.47305
"109,77",0.891767,-5.38556,3.36864
"109,79",0.417473,-4.87761,3.34425
"109,81",0.00535163,-4.71662,4.07061
"109,83",0.758547,-4.30853,4.33346
"109,85",-0.0403704,-5.36478,3.64876
"109,87",2.71138,-4.19552,4.41458
"109,89",0.0821401,-5.23692,3.90936
"109,91",0.281341,-5.0457,3.58092
"109,93",1.29673,-5.17442,3.6348
"109,95",-0.0457021,-5.23159,3.49099
"109,97",-0.103159,-4.30372,3.59445
"109,99",3.10296,-0.334085,4.2889
"109,101",3.33581,0.133363,4.22784
"109,103",3.45609,0.101075,4.15009
"109,105",3.20945,0.244998,4.17656
"109,107",1.93322,-0.120829,4.58473
"109,109",1.78092,-0.498787,4.64623
"109,111",1.72721,-0.334014,4.60511
"109,113",3.17382,0.596865,3.99419
"109,115",3.27868,0.311089,4.20617
"109,117",3.30781,0.0400279,4.35149
"109,119",3.53099,0.228555,4.14672
"109,121",3.26077,0.189993,4.08988
"109,123",3.02702,-0.190429,4.39671
"109,125",2.97486,-0.210742,4.46737
"109,127",3.00038,-0.184668,4.46673
"109,129",3.33964,-0.133305,4.38859
"109,131",3.31007,-0.242213,4.35511
"109,133",3.36226,-0.423458,4.07241
"112,1",-2.35974,5.13437,-8.36994
"112,3",-1.731,5.95692,-7.9403
"112,5",-5.13784,4.34744,-7.35421
"112,7",-5.19113,4.3035,-7.50711
"112,9",-1.17796,5.96681,-6.2236
"112,11",-0.278975,-5.6893,3.03509
"112,13",1.01031,-2.12026,5.42492
"112,15",0.0100717,-1.85204,5.61279
"112,17",0.763558,-1.90562,5.43341
"112,19",-0.0509589,-4.71105,3.95409
"112,21",0.256063,-5.27995,3.53261
"112,23",0.17844,-5.02113,4.05039
"112,25",-0.119956,-4.30008,4.18448
"112,27",2.34972,-4.314,4.15442
"112,29",1.03505,-2.40507,5.37596
"112,31",-0.085953,-2.49503,5.07582
"112,33",0.271914,-1.86592,5.0508
"112,35",0.186959,-1.38126,5.73569
"112,37",0.0794593,-5.14376,3.88636
"112,39",0.252213,-4.94931,3.32464
"112,41",2.77531,-3.94445,4.43718
"112,43",-0.020097,-4.66065,4.03219
"112,45",0.397159,-1.82156,5.17448
"112,47",0.45168,-5.44509,3.77025
"112,49",2.80484,-4.16114,4.07462
"112,51",0.55375,-1.56872,5.2818
"112,53",0.260685,-5.42705,3.95791
"112,55",0.945252,-5.28727,3.41902
"112,57",0.506509,-1.73057,4.85604
"112,59",0.193399,-5.34477,3.29612
"112,61",1.81388,-0.756011,4.37829
"112,63",1.84449,-0.67236,4.36801
"112,65",2.94683,-0.249038,4.38986
"112,67",3.34262,-0.646837,3.95836
"112,69",-0.0459466,-5.00986,3.1897
"112,71",0.0631526,-4.83386,3.4146
"112,73",-0.00829702,-5.15181,3.68115
"112,75",0.0447473,-1.89305,5.5642
"112,77",2.15821,-4.34458,4.0704
"112,79",0.931533,-5.19291,3.46491
"112,81",2.9947,-3.90958,4.28788
"112,83",2.17946,-4.7219,3.80887
"112,85",2.689,-4.1791,4.13736
"112,87",2.72726,-4.05657,4.36099
"112,89",2.76437,-3.98207,4.34213
"112,91",3.03034,-3.86691,4.42207
"112,93",2.74161,-4.03196,4.46173
"112,95",2.54445,-4.14528,4.17774
"112,97",-0.153749,-4.22531,4.13106
"112,99",-0.203254,-4.93872,3.19331
"112,101",3.47295,0.00394249,4.2993
"112,103",3.24451,-0.108472,4.42166
"112,105",2.44609,-0.243175,4.42281
"112,107",3.19217,0.616471,3.98879
"112,109",1.84323,-0.409766,4.62828
"112,111",2.0313,-0.257297,4.65339
"112,113",1.84262,-0.362304,4.58854
"112,115",2.10551,-0.151455,4.65963
"112,117",3.27514,-0.0288976,4.26114
"112,119",2.14733,-0.185983,4.59849
"112,121",2.26295,-0.329046,4.61268
"112,123",3.2958,0.130026,4.28584
"112,125",3.24778,-0.103095,4.41318
"112,127",3.38183,-0.014268,4.25614
"112,129",3.23566,-0.170167,4.37955
"112,131",2.79538,-0.186071,4.57234
"112,133",2.05534,-0.4563,4.53105
"115,1",-4.18428,4.56798,-7.87521
"115,3",-1.44877,5.46107,-8.22926
"115,5",-5.08804,4.34931,-7.33671
"115,7",-5.21404,4.22164,-7.47461
"115,9",-1.20429,5.97907,-6.47634
"115,11",-0.118211,-5.56129,3.18718
"115,13",1.15377,-2.26819,5.56023
"115,15",0.647058,-1.56895,5.9488
"115,17",0.433298,-1.79962,5.36027
"115,19",0.502951,-2.35318,5.64995
"115,21",0.32524,-5.17705,3.66906
"115,23",-0.144174,-5.13705,3.87
"115,25",1.37327,-5.00981,3.58045
"115,27",0.316084,-5.55388,3.72255
"115,29",1.21381,-2.36589,5.51534
"115,31",2.60325,-4.17844,4.2066
"115,33",-0.225866,-5.3579,3.81421
"115,35",0.0282925,-1.85629,5.23412
"115,37",2.36508,-4.36657,4.06474
"115,39",1.87852,-4.79637,3.77227
"115,41",2.06248,-4.62694,3.86873
"115,43",0.320428,-5.37662,3.55274
"115,45",2.89749,-4.0635,4.18585
"115,47",0.305662,-5.28559,3.79362
"115,49",0.943973,-5.13486,3.49831
"115,51",2.27601,-4.48344,4.05118
"115,53",2.00105,-4.48164,4.00615
"115,55",-0.0952718,-4.00566,4.07662
"115,57",0.470655,-4.78433,3.41863
"115,59",2.27732,-0.382935,4.54081
"115,61",1.93024,-0.460052,4.58639
"115,63",1.90222,-0.218439,4.57456
"115,65",2.148,-0.116415,4.46123
"115,67",2.21256,-0.362489,4.60117
"115,69",3.24321,-0.160317,4.3558
"115,71",2.73761,-0.437793,4.36898
"115,73",1.54899,-1.35298,5.03181
"115,75",0.66456,-1.57933,5.29013
"115,77",2.72904,-3.98256,4.26709
"115,79",1.16818,-5.12066,3.65588
"115,81",0.494288,-5.17834,3.57279
"115,83",2.9662,-3.91417,4.27316
"115,85",2.99043,-3.98622,4.42475
"115,87",2.72971,-4.04029,4.22924
"115,89",0.452153,-2.05827,5.28059
"115,91",0.469388,-1.86782,5.91218
"115,93",2.79619,-3.42403,4.54729
"115,95",0.215688,-1.50045,5.84466
"115,97",0.212538,-1.33541,5.35929
"115,99",0.161163,-5.39183,3.65278
"115,101",2.42554,-0.432856,4.55033
"115,103",1.9997,-0.348213,4.62358
"115,105",3.15633,0.195882,4.27216
"115,107",1.94457,-0.293575,4.5747
"115,109",3.32128,-0.0875598,4.2393
"115,111",3.38623,-0.549963,4.0042
"115,113",3.54829,-0.360692,3.98593
"115,115",2.83484,-0.37721,4.33521
"115,117",3.2932,-0.339198,4.15548
"115,119",0.427565,-4.48564,3.33959
"115,121",1.83093,-0.676346,4.51817
"115,123",3.38531,-0.354914,3.98175
"115,125",2.65902,-0.0282896,4.4924
"115,127",3.53455,0.262009,4.03373
"115,129",3.30601,-0.0834507,4.41689
"115,131",2.80507,-0.410368,4.47171
"115,133",3.483,-0.0732642,4.06361
"118,1",-1.09214,5.81625,-8.07603
"118,3",-4.81846,4.62199,-7.75449
"118,5",-1.14001,5.95479,-6.21426
"118,7",-1.24696,6.00595,-6.24672
"118,9",-1.20073,5.97455,-6.25372
"118,11",-0.014421,-5.55076,3.42877
"118,13",0.11551,-1.64368,5.67096
"118,15",0.427542,-1.6359,5.46738
"118,17",0.452982,-1.60405,5.32387
"118,19",2.17485,-4.56494,3.94021
"118,21",0.380424,-1.61949,5.70486
"118,23",1.1782,-4.82752,3.89915
"118,25",0.21978,-5.51495,3.52328
"118,27",0.0578176,-5.10924,3.97078
"118,29",2.25956,-4.45816,4.03249
"118,31",0.404903,-4.96047,3.34849
"118,33",-0.159076,-5.53317,3.73114
"118,35",0.588981,-1.96958,5.58696
"118,37",0.406822,-5.19022,3.19684
"118,39",0.563274,-5.51297,3.38001
"118,41",0.521272,-5.34729,3.60084
"118,43",-0.0091676,-2.9766,4.80154
"118,45",3.00081,-4.07647,4.18995
"118,47",0.226855,-5.5769,3.6466
"118,49",0.0583498,-2.41983,5.03642
"118,51",0.757632,-5.18625,3.63101
"118,53",1.51907,-2.84487,5.07824
"118,55",1.20059,-4.98793,3.38721
"118,57",3.34616,-0.196429,4.35102
"118,59",3.46999,-0.00261112,4.40102
"118,61",3.14916,-0.197523,4.34759
"118,63",2.76132,-0.264459,4.48289
"118,65",2.42153,-0.0785645,4.5295
"118,67",3.11774,0.0775016,4.09745
"118,69",3.40656,-0.0609304,4.23554
"118,71",3.17513,-0.682077,3.96708
"118,73",1.10286,-1.53857,5.27646
"118,75",3.50947,-0.277485,4.26449
"118,77",1.07986,-1.76081,5.26509
"118,79",2.97832,-3.78063,4.51278
"118,81",2.93629,-3.89954,4.39641
"118,83",0.555237,-2.00106,5.19411
"118,85",0.367539,-1.95633,5.77322
"118,87",0.505313,-1.56441,5.55748
"118,89",0.73472,-1.76528,5.46783
"118,91",0.835937,-1.785,5.59451
"118,93",-0.0304983,-1.62031,5.58391
"118,95",1.17393,-1.75158,5.4033
"118,97",3.53829,-0.299548,4.01477
"118,99",-0.0665434,-5.11166,3.30319
"118,101",3.43958,0.228824,4.28737
"118,103",2.52624,0.0807159,4.42561
"118,105",1.91701,-0.152231,4.52219
"118,107",3.10613,-0.0921461,4.32166
"118,109",1.90997,-0.752879,4.20946
"118,111",-0.263364,-5.51612,3.57097
"118,113",3.47029,-0.42307,3.96642
"118,115",0.224377,-4.86434,3.36916
"118,117",-0.187317,-5.09372,3.53971
"118,119",0.228717,-5.51003,3.80505
"118,121",0.0963628,-5.20876,3.21322
"118,123",0.334503,-5.22446,3.29931
"118,125",-0.0046751,-5.41577,3.67942
"118,127",3.58475,0.0747589,4.08104
"118,129",2.28176,-0.331692,4.59428
"118,131",2.01867,-0.391562,4.59338
"118,133",2.72936,-0.223266,4.58934
"121,1",-1.43495,6.02978,-7.74079
"121,3",-1.22718,5.89691,-6.30306
"121,5",-1.15297,5.97467,-6.3347
"121,7",-1.15861,5.97738,-6.26767
"121,9",-1.14762,5.95356,-6.30997
"121,11",0.338548,-4.88247,3.88081
"121,13",0.331491,-1.57562,5.53579
"121,15",2.37019,-3.32955,4.78904
"121,17",1.99618,-4.72515,3.85912
"121,19",1.37057,-5.06464,3.5697
"121,21",0.17045,-1.32355,5.54864
"121,23",2.85409,-3.83314,4.64286
"121,25",-0.171371,-4.65141,3.86689
"121,27",-0.0460691,-5.22958,3.82858
"121,29",0.182879,-5.53471,3.58777
"121,31",2.48344,-4.36937,4.10937
"121,33",0.457509,-5.64702,3.25721
"121,35",0.486663,-5.62128,3.28353
"121,37",-0.0728185,-5.19995,3.66088
"121,39",1.85985,-4.78611,3.81047
"121,41",0.815047,-4.99307,3.59634
"121,43",0.872304,-5.34519,3.5819
"121,45",0.609509,-5.33275,3.48157
"121,47",0.0261328,-5.40982,3.42039
"121,49",0.00442511,-1.82588,5.66278
"121,51",-0.156451,-2.39468,5.1451
"121,53",1.10363,-2.24108,5.2296
"121,55",0.596375,-5.03371,3.62933
"121,57",2.43154,-0.468165,4.64936
"121,59",2.76147,-0.266945,4.46672
"121,61",2.66364,-0.216164,4.50475
"121,63",2.7642,-0.203544,4.5949
"121,65",2.77948,-0.162472,4.4053
"121,67",2.59575,-0.284286,4.44781
"121,69",2.88659,-0.378589,4.32593
"121,71",1.8598,-0.748358,4.35786
"121,73",-0.177875,-5.05637,3.27089
"121,75",0.31617,-1.40708,5.3629
"121,77",0.483509,-1.58155,5.91296
"121,79",2.97833,-4.00845,4.25223
"121,81",0.284427,-1.98333,5.62726
"121,83",0.0749452,-1.93456,5.08951
"121,85",-0.0386076,-1.36588,5.83883
"121,87",2.83,-3.47441,4.53289
"121,89",1.87884,-1.53825,5.14578
"121,91",1.74485,-0.62313,4.48711
"121,93",2.01793,-0.782307,4.6842
"121,95",1.38463,-1.07276,5.01455
"121,97",1.03686,-4.8261,3.30676
"121,99",3.51168,-0.0774494,4.38223
"121,101",3.158,0.182982,4.25834
"121,103",3.17568,0.295525,4.21888
"121,105",3.54435,0.11283,4.26265
"121,107",2.60021,-0.418679,4.47808
"121,109",-0.380613,-5.28975,3.39734
"121,111",0.365253,-5.27656,3.81398
"121,113",-0.114636,-5.43305,3.65983
"121,115",1.9347,-4.73628,3.84273
"121,117",0.666869,-5.38169,3.64467
"121,119",2.67437,-4.36203,3.97822
"121,121",0.0434125,-4.76807,3.66919
"121,123",-0.220592,-5.0002,3.53272
"121,125",-0.0773884,-4.17895,4.00223
"121,127",3.17311,-0.281707,4.37038
"121,129",3.17695,-0.125405,4.23928
"121,131",3.19691,-0.477607,4.14724
"121,133",3.05481,-0.308863,4.46828
"124,1",-1.98738,6.00119,-8.07205
"124,3",-1.31345,5.91653,-6.84783
"124,5",-1.30212,6.01712,-6.77289
"124,7",-1.19615,5.96634,-6.32296
"124,9",-1.24204,6.01131,-6.30137
"124,11",0.194047,-1.54337,5.25875
"124,13",0.00319167,-1.33871,5.68284
"124,15",1.31631,-2.52842,5.29194
"124,17",0.970189,-2.03222,5.60204
"124,19",0.552785,-5.37458,3.71103
"124,21",-0.0347013,-5.29859,4.02186
"124,23",0.357008,-5.38969,3.93429
"124,25",-0.0107456,-4.06617,4.34728
"124,27",0.101088,-5.01828,3.58756
"124,29",-0.0528266,-4.80469,3.95972
"124,31",0.592737,-5.29881,3.81332
"124,33",-0.303329,-5.23701,3.692
"124,35",0.228724,-5.59086,3.39936
"124,37",0.462056,-1.67369,5.26524
"124,39",0.554496,-5.2736,3.15532
"124,41",0.147855,-5.56613,3.6046
"124,43",0.0606992,-5.53741,3.2971
"124,45",0.877174,-5.23976,3.30079
"124,47",0.0424904,-2.36942,5.11636
"124,49",-0.13708,-2.47689,5.17341
"124,51",-0.097117,-5.12403,3.57656
"124,53",-0.111569,-2.24233,5.08974
"124,55",0.0723721,-5.50712,3.98574
"124,57",0.567835,-5.1599,3.2102
"124,59",3.49937,-0.0837302,4.2835
"124,61",3.55867,-0.0869642,4.24916
"124,63",3.27006,0.00211398,4.43777
"124,65",2.75945,0.112375,4.32311
"124,67",2.16616,-0.223515,4.55165
"124,69",2.21911,-0.235476,4.72069
"124,71",0.0549543,-4.37791,3.35896
"124,73",0.326898,-4.99425,3.28539
"124,75",0.0950353,-1.53611,5.56492
"124,77",0.371732,-2.1039,5.73275
"124,79",2.93055,-4.0159,4.33067
"124,81",2.46456,-4.32365,4.10128
"124,83",1.12258,-5.01455,3.31937
"124,85",0.617327,-4.81659,3.21374
"124,87",3.38706,-0.0244784,4.36453
"124,89",2.0323,-0.771113,4.25571
"124,91",1.76588,-0.367451,4.53771
"124,93",2.63364,-0.474392,4.23973
"124,95",3.28286,-0.345655,4.16778
