A0CIB0	1.A.17.1.13
Q74GA7	3.D.1.5.1
Q74I61	3.A.1.29.1
Q74I62	3.A.1.29.1
Q74I63	3.A.1.29.1
Q75UR0	1.A.17.1.2
Q75V13	3.A.1.124.3
Q75V14	3.A.1.124.3
Q75V15	3.A.1.124.3
Q761V0	2.A.22.2.6
Q76CA2	1.C.38.1.5
Q76EJ3	2.A.7.15.1
Q76LB2	2.A.85.2.5
Q78AW6	1.C.46.2.1
Q797E3	2.A.1.2.25
Q79AD1	2.C.1.1.2
Q79CI9	3.A.1.23.1
Q79CJ0	3.A.1.23.1
Q79CJ1	3.A.1.23.1
Q79F92	3.A.24.1.1
Q79F93	3.A.24.1.1
Q79FV6	9.B.96.1.1
Q79MP5	2.A.6.2.31
Q79VC7	2.A.1.21.2
Q79VC8	1.B.34.1.1
Q79VD1	2.A.79.1.1
Q79VD7	3.D.4.4.2
Q79VE0	2.A.15.1.2
Q79VF1	1.A.11.1.3
Q7A2B0	3.A.1.114.1
Q7A2H0	3.A.1.4.6
Q7A3E6	3.A.3.5.19
Q7A3X3	3.A.1.122.4
Q7A5M0	2.A.1.3.23
Q7A651	3.A.1.14.17
Q7A652	3.A.1.14.17
Q7A7X2	3.A.1.122.4
Q7AUQ4	3.A.1.122.3
Q7B1W8	2.A.109.1.1
Q7B9Z6	9.B.67.4.1
Q7BCK4	1.B.12.1.2
Q7BFA4	3.A.6.1.1
Q7BFA7	3.A.6.1.1
Q7BSC0	1.B.36.1.1
Q7BSH3	3.A.1.2.9
Q7BSH4	3.A.1.2.9
Q7BSH5	3.A.1.2.9
Q7BSW5	1.B.12.4.3
Q7BVH7	1.C.36.5.1
Q7BVV5	3.A.7.14.1
Q7BW13	3.A.1.16.2
Q7CGN6	1.B.14.9.3
Q7CHJ4	1.B.40.1.3
Q7CHJ5	1.B.40.1.4
Q7CMB1	3.A.7.13.1
Q7CMF7	3.A.7.13.1
Q7CMG5	3.A.7.13.1
Q7CMG6	3.A.7.13.1
Q7CMG7	3.A.7.13.1
Q7CMG9	3.A.7.13.1
Q7CMH0	3.A.7.13.1
Q7CMH3	3.A.7.13.1
Q7CQ74	3.A.1.5.24
Q7D911	3.A.1.125.2
Q7DJM1	3.A.7.10.1
Q7DJM3	3.A.7.10.1
Q7DJM4	3.A.7.10.1
Q7GB25	3.A.1.208.21
Q7K0L7	2.A.29.16.2
Q7KSQ0	2.A.29.7.4
Q7KUF9	2.A.1.65.1
Q7KVW5	1.A.1.16.3
Q7MDK6	1.C.57.3.4
Q7MV19	9.A.8.1.6
Q7MVL1	9.A.8.1.5
Q7N6X0	1.C.39.4.1
Q7NDN8	1.A.9.8.1
Q7NP59	3.E.1.6.3
Q7PMK5	1.A.3.1.3
Q7RTP0	2.A.7.25.1
Q7RTT9	2.A.57.1.5
Q7RTX7	1.A.1.19.1
Q7RWT8	2.A.7.25.6
Q7RWU3	3.D.1.6.2
Q7RZ09	3.D.1.6.2
Q7S1I2	3.D.1.6.2
Q7SIF3	5.A.3.6.1
Q7SIF4	5.A.3.6.1
Q7T1G6	1.A.4.7.1
Q7T1K6	8.B.9.1.2
Q7T384	2.A.21.5.4
Q7TNV9	1.C.85.1.4
Q7U2U7	3.A.3.24.1
Q7VSQ4	1.B.14.2.8
Q7VSQ6	3.A.1.14.20
Q7VSX9	3.A.7.3.1
Q7VW14	2.A.1.2.27
Q7W024	3.A.1.14.20
Q7W025	3.A.1.14.20
Q7W0C9	1.B.12.9.2
Q7W0Q7	2.A.1.46.1
Q7W286	1.B.54.1.5
Q7WMZ5	5.A.3.10.1
Q7WMZ6	5.A.3.10.1
Q7WMZ7	5.A.3.10.1
Q7WTM8	9.A.41.1.1
Q7WTY6	3.A.1.7.2
Q7WTY7	3.A.1.7.2
Q7WTY8	3.A.1.7.2
Q7WWQ6	3.A.1.1.20
Q7WWQ8	3.A.1.1.20
Q7WWQ9	3.A.1.1.20
Q7WWR0	3.A.1.1.20
Q7WY60	2.A.63.1.4
Q7X4L6	2.A.1.6.8
Q7Y051	3.A.3.5.12
Q7Y5E2	1.A.44.1.1
Q7YQJ7	2.A.1.14.15
Q7YUC8	9.B.61.1.1
Q7YUD6	2.A.20.2.5
Q7Z020	1.A.4.6.2
Q7Z2W7	1.A.4.5.7
Q7Z3S7	8.A.18.3.2
Q7Z412	3.A.20.1.1
Q7Z4L0	3.D.4.11.1
Q7Z4N2	1.A.4.5.2
Q7Z8R3	2.A.40.7.1
Q7Z8U9	1.C.4.4.3
Q800F1	1.C.52.1.14
Q800R2	1.C.52.1.9
Q800R3	1.C.52.1.10
Q80T22	2.A.1.7.4
Q80UJ1	2.A.1.19.16
Q80W99	1.A.1.19.3
Q80XL8	1.A.1.5.4
Q80ZH4	1.A.5.2.2
Q815P0	1.C.12.1.3
Q819S9	2.A.45.3.1
Q81HW2	1.A.1.21.1
Q81JL2	9.B.33.1.1
Q81WB0	3.A.7.13.1
Q81WE1	9.A.4.2.1
Q82VI7	1.B.14.1.10
Q82ZC5	4.A.6.1.8
Q82ZC6	4.A.6.1.8
Q82ZC7	4.A.6.1.8
Q82ZC8	4.A.6.1.8
Q830I1	1.E.24.1.2
Q830K3	3.A.1.26.7
Q830Z1	3.A.3.25.3
Q835V4	3.A.3.23.2
Q837U1	4.B.1.1.6
Q838N7	2.A.35.1.3
Q838P8	2.A.35.2.5
Q839D3	3.A.1.26.7
Q839D4	3.A.1.26.7
Q839D5	3.A.1.26.7
Q83EK8	1.B.43.1.1
Q83N16	2.A.1.46.2
Q83TS1	1.C.31.1.3
Q83XH0	9.B.325.1.1
Q83XH1	9.B.325.1.1
Q83Y57	2.A.1.61.1
Q841V4	1.C.31.1.2
Q842J1	2.A.12.1.3
Q84568	1.A.1.12.1
Q845L9	2.A.1.45.1
Q84GI9	2.A.6.2.31
Q84K56	3.D.1.6.4
Q84MD9	3.D.1.6.3
Q84TI7	2.A.38.3.2
Q84UC7	2.A.29.8.6
Q84W12	3.D.1.6.3
Q84WE9	2.A.18.2.6
Q868M7	1.C.96.1.1
Q869W7	2.A.7.10.3
Q86DE0	3.A.3.3.5
Q86DE1	2.A.29.11.5
Q86G79	2.A.18.6.9
Q86GI9	1.A.1.2.8
Q86GJ0	1.A.1.2.8
Q86IV5	1.C.35.4.1
Q86JM7	1.A.7.2.1
Q86LR2	1.C.4.4.1
Q86MB6	2.A.57.2.5
Q86UD5	2.A.36.2.2
Q86UW1	2.A.82.1.2
Q86UW2	2.A.82.1.2
Q86VD7	2.A.29.12.2
Q86VL8	2.A.66.1.20
Q86VW1	2.A.1.19.12
Q86YT5	2.A.47.1.9
Q874I3	2.A.41.2.7
Q874K8	2.A.49.1.3
Q875B9	3.D.1.6.2
Q87KV8	2.A.36.6.3
Q87M69	1.A.35.4.2
Q87N04	2.A.34.1.2
Q87SJ8	2.A.6.2.26
Q87WH3	3.A.1.12.10
Q87WH4	3.A.1.12.10
Q87WH5	3.A.1.12.10
Q88CP1	3.A.3.6.12
Q88NY2	3.A.1.3.19
Q88NY3	3.A.1.3.19
Q88NY4	3.A.1.3.19
Q88NY5	3.A.1.3.19
Q88RG3	3.A.1.109.3
Q88RT4	2.A.6.1.5
Q88RT5	2.A.6.1.5
Q88RT6	2.A.6.1.5
Q88RT8	3.A.3.6.11
Q88YZ7	2.A.1.47.1
Q89SS6	2.A.1.42.2
Q8BFU8	2.A.1.14.23
Q8BH10	1.A.52.1.3
Q8BHK3	2.A.18.8.2
Q8BL03	2.A.29.8.5
Q8BLA8	1.A.4.6.1
Q8BQU6	1.A.24.2.1
Q8BU91	2.A.53.2.10
Q8BVN3	1.A.1.19.3
Q8BWA7	2.A.22.3.7
Q8BY89	2.A.92.1.2
Q8BZH0	2.A.5.4.9
Q8CE47	2.A.1.28.2
Q8CFI0	8.A.30.1.1
Q8CFZ5	2.A.1.19.14
Q8CVM4	1.B.11.3.5
Q8CWM9	3.A.11.1.2
Q8CX23	1.C.70.1.1
Q8DL41	3.A.3.32.8
Q8DNB9	3.A.1.142.1
Q8DNC0	3.A.1.142.1
Q8DQ40	3.A.11.1.2
Q8DQ41	3.A.11.1.2
Q8DQ76	3.A.1.134.4
Q8DQ77	3.A.1.134.4
Q8DS05	4.A.1.1.11
Q8DS96	9.A.38.1.1
Q8DT25	3.A.1.1.27
Q8DT26	3.A.1.1.27
Q8DT27	3.A.1.1.27
Q8DT28	3.A.1.1.27
Q8DU36	3.A.1.2.12
Q8DU37	3.A.1.2.12
Q8DU38	3.A.1.2.12
Q8DUC7	2.A.11.1.3
Q8DWE7	4.A.2.1.8
Q8E8S0	5.B.5.1.1
Q8EBL0	2.A.1.7.8
Q8EDN0	4.B.1.1.4
Q8EEC4	2.A.2.6.3
Q8EG33	5.B.5.1.1
Q8EG34	5.B.5.1.1
Q8EG35	5.B.5.1.1
Q8EG39	2.A.8.1.6
Q8EHH6	9.A.5.1.1
Q8EHX2	2.A.35.1.5
Q8EI43	2.A.35.2.2
Q8EII1	2.A.25.1.4
Q8EJD3	2.A.59.1.3
Q8F285	2.A.111.1.1
Q8FC73	4.A.2.1.9
Q8FCM4	4.A.5.1.4
Q8FCM5	4.A.5.1.4
Q8FCM6	4.A.5.1.4
Q8FDB7	2.A.1.14.14
Q8G3X1	2.A.1.1.42
Q8G6E7	3.A.1.31.1
Q8G6E8	3.A.1.31.1
Q8G6E9	3.A.1.31.1
Q8G7R7	3.A.1.106.3
Q8GAI5	2.A.7.1.8
Q8GAI6	2.A.7.1.8
Q8GBT6	4.A.1.1.5
Q8GBT7	4.A.1.1.5
Q8GBT8	4.A.1.1.5
Q8GC82	2.A.6.2.19
Q8GC83	2.A.6.2.19
Q8GC84	2.A.6.2.19
Q8GCZ9	3.A.7.15.1
Q8GD02	3.A.7.15.1
Q8GD13	1.B.1.1.9
Q8GGK3	4.A.1.2.5
Q8GKS5	1.B.12.9.1
Q8GKU1	2.A.6.2.4
Q8GRA7	2.A.1.39.1
Q8GRB0	3.A.1.14.8
Q8GRB1	3.A.1.14.8
Q8GRB2	3.A.1.14.8
Q8GRB3	3.A.1.14.8
Q8GXE6	1.A.1.4.8
Q8GXJ4	1.A.10.1.10
Q8GXZ6	3.D.1.6.3
Q8H6H0	2.A.1.9.5
Q8HXG5	3.D.1.6.1
Q8HXG6	3.D.1.6.1
Q8I0L5	8.B.8.1.2
Q8I8G6	2.A.31.2.7
Q8IDZ0	1.A.47.3.1
Q8IFY7	1.A.9.4.2
Q8IUH5	8.A.114.1.1
Q8IVM8	2.A.1.19.18
Q8IWA4	1.N.6.1.2
Q8IWT1	8.A.17.2.2
Q8IYB3	3.A.18.1.1
Q8IZF0	1.A.1.11.15
Q8IZS8	8.A.18.3.1
Q8J0U9	2.A.1.1.58
Q8J0V1	2.A.1.1.57
Q8J266	2.A.3.10.17
Q8J305	2.A.95.1.4
Q8JFD6	1.A.24.1.4
Q8JI39	8.B.9.1.1
Q8K0H1	2.A.66.1.18
Q8K142	2.A.53.2.8
Q8K273	1.A.67.1.1
Q8K4D3	2.A.18.8.1
Q8K4S3	2.A.2.4.4
Q8K8K7	3.A.1.24.3
Q8K8K8	3.A.1.24.3
Q8K8K9	3.A.1.24.3
Q8KN17	3.A.1.1.33
Q8KN18	3.A.1.1.33
Q8KN19	3.A.1.1.33
Q8KQR1	9.A.39.1.4
Q8KRT4	1.C.80.1.1
Q8KTM3	1.C.57.3.2
Q8KWW6	1.B.6.1.4
Q8KYN8	3.A.7.13.1
Q8KYN9	3.A.7.13.1
Q8KYP0	3.A.7.13.1
Q8KYP9	3.A.7.13.1
Q8KYQ0	3.A.7.13.1
Q8KZQ6	3.A.1.17.2
Q8L122	3.A.1.1.19
Q8L124	3.A.1.1.19
Q8L125	3.A.1.1.19
Q8L126	3.A.1.1.19
Q8L158	3.A.3.6.5
Q8L1C6	3.A.7.14.1
Q8L1C7	3.A.7.14.1
Q8L1C8	3.A.7.14.1
Q8L1C9	3.A.7.14.1
Q8L1D0	3.A.7.14.1
Q8L1D1	3.A.7.14.1
Q8L1H6	1.A.1.14.2
Q8L3C2	4.A.3.2.5
Q8L3C3	4.A.3.2.5
Q8L3C4	4.A.3.2.5
Q8L3K8	2.A.81.1.1
Q8L3S7	3.D.1.6.3
Q8L4R0	3.A.1.27.2
Q8L6Z8	2.A.1.1.45
Q8LAI1	1.A.8.12.6
Q8LBL1	1.A.1.7.3
Q8LBP4	2.A.9.2.1
Q8LG88	2.A.47.1.6
Q8LGE7	3.D.1.6.3
Q8LL16	2.A.108.1.6
Q8N130	2.A.58.1.3
Q8N370	2.A.1.44.2
Q8N695	2.A.21.5.3
Q8N6F1	1.H.1.1.5
Q8N7P3	1.H.1.1.3
Q8N8Q9	2.A.7.25.2
Q8NBQ7	1.A.8.4.1
Q8NBS3	2.A.31.4.1
Q8NEC5	1.A.1.19.1
Q8NET8	1.A.4.2.9
Q8NEW0	2.A.4.4.5
Q8NEY4	3.A.2.2.4
Q8NFF2	2.A.19.4.5
Q8NFU1	1.A.46.1.2
Q8NJ22	2.A.1.1.33
Q8NKC4	2.A.3.10.18
Q8NKD5	1.A.11.3.3
Q8NL90	2.A.1.1.54
Q8NMD6	4.A.1.2.12
Q8NNK2	3.D.4.4.2
Q8NNK3	3.D.4.4.2
Q8NRB5	2.A.1.2.24
Q8NRL8	2.A.22.4.3
Q8NRL9	2.A.22.4.3
Q8NRS3	1.B.41.1.1
Q8NRS4	1.B.41.1.2
Q8NRV7	3.A.1.4.5
Q8NRV8	3.A.1.4.5
Q8NRV9	3.A.1.4.5
Q8NRW0	3.A.1.4.5
Q8NRW1	3.A.1.4.5
Q8NS49	2.A.21.7.3
Q8NSN1	3.A.1.24.4
Q8NSN2	3.A.1.24.4
Q8NSN3	3.A.1.24.4
Q8NTP7	2.A.78.1.2
Q8NTP8	2.A.78.1.2
Q8NTX0	2.A.1.1.53
Q8NU75	4.B.1.1.5
Q8NVK5	9.B.46.1.1
Q8PU59	3.D.9.1.1
Q8PXG8	2.A.47.6.1
Q8PYW4	2.A.7.26.6
Q8PYZ7	3.A.10.2.4
Q8Q040	3.A.1.12.11
Q8Q041	3.A.1.12.11
Q8Q042	3.A.1.12.11
Q8Q043	3.A.1.12.11
Q8QFQ4	1.C.52.1.7
Q8QN67	1.A.1.12.3
Q8R173	8.A.114.1.3
Q8R3L0	1.A.67.1.2
Q8R3Z5	8.A.22.1.1
Q8R4F0	1.A.5.3.2
Q8R4H8	2.A.36.1.4
Q8R6Q4	3.A.1.141.2
Q8R6Q5	3.A.1.141.2
Q8R6Q6	3.A.1.141.2
Q8R8B3	3.A.7.13.1
Q8R9L8	3.A.1.33.1
Q8R9L9	3.A.1.33.1
Q8R9M1	3.A.1.33.1
Q8REB9	3.A.3.32.4
Q8REZ2	2.A.56.1.13
Q8RFA1	2.A.8.1.13
Q8RHM5	2.A.22.5.2
Q8RJU8	3.A.1.1.18
Q8RJU9	3.A.1.1.18
Q8RJV0	3.A.1.1.18
Q8RKC0	3.A.1.122.3
Q8RKC1	3.A.1.122.3
Q8RMA7	3.A.7.9.1
Q8RMB7	3.A.1.106.7
Q8RME0	3.A.1.126.1
Q8RME1	3.A.1.126.1
Q8RMY6	3.A.7.8.1
Q8RMY7	3.A.7.8.1
Q8RMY8	3.A.7.8.1
Q8RMY9	3.A.7.8.1
Q8RPR1	3.A.1.12.7
Q8RTE3	2.A.6.2.22
Q8RTE4	2.A.6.2.22
Q8RTE5	2.A.6.2.22
Q8RWA5	2.A.29.10.10
Q8RWA7	3.D.1.6.3
Q8S403	2.A.94.1.1
Q8SF04	2.A.29.2.6
Q8SKU2	3.A.9.1.1
Q8SRA2	2.A.12.1.10
Q8ST07	3.A.1.207.3
Q8SUF9	2.A.12.1.11
Q8SUG0	2.A.12.1.12
Q8SUG7	2.A.12.1.13
Q8T0S9	2.A.23.2.4
Q8T0Z4	1.C.86.1.1
Q8T5Z7	3.A.1.211.7
Q8T8P0	2.A.19.4.3
Q8TAT6	3.A.16.1.1
Q8TB61	2.A.7.11.3
Q8TD43	1.A.4.5.4
Q8TE54	2.A.53.2.6
Q8TF08	3.D.4.11.1
Q8TFA7	2.A.29.1.4
Q8TJZ4	3.A.3.6.16
Q8TM30	3.A.1.122.6
Q8TM31	3.A.1.122.6
Q8TN67	2.A.3.6.2
Q8TS76	2.A.7.18.3
Q8TUC6	2.A.3.5.2
Q8TZP9	3.A.1.1.16
Q8TZQ0	3.A.1.1.16
Q8TZQ3	3.A.1.1.16
Q8U0Z4	3.D.1.4.1
Q8U0Z5	3.D.1.4.1
Q8U0Z6	3.D.1.4.1
Q8U0Z7	3.D.1.4.1
Q8U0Z8	3.D.1.4.1
Q8U0Z9	3.D.1.4.1
Q8U100	3.D.1.4.1
Q8U101	3.D.1.4.1
Q8U102	3.D.1.4.1
Q8U103	3.D.1.4.1
Q8U104	3.D.1.4.1
Q8U105	3.D.1.4.1
Q8U106	3.D.1.4.1
Q8U107	3.D.1.4.1
Q8U1J4	3.A.1.5.6
Q8U1J5	3.A.1.5.6
Q8U1J6	3.A.1.5.6
Q8U1J7	3.A.1.5.6
Q8U1J8	3.A.1.5.6
Q8U4K3	3.A.1.6.5
Q8U4K4	3.A.1.6.5
Q8U4K5	3.A.1.6.5
Q8U4S3	3.A.1.12.9
Q8U4S4	3.A.1.12.9
Q8U4S5	3.A.1.12.9
Q8UVG4	2.A.60.1.13
Q8UZK5	3.A.16.1.1
Q8VHW4	8.A.16.2.4
Q8VIE6	2.A.3.8.14
Q8VM83	3.A.1.4.3
Q8VM84	3.A.1.4.3
Q8VM85	3.A.1.4.3
Q8VM88	2.A.21.4.1
Q8VPB1	2.A.56.1.11
Q8VPB2	2.A.56.1.11
Q8VPB3	2.A.56.1.11
Q8VPE6	3.A.3.5.16
Q8VS41	2.A.24.2.5
Q8VUH1	3.A.1.134.2
Q8VUH2	3.A.1.134.2
Q8VX27	1.A.1.4.3
Q8VYR7	2.A.31.3.1
Q8VZ80	2.A.1.1.34
Q8VZR6	2.A.1.1.66
Q8W037	1.A.8.12.4
Q8W4E7	2.A.100.1.2
Q8WPZ6	1.A.8.9.13
Q8WS32	1.A.9.3.3
Q8WV83	2.A.7.24.6
Q8WVF1	9.B.68.1.1
Q8WWX8	2.A.21.3.6
Q8WXS5	8.A.16.2.6
Q8WYK0	4.C.3.1.2
Q8X0V6	3.D.1.6.2
Q8X0Z3	3.A.1.205.6
Q8XAN8	1.B.20.1.4
Q8XB73	5.B.7.1.1
Q8XC86	1.C.36.1.1
Q8XE58	3.A.1.107.3
Q8XEV7	2.A.1.7.5
Q8XGV9	3.A.1.28.1
Q8XPT2	1.C.65.1.2
Q8XRF4	1.C.65.1.3
Q8XSC6	2.A.113.1.3
Q8Y5K1	1.A.1.17.2
Q8YBL6	2.A.108.2.2
Q8YPM7	3.A.1.3.18
Q8YPM8	3.A.1.3.18
Q8YPM9	3.A.1.3.18
Q8YSA2	3.A.1.3.17
Q8YSC4	3.E.1.1.6
Q8YT15	3.A.1.4.6
Q8YT39	3.A.1.114.1
Q8YUK6	2.A.7.3.75
Q8YVY4	3.A.1.4.6
Q8YX86	1.C.12.3.1
Q8YXD0	3.A.1.4.6
Q8YY08	3.A.1.4.6
Q8Z3V7	3.A.1.28.1
Q8Z3V8	3.A.1.28.1
Q8Z3V9	3.A.1.28.1
Q8ZKC0	2.A.3.13.2
Q8ZLD2	2.A.13.1.3
Q8ZNJ8	3.A.1.5.24
Q8ZNJ9	3.A.1.5.24
Q8ZNK0	3.A.1.5.24
Q8ZP50	1.B.39.1.1
Q8ZQ35	2.A.21.3.10
Q8ZR35	2.A.1.38.3
Q8ZRG7	3.A.3.5.20
Q8ZRG8	2.A.6.2.25
Q8ZRG9	2.A.6.2.25
Q8ZRH0	2.A.6.2.25
Q8ZRP7	3.A.1.13.1
Q8ZS90	3.A.3.6.13
Q8ZUJ0	3.A.3.5.25
Q8ZWI8	3.A.10.3.1
Q90YM4	2.A.82.1.1
Q90YM5	2.A.82.1.1
Q90Z35	3.A.1.201.9
Q90ZY0	1.C.62.1.1
Q91UR4	3.A.7.3.1
Q91UR6	3.A.7.3.1
Q91UW6	3.A.7.3.1
Q91UX1	3.A.7.3.1
Q91VE0	4.C.1.1.1
Q91W10	2.A.5.4.8
Q91WN3	2.A.3.8.8
Q91Y77	2.A.1.13.2
Q91ZF1	1.A.2.1.4
Q91ZP6	8.A.30.1.1
Q91ZR5	1.A.1.19.3
Q92339	2.A.1.1.23
Q924X6	9.B.87.1.9
Q92504	2.A.5.4.3
Q926Q9	2.A.1.1.74
Q92736	1.A.3.1.1
Q92887	3.A.1.208.2
Q92911	2.A.21.5.1
Q92968	3.A.20.1.1
Q92LL2	3.A.1.15.9
Q92LL3	3.A.1.15.9
Q92LL4	3.A.1.15.9
Q92LL5	3.A.1.15.9
Q92N35	3.A.1.12.7
Q92N36	3.A.1.12.7
Q92N43	1.B.14.2.7
Q92NE8	3.A.1.5.17
Q92NE9	3.A.1.5.17
Q92NF0	3.A.1.5.17
Q92NF1	3.A.1.5.17
Q92Q38	1.B.17.1.4
Q92R43	1.A.8.12.10
Q92T56	3.A.3.6.14
Q92WK1	3.A.1.2.11
Q92WK2	3.A.1.2.11
Q92WK4	3.A.1.2.11
Q92Z60	3.A.3.25.2
Q93050	3.A.2.2.4
Q93149	1.A.9.1.2
Q931P4	9.A.39.1.2
Q932J9	3.A.7.17.1
Q934C7	9.A.13.1.1
Q934G3	1.B.35.1.1
Q93533	1.A.55.1.3
Q93655	2.A.47.1.7
Q93890	2.A.7.12.4
Q939A4	2.A.1.3.28
Q93A34	3.A.1.12.8
Q93A35	3.A.1.12.8
Q93AT6	2.A.1.3.21
Q93AT9	1.B.14.9.2
Q93DY1	9.B.90.1.1
Q93E02	8.A.3.2.3
Q93E03	8.A.3.2.3
Q93GF4	3.A.1.123.2
Q93HR7	2.A.66.1.7
Q93HU4	2.A.36.7.1
Q93IP6	1.A.11.2.3
Q93K64	2.A.118.1.1
Q93KB7	3.A.1.1.11
Q93KB8	3.A.1.1.11
Q93KB9	3.A.1.1.11
Q93KC0	3.A.1.1.11
Q93KC2	2.A.2.5.1
Q93KD4	3.A.1.6.2
Q93KD5	3.A.1.6.2
Q93KD6	3.A.1.6.2
Q93KS3	3.A.6.1.1
Q93KS4	3.A.6.1.1
Q93KS5	3.A.6.1.1
Q93KS6	3.A.6.1.1
Q93KS7	3.A.6.1.1
Q93KS8	3.A.6.1.1
Q93KS9	3.A.6.1.1
Q93KT0	3.A.6.1.1
Q93KT1	3.A.6.1.1
Q93KT4	3.A.6.1.1
Q93KT5	3.A.6.1.1
Q93KT6	3.A.6.1.1
Q93KT7	3.A.6.1.1
Q93LN0	3.A.1.132.1
Q93LN1	3.A.1.132.1
Q93MD0	1.C.69.1.1
Q93N33	2.A.21.9.2
Q93NF2	3.A.7.11.1
Q93NG7	9.B.75.1.1
Q93NW3	8.A.3.2.2
Q93NW4	8.A.3.2.2
Q93PD0	5.A.3.9.1
Q93PD1	5.A.3.9.1
Q93PD2	5.A.3.9.1
Q93PJ3	1.A.29.1.5
Q93PN3	3.A.1.14.7
Q93PU3	2.A.6.2.11
Q93PU4	2.A.6.2.11
Q93PU5	2.A.6.2.11
Q93PW1	2.A.1.8.11
Q93R25	1.A.30.1.2
Q93SS1	3.A.1.14.19
Q93SS2	3.A.1.14.19
Q93SS3	3.A.1.14.19
Q93SS7	1.B.14.2.6
Q93TH9	1.B.14.6.2
Q93WP2	3.E.1.7.1
Q93YH1	2.A.36.1.5
Q93Z81	2.A.19.2.5
Q940Y5	2.A.69.1.3
Q941R4	2.A.7.13.3
Q941V3	2.A.67.2.5
Q945F0	2.A.66.1.11
Q945M1	3.D.1.6.3
Q94900	1.A.9.4.1
Q94920	1.B.8.1.6
Q94A76	1.A.1.4.4
Q94AG6	2.A.29.18.2
Q94AS9	1.A.1.5.7
Q94AZ2	2.A.1.1.50
Q94FB9	3.A.1.203.5
Q95748	3.D.1.6.3
Q95KV7	3.D.1.6.1
Q95QW4	2.A.4.2.4
Q95T12	1.A.55.1.2
Q95V25	1.A.1.3.3
Q95VZ4	2.A.22.1.5
Q95XC7	2.A.7.24.3
Q95YI5	2.A.7.15.3
Q96247	2.A.18.1.1
Q96325	2.A.49.3.1
Q969S0	2.A.7.10.2
Q96A29	2.A.7.16.1
Q96AA3	2.A.66.3.2
Q96B33	1.H.1.1.4
Q96BD0	2.A.60.1.9
Q96D31	1.A.52.1.1
Q96D96	1.A.51.1.2
Q96DB9	1.A.27.3.1
Q96J66	3.A.1.208.13
Q96KJ9	3.D.4.11.1
Q96KK3	1.A.1.2.7
Q96LB4	3.A.2.2.4
Q96N87	2.A.22.6.4
Q96NT5	2.A.1.50.1
Q96NY7	1.A.12.1.4
Q96P56	1.A.1.19.2
Q96PH1	5.B.1.1.5
Q96QD8	2.A.18.6.5
Q96QE2	2.A.1.1.25
Q96QT4	1.A.4.5.1
Q96QZ0	1.A.25.2.3
Q96RD6	1.A.25.2.2
Q96RD7	1.A.25.2.1
Q96S37	2.A.1.19.11
Q96S66	1.A.36.1.1
Q96T54	1.A.1.9.6
Q96T83	2.A.36.1.3
Q96UY0	1.A.11.3.4
Q973J4	3.A.1.122.10
Q978Z8	3.A.3.5.26
Q979Z2	1.A.1.13.3
Q97JB8	3.A.1.23.2
Q97JB9	3.A.1.23.2
Q97JC0	3.A.1.23.2
Q97JC1	3.A.1.23.2
Q97JK5	3.A.3.2.20
Q97N91	4.A.6.1.9
Q97N92	4.A.6.1.9
Q97N93	4.A.6.1.9
Q97N94	4.A.6.1.9
Q97UF2	3.A.1.1.14
Q97UF3	3.A.1.1.14
Q97UF4	3.A.1.1.14
Q97UF5	3.A.1.1.14
Q97UG3	3.A.1.5.8
Q97UG4	3.A.1.5.8
Q97UG5	3.A.1.5.8
Q97UG7	3.A.1.5.8
Q97UU7	3.A.3.5.13
Q97UY8	3.A.1.1.13
Q97UY9	3.A.1.1.13
Q97UZ0	3.A.1.1.13
Q97UZ1	3.A.1.1.13
Q97VF4	3.A.1.5.9
Q97VF5	3.A.1.5.9
Q97VF6	3.A.1.5.9
Q97VF7	3.A.1.5.9
Q97VF8	3.A.1.5.9
Q97VH4	3.A.3.5.24
Q97ZC0	3.A.1.1.15
Q97ZC1	3.A.1.1.15
Q97ZC2	3.A.1.1.15
Q97ZC3	3.A.1.1.15
Q981D4	1.A.62.3.1
Q98CY5	2.A.99.1.3
Q98GN8	1.A.1.25.1
Q98TZ0	1.A.7.1.4
Q99134	1.C.16.1.5
Q99271	2.A.36.4.1
Q99297	2.A.29.2.5
Q992I4	1.A.41.1.1
Q99385	2.A.19.2.2
Q99572	1.A.7.1.3
Q99624	2.A.18.6.3
Q99726	2.A.4.3.2
Q99758	3.A.1.211.5
Q99808	2.A.57.1.1
Q99NH7	2.A.53.2.5
Q99RY8	3.A.1.14.7
Q99WT8	3.A.7.17.1
Q99WU0	3.A.7.17.1
Q99WU1	3.A.7.17.1
Q99WU2	3.A.7.17.1
Q99WU3	3.A.7.17.1
Q99Z31	2.A.88.5.1
Q99ZY3	3.A.1.34.1
Q99ZY4	3.A.1.34.1
Q99ZY6	3.A.1.34.1
Q9A197	3.A.1.14.14
Q9A198	3.A.1.14.14
Q9A199	3.A.1.14.14
Q9A1H0	3.A.1.3.20
Q9A1H1	3.A.1.3.20
Q9A1K4	3.A.1.135.2
Q9A1K5	3.A.1.135.2
Q9A608	1.B.14.12.1
Q9A612	2.A.2.6.2
Q9A6U9	1.B.33.1.4
Q9A7R7	1.B.33.1.4
Q9A7T5	1.B.33.1.4
Q9A8I8	1.B.33.1.4
Q9AAZ6	1.B.14.12.2
Q9AEL8	3.D.4.4.2
Q9AET6	3.A.5.10.1
