Year,Kingdom,Phylum,Class,Species,Tcode,KEGGId,RefSeq
2018,Bacteria,Actinobacteria,Plantactinospora,Plantactinospora sp. BB1,T05391,plat,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/030/385/GCA_003030385.1_ASM303038v1
2017,Bacteria,Actinobacteria,Plantactinospora,Plantactinospora sp. KBS50,T05048,plk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/795/GCA_002285795.1_ASM228579v1
2018,Bacteria,Actinobacteria,Plantibacter,Plantibacter sp. PA-3-X8,T05731,plap,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/856/975/GCA_003856975.1_ASM385697v1
2018,Bacteria,Actinobacteria,Pontimonas,Pontimonas salivibrio,T05334,psai,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/950/575/GCA_002950575.1_ASM295057v1
2017,Bacteria,Actinobacteria,Prauserella,Prauserella marina,T04988,pmad,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/240/355/GCA_002240355.1_ASM224035v1
2018,Bacteria,Actinobacteria,Propionibacterium,Propionibacterium acidifaciens,T05713,pacd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/798/325/GCA_003798325.1_ASM379832v1
2010,Bacteria,Actinobacteria,Propionibacterium,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,T01252,pfr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/725/GCA_000091725.1_ASM9172v1
2015,Bacteria,Actinobacteria,Propionibacterium,Propionibacterium freudenreichii subsp. freudenreichii DSM 20271,T03860,pfre,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/845/GCA_000940845.1_ASM94084v1
2016,Bacteria,Actinobacteria,Propionibacterium,Propionibacterium sp. oral taxon 193,T04515,prl,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/565/GCA_001717565.1_ASM171756v1
2009,Bacteria,Actinobacteria,Pseudarthrobacter,Pseudarthrobacter chlorophenolicus,T00834,ach,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/025/GCA_000022025.1_ASM2202v1
2011,Bacteria,Actinobacteria,Pseudarthrobacter,Pseudarthrobacter phenanthrenivorans,T01435,apn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/535/GCA_000189535.1_ASM18953v1
2019,Bacteria,Actinobacteria,Pseudarthrobacter,Pseudarthrobacter sp. NIBRBAC000502771,T06121,psni,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/517/215/GCA_006517215.1_ASM651721v1
2016,Bacteria,Actinobacteria,Pseudarthrobacter,Pseudarthrobacter sulfonivorans,T04210,psul,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/605/GCA_001484605.1_ASM148460v1
2011,Bacteria,Actinobacteria,Pseudonocardia,Pseudonocardia dioxanivorans,T01479,pdx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/675/GCA_000196675.1_ASM19667v1
2016,Bacteria,Actinobacteria,Pseudonocardia,Pseudonocardia sp EC080619-01,T04234,pecq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/420/995/GCA_001420995.1_ASM142099v1
2016,Bacteria,Actinobacteria,Pseudonocardia,Pseudonocardia sp. HH130630-07,T04486,phh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/698/125/GCA_001698125.1_ASM169812v1
2015,Bacteria,Actinobacteria,Pseudonocardia,Pseudonocardia sp. AL041005-10,T04051,psea,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/605/GCA_001294605.1_ASM129460v1
2015,Bacteria,Actinobacteria,Pseudonocardia,Pseudonocardia sp. EC080625-04,T04054,psee,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/425/GCA_001294425.1_ASM129442v1
2016,Bacteria,Actinobacteria,Pseudonocardia,Pseudonocardia sp. HH130629-09,T04082,pseh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/294/645/GCA_001294645.1_ASM129464v1
2016,Bacteria,Actinobacteria,Pseudonocardia,Pseudonocardia sp. EC080610-09,T04146,pseq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/420/975/GCA_001420975.1_ASM142097v1
2012,Bacteria,Actinobacteria,Pseudopropionibacterium,Pseudopropionibacterium propionicum,T02180,ppc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/715/GCA_000277715.1_ASM27771v1
2015,Bacteria,Actinobacteria,Psychromicrobium,Psychromicrobium lacuslunae,T03775,ari,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/575/GCA_000950575.1_ASM95057v1
2019,Bacteria,Actinobacteria,Rathayibacter,Rathayibacter iranicus,T05878,ria,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/011/115/GCA_004011115.1_ASM401111v1
2019,Bacteria,Actinobacteria,Rathayibacter,Rathayibacter rathayi,T05845,rry,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/011/095/GCA_004011095.1_ASM401109v1
2016,Bacteria,Actinobacteria,Rathayibacter,Rathayibacter toxicus WAC3373,T04269,rtc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/465/855/GCA_001465855.1_ASM146585v1
2016,Bacteria,Actinobacteria,Rathayibacter,Rathayibacter tritici,T04388,rtn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/641/005/GCA_001641005.1_ASM164100v1
2015,Bacteria,Actinobacteria,Rathayibacter,Rathayibacter toxicus 70137,T03670,rtx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/675/GCA_000875675.1_ASM87567v1
2007,Bacteria,Actinobacteria,Renibacterium,Renibacterium salmoninarum,T00641,rsa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/885/GCA_000018885.1_ASM1888v1
2015,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus aetherivorans,T03876,rav,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/982/715/GCA_000982715.1_ASM98271v1
2019,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus biphenylivorans,T05830,rby,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/288/095/GCA_003288095.1_ASM328809v1
2015,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus erythropolis BG43,T03842,reb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/975/175/GCA_000975175.1_ASM97517v1
2010,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus hoagii,T01352,req,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/695/GCA_000196695.1_ASM19669v1
2009,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus erythropolis PR4,T00881,rer,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/105/GCA_000010105.1_ASM1010v1
2013,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus erythropolis CCM2595,T02806,rey,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/454/045/GCA_000454045.1_ASM45404v1
2016,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus fascians,T04328,rfa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/305/GCA_001620305.1_ASM162030v1
2006,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus jostii,T00382,rha,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/565/GCA_000014565.1_ASM1456v1
2015,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus sp. B7740,T03776,rhb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/954/115/GCA_000954115.1_ASM95411v1
2018,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus sp. 008,T05462,rhod,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/682/295/GCA_001682295.1_ASM168229v1
2018,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus sp. p52,T05434,rhq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/763/325/GCA_000763325.2_ASM76332v2
2017,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus sp. PBTS 2,T05030,rhs,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/005/GCA_001620005.1_ASM162000v1
2017,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus sp. PBTS 1,T05182,rhu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/620/025/GCA_001620025.1_ASM162002v1
2017,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus sp. WMMA185,T04814,rhw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/395/GCA_001767395.1_ASM176739v1
2014,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus opacus PD630,T03071,roa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/545/GCA_000599545.1_ASM59954v1
2009,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus opacus B4,T00882,rop,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/805/GCA_000010805.1_ASM1080v1
2013,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus pyridinivorans,T02974,rpy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/305/GCA_000511305.1_ASM51130v1
2018,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus qingshengii,T05315,rqi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/893/965/GCA_002893965.1_ASM289396v1
2018,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus rhodochrous,T05521,rrt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/265/GCA_900187265.1_52295_G01
2017,Bacteria,Actinobacteria,Rhodococcus,Rhodococcus ruber,T05142,rrz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/741/725/GCA_002741725.1_ASM274172v1
2014,Bacteria,Actinobacteria,Rhodoluna,Rhodoluna lacicola,T03203,rla,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/505/GCA_000699505.1_ASM69950v1
2016,Bacteria,Actinobacteria,Rhodoluna,Candidatus Rhodoluna planktonica,T04564,rpla,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/854/225/GCA_001854225.1_ASM185422v1
2018,Bacteria,Actinobacteria,Rothia,Rothia aeria,T05268,raj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/935/GCA_002355935.1_ASM235593v1
2010,Bacteria,Actinobacteria,Rothia,Rothia dentocariosa,T01343,rdn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/695/GCA_000164695.2_ASM16469v2
2010,Bacteria,Actinobacteria,Rothia,Rothia mucilaginosa,T01144,rmu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/025/GCA_000011025.1_ASM1102v1
2014,Bacteria,Actinobacteria,Rubrobacter,Rubrobacter radiotolerans,T03080,rrd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/661/895/GCA_000661895.1_ASM66189v1
2006,Bacteria,Actinobacteria,Rubrobacter,Rubrobacter xylanophilus,T00368,rxy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/185/GCA_000014185.1_ASM1418v1
2019,Bacteria,Actinobacteria,Saccharomonospora,Saccharomonospora sp. 31sw,T05928,sacc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/519/465/GCA_004519465.1_ASM451946v1
2009,Bacteria,Actinobacteria,Saccharomonospora,Saccharomonospora viridis,T00980,svi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/865/GCA_000023865.1_ASM2386v1
2007,Bacteria,Actinobacteria,Saccharopolyspora,Saccharopolyspora erythraea,T00492,sen,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/062/885/GCA_000062885.1_ASM6288v1
2013,Bacteria,Actinobacteria,Saccharothrix,Saccharothrix espanaensis,T02404,sesp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/705/GCA_000328705.1_ASM32870v1
2019,Bacteria,Actinobacteria,Salilacibacter,Salilacibacter sp. NKC3-5,T06083,sale,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/740/705/GCA_006740705.1_ASM674070v1
2019,Bacteria,Actinobacteria,Salinibacterium,Salinibacterium sp. UTAS2018,T05816,sala,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/118/935/GCA_004118935.1_ASM411893v1
2018,Bacteria,Actinobacteria,Salinibacterium,Salinibacterium sp. CGMCC 1.16371,T05414,salc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/065/485/GCA_003065485.1_ASM306548v1
2007,Bacteria,Actinobacteria,Salinispora,Salinispora arenicola,T00613,saq,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/265/GCA_000018265.1_ASM1826v1
2007,Bacteria,Actinobacteria,Salinispora,Salinispora tropica,T00504,stp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/425/GCA_000016425.1_ASM1642v1
2010,Bacteria,Actinobacteria,Sanguibacter,Sanguibacter keddieii,T01214,ske,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/925/GCA_000024925.1_ASM2492v1
2015,Bacteria,Actinobacteria,Scardovia,Scardovia inopinata,T03977,sij,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/042/695/GCA_001042695.1_ASM104269v1
2015,Bacteria,Actinobacteria,Schaalia,Schaalia meyeri,T04027,amy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/262/055/GCA_001262055.1_ASM126205v1
2019,Bacteria,Actinobacteria,Schaalia,Schaalia odontolytica,T05977,soo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/696/695/GCA_005696695.1_ASM569669v1
2010,Bacteria,Actinobacteria,Segniliparus,Segniliparus rotundus,T01238,srt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/825/GCA_000092825.1_ASM9282v1
2016,Bacteria,Actinobacteria,Serinicoccus,Serinicoccus sp. JLT9,T04436,serj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/415/GCA_001685415.1_ASM168541v1
2016,Bacteria,Actinobacteria,Sinomonas,Sinomonas atrocyanea,T04286,satk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/305/GCA_001577305.1_ASM157730v1
2009,Bacteria,Actinobacteria,Slackia,Slackia heliotrinireducens,T00981,shi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/885/GCA_000023885.1_ASM2388v1
2010,Bacteria,Actinobacteria,Stackebrandtia,Stackebrandtia nassauensis,T01194,sna,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/545/GCA_000024545.1_ASM2454v1
2018,Bacteria,Actinobacteria,Streptacidiphilus,Streptacidiphilus sp. DSM 106435,T05561,stri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/258/605/GCA_003258605.2_ASM325860v2
2019,Bacteria,Actinobacteria,Streptomonospora,Streptomonospora sp. M2,T05863,strr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/735/GCA_004323735.1_ASM432373v1
2013,Bacteria,Actinobacteria,Streptomyces,Streptomyces albidoflavus,T02545,salb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/359/525/GCA_000359525.1_ASM35952v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces alboflavus,T05221,salf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/189/675/GCA_002189675.2_ASM218967v2
2018,Bacteria,Actinobacteria,Streptomyces,Streptomyces albireticuli,T05230,salj,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/455/GCA_002192455.1_ASM219245v1
2015,Bacteria,Actinobacteria,Streptomyces,Streptomyces albulus ZPM,T03896,sall,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/515/GCA_000963515.1_ASM96351v1
2015,Bacteria,Actinobacteria,Streptomyces,Streptomyces albus DSM 41398,T03823,sals,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/005/GCA_000827005.1_ASM82700v1
2014,Bacteria,Actinobacteria,Streptomyces,Streptomyces albulus NK660,T03082,salu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/235/GCA_000695235.1_ASM69523v1
2015,Bacteria,Actinobacteria,Streptomyces,Streptomyces ambofaciens,T04055,samb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/267/885/GCA_001267885.1_ASM126788v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces autolyticus,T04980,sauo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/983/975/GCA_001983975.1_ASM198397v1
2012,Bacteria,Actinobacteria,Streptomyces,Streptomyces bingchenggensis,T01678,sbh,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/092/385/GCA_000092385.1_ASM9238v1
2010,Bacteria,Actinobacteria,Streptomyces,Streptomyces scabiei,T01187,scb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/305/GCA_000091305.1_ASM9130v1
2013,Bacteria,Actinobacteria,Streptomyces,Streptomyces collinus,T02787,sci,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/444/875/GCA_000444875.1_ASM44487v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces clavuligerus,T04717,sclf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/693/675/GCA_001693675.1_ASM169367v1
2002,Bacteria,Actinobacteria,Streptomyces,Streptomyces coelicolor,T00085,sco,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/203/835/GCF_000203835.1_ASM20383v1
2011,Bacteria,Actinobacteria,Streptomyces,Streptomyces cattleya NRRL 8057 = DSM 46488,T01646,sct,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/305/GCA_000237305.1_ASM23730v1
2015,Bacteria,Actinobacteria,Streptomyces,Streptomyces cyaneogriseus,T03687,scw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/931/445/GCA_000931445.1_ASM93144v1
2016,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. CdTB01,T04240,scx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/565/GCA_001484565.1_ASM148456v1
2012,Bacteria,Actinobacteria,Streptomyces,Streptomyces cattleya NRRL 8057 = DSM 46488,T02095,scy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/165/GCA_000240165.1_ASM24016v1
2016,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. CFMR 7,T04074,scz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/095/GCA_001278095.1_ASM127809v1
2013,Bacteria,Actinobacteria,Streptomyces,Streptomyces davaonensis,T02518,sdv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/325/GCA_000349325.1_ASM34932v1
2011,Bacteria,Actinobacteria,Streptomyces,Streptomyces pratensis,T01647,sfa,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/176/115/GCA_000176115.2_ASM17611v2
2013,Bacteria,Actinobacteria,Streptomyces,Streptomyces fulvissimus,T02650,sfi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/945/GCA_000385945.1_ASM38594v1
2018,Bacteria,Actinobacteria,Streptomyces,Streptomyces formicae,T05416,sfk,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/556/545/GCA_002556545.1_ASM255654v1
2016,Bacteria,Actinobacteria,Streptomyces,Streptomyces globisporus,T04209,sgb,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/261/345/GCA_000261345.2_ASM26134v2
2019,Bacteria,Actinobacteria,Streptomyces,Streptomyces griseorubiginosus,T06099,sge,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/595/235/GCA_003595235.1_ASM359523v1
2008,Bacteria,Actinobacteria,Streptomyces,Streptomyces griseus,T00691,sgr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/010/605/GCA_000010605.1_ASM1060v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces griseochromogenes,T04729,sgs,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/542/625/GCA_001542625.2_ASM154262v2
2014,Bacteria,Actinobacteria,Streptomyces,Streptomyces glaucescens,T03327,sgu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/761/215/GCA_000761215.1_ASM76121v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces gilvosporeus,T05165,sgv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/195/GCA_002082195.1_ASM208219v1
2013,Bacteria,Actinobacteria,Streptomyces,Streptomyces hygroscopicus subsp. jinggangensis TL01,T02531,sho,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/845/GCA_000340845.1_ASM34084v1
2012,Bacteria,Actinobacteria,Streptomyces,Streptomyces hygroscopicus subsp. jinggangensis 5008,T02063,shy,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/245/355/GCA_000245355.1_ASM24535v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces laurentii,T05205,slau,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/355/495/GCA_002355495.1_ASM235549v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces lydicus 103,T04699,slc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/729/485/GCA_001729485.1_ASM172948v1
2015,Bacteria,Actinobacteria,Streptomyces,Streptomyces lydicus A02,T03756,sld,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/035/GCA_000952035.2_ASM95203v2
2016,Bacteria,Actinobacteria,Streptomyces,Streptomyces leeuwenhoekii,T04414,sle,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/013/905/GCA_001013905.1_sleC34
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces lincolnensis,T04801,sls,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/685/355/GCA_001685355.1_ASM168535v1
2014,Bacteria,Actinobacteria,Streptomyces,Streptomyces lividans,T03222,slv,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/739/105/GCA_000739105.1_ASM73910v1
2018,Bacteria,Actinobacteria,Streptomyces,Streptomyces lavendulae,T05314,slx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/803/845/GCA_002803845.1_ASM280384v1
2003,Bacteria,Actinobacteria,Streptomyces,Streptomyces avermitilis,T00126,sma,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/765/GCA_000009765.2_ASM976v2
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces malaysiensis,T05189,smal,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/591/335/GCA_002591335.1_ASM259133v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces noursei,T04806,snr,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/704/275/GCA_001704275.1_ASM170427v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces niveus,T04887,snw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/009/175/GCA_002009175.1_ASM200917v1
2019,Bacteria,Actinobacteria,Streptomyces,Streptomyces nigra,T05839,snz,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/074/055/GCA_003074055.1_ASM307405v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces parvulus,T04685,spav,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/045/GCA_001660045.1_ASM166004v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces pluripotens,T04845,splu,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/802/245/GCA_000802245.2_ASM80224v2
2016,Bacteria,Actinobacteria,Streptomyces,Streptomyces pristinaespiralis,T04073,spri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/075/GCA_001278075.1_ASM127807v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces puniciscabiei,T05140,spun,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/735/805/GCA_001735805.1_ASM173580v1
2013,Bacteria,Actinobacteria,Streptomyces,Streptomyces rapamycinicus,T02907,src,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/418/455/GCA_000418455.1_ASM41845v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces rubrolavendulae,T04616,srn,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/750/785/GCA_001750785.1_ASM175078v1
2016,Bacteria,Actinobacteria,Streptomyces,Streptomyces reticuli,T04246,srw,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/511/815/GCA_001511815.1_TUE45
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces alfalfae,T05110,ssia,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/975/025/GCA_001975025.1_ASM197502v1
2011,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. SirexAA-E,T01601,ssx,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/177/195/GCA_000177195.2_ASM17719v2
2015,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. CNQ-509,T03968,strc,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/011/035/GCA_001011035.1_ASM101103v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. CCM_MD2014,T04862,strd,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/045/GCA_000772045.1_ASM77204v1
2015,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. 769,T03587,stre,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/025/GCA_000816025.1_ASM81602v1
2016,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. 4F,T04265,strf,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/705/GCA_001484705.1_ASM148470v1
2015,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. Mg1,T03958,strm,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/265/GCA_000412265.2_ASM41226v2
2018,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. MOE7,T05374,stro,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/335/GCA_002090335.1_ASM209033v1
2013,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. PAMC 26508,T02619,strp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/805/GCA_000364805.1_ASM36480v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces sp. SAT1,T04706,strt,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/654/495/GCA_001654495.1_ASM165449v1
2017,Bacteria,Actinobacteria,Streptomyces,Streptomyces qaidamensis,T04777,stsi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/611/795/GCA_001611795.1_ASM161179v1
