KEGG_Entry,Definition,KO,Length,Sw-Score,Margin,bits,identity,overlap,best(all)
sdz:Asd1617_00421,"Phosphate regulon transcriptional reg",K07657,229,293,33,73,0.381,118,"-> 24"
ses:SARI_02529,"hypothetical protein",K07657,229,293,28,73,0.381,118,"-> 25"
sfe:SFxv_0376,"Phosphate regulon transcriptional regulat",K07657,229,293,34,73,0.381,118,"-> 26"
sfl:SF0336,"transcriptional regulator PhoB",K07657,229,293,34,73,0.381,118,"-> 27"
sfn:SFy_0419,"Phosphate regulon transcriptional regulato",K07657,229,293,34,73,0.381,118,"-> 26"
sfs:SFyv_0454,"Phosphate regulon transcriptional regulat",K07657,229,293,34,73,0.381,118,"-> 26"
sft:NCTC1_00346,"transcriptional regulator PhoB,Phosphat",K07657,229,293,34,73,0.381,118,"-> 28"
sfv:SFV_0364,"positive response regulator for pho regulo",K07657,229,293,34,73,0.381,118,"-> 27"
sfx:S0344,"positive response regulator for pho regulon",K07657,229,293,34,73,0.381,118,"-> 25"
sme:SM_b20357,"histidine kinase",,121,293,6,73,0.378,119,"-> 33"
smel:SM2011_b20357,"Putative two-component response regu",,121,293,6,73,0.378,119,"-> 33"
smk:Sinme_3821,"response regulator receiver protein",,121,293,6,73,0.378,119,"-> 32"
smq:SinmeB_4317,"response regulator receiver protein",,121,293,6,73,0.378,119,"-> 34"
ssj:SSON53_02025,"transcriptional regulator PhoB",K07657,229,293,33,73,0.381,118,"-> 28"
sur:STAUR_5625,"DNA-binding response regulator PhoP1",K07657,226,293,12,73,0.392,120,"-> 143"
tas:TASI_0248,"phosphate regulon transcriptional regulat",K07657,233,293,34,73,0.393,117,"-> 5"
cai:Caci_2798,"response regulator receiver modulated ser",,538,292,11,72,0.364,121,"-> 61"
cko:CKO_02772,"hypothetical protein",K07657,229,292,36,72,0.373,118,"-> 29"
cob:COB47_1098,"two component transcriptional regulator,",,223,292,38,72,0.390,118,"-> 12"
cpf:CPF_0623,"DNA-binding response regulator",K07658,231,292,33,72,0.373,118,"-> 18"
cpr:CPR_0609,"DNA-binding response regulator",K07658,231,292,43,72,0.364,118,"-> 14"
ddh:Desde_2366,"response regulator with CheY-like receiv",,232,292,11,72,0.405,116,"-> 39"
dgg:DGI_0292,"putative two component transcriptional reg",K07657,227,292,18,72,0.361,119,"-> 85"
dmt:DESME_12280,"PhoP family transcriptional regulator",K07658,227,292,10,72,0.385,122,"-> 19"
dol:Dole_1930,"two component transcriptional regulator,",K07657,233,292,30,72,0.373,118,"-> 47"
eau:DI57_13880,"transcriptional regulator PhoB",K07657,229,292,13,72,0.381,118,"-> 29"
ecln:ECNIH4_17785,"transcriptional regulator PhoB",K07657,229,292,33,72,0.381,118,"-> 28"
eec:EcWSU1_00916,"Phosphate regulon transcriptional regu",K07657,229,292,20,72,0.381,118,"-> 27"
efe:EFER_2627,"transcriptional regulator PhoB",K07657,229,292,32,72,0.381,118,"-> 27"
eno:ECENHK_04935,"transcriptional regulator PhoB",K07657,229,292,33,72,0.381,118,"-> 27"
eoc:CE10_0361,"DNA-binding response regulator in two-com",K07657,229,292,32,72,0.381,118,"-> 28"
fri:FraEuI1c_3119,"multi-sensor signal transduction hist",,1389,292,11,72,0.386,114,"-> 55"
lmot:LMOSLCC2540_2534,"two-component response regulator",K07658,236,292,29,72,0.377,122,"-> 13"
lmw:LMOSLCC2755_2507,"two-component response regulator",K07658,236,292,29,72,0.377,122,"-> 13"
lmz:LMOSLCC2482_2505,"two-component response regulator",K07658,236,292,29,72,0.377,122,"-> 13"
lsg:lse_2401,"DNA-binding response regulator",K07658,236,292,29,72,0.377,122,"-> 13"
mre:K649_01130,"winged helix family two component transc",,221,292,16,72,0.385,122,"-> 17"
pde:Pden_4325,"two component transcriptional regulator",K07657,229,292,13,72,0.350,117,"-> 31"
pxy:105395388,"probable transcriptional regulator ycf27",,229,292,34,72,0.381,118,"-> 13"
rli:RLO149_c019140,"phosphate regulon transl protein Pho",K07657,230,292,42,72,0.342,117,"-> 28"
salb:XNR_3997,"Two-component system response regulator A",,228,292,19,72,0.393,117,"-> 40"
sbg:SBG_0353,"phosphate regulon transcriptional regulato",K07657,229,292,32,72,0.381,118,"-> 24"
sbv:N643_01675,"PhoB family transcriptional regulator",K07657,229,292,32,72,0.381,118,"-> 25"
sbz:A464_356,"Phosphate regulon transcriptional regulato",K07657,229,292,32,72,0.381,118,"-> 24"
seb:STM474_0415,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
sec:SC0438,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 26"
sed:SeD_A0435,"phosphate regulon transcriptional regulat",K07657,229,292,31,72,0.381,118,"-> 27"
see:SNSL254_A0441,"transcriptional regulator PhoB",K07657,229,292,30,72,0.381,118,"-> 27"
seeb:SEEB0189_017310,"PhoB family transcriptional regula",K07657,229,292,30,72,0.381,118,"-> 27"
seec:CFSAN002050_08585,"PhoB family transcriptional regu",K07657,229,292,31,72,0.381,118,"-> 31"
seeh:SEEH1578_11415,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
seen:SE451236_08005,"PhoB family transcriptional regulat",K07657,229,292,31,72,0.381,118,"-> 27"
seep:I137_11705,"PhoB family transcriptional regulator",K07657,229,292,31,72,0.381,118,"-> 25"
sef:UMN798_0437,"phosphate regulon transcriptional regul",K07657,229,292,31,72,0.381,118,"-> 27"
sega:SPUCDC_2559,"phosphate regulon transcriptional regu",K07657,229,292,31,72,0.381,118,"-> 24"
seh:SeHA_C0496,"phosphate regulon transcriptional regula",K07657,229,292,31,72,0.381,118,"-> 26"
sei:SPC_0408,"phosphate regulon transcriptional regulato",K07657,229,292,31,72,0.381,118,"-> 26"
sej:STMUK_0403,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
sel:SPUL_2573,"phosphate regulon transcriptional regulat",K07657,229,292,31,72,0.381,118,"-> 24"
sem:STMDT12_C04610,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
sena:AU38_01935,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
senb:BN855_3930,"phosphate regulon transcriptional regul",K07657,229,292,31,72,0.381,118,"-> 26"
send:DT104_04411,"phosphate regulon transcriptional regu",K07657,229,292,31,72,0.381,118,"-> 27"
sene:IA1_02130,"PhoB family transcriptional regulator",K07657,229,292,31,72,0.381,118,"-> 27"
senh:CFSAN002069_06850,"PhoB family transcriptional regu",K07657,229,292,31,72,0.381,118,"-> 28"
seni:CY43_02315,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
senl:IY59_01985,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
senn:SN31241_13960,"Phosphate regulon transcriptional re",K07657,229,292,30,72,0.381,118,"-> 27"
seno:AU37_01930,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
senq:AU40_02150,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
senr:STMDT2_03931,"phosphate regulon transcriptional reg",K07657,229,292,31,72,0.381,118,"-> 26"
sent:TY21A_12515,"transcriptional regulator PhoB",K07657,229,292,28,72,0.381,118,"-> 27"
senv:AU39_01935,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
seo:STM14_0470,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
set:SEN0380,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
setc:CFSAN001921_15050,"PhoB family transcriptional regu",K07657,229,292,31,72,0.381,118,"-> 27"
setu:STU288_12395,"transcriptional regulator PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
sev:STMMW_04671,"phosphate regulon transcriptional regul",K07657,229,292,31,72,0.381,118,"-> 27"
sew:SeSA_A0454,"phosphate regulon transcriptional regula",K07657,229,292,31,72,0.381,118,"-> 27"
sex:STBHUCCB_26100,"Phosphate regulon transcriptional re",K07657,229,292,28,72,0.381,118,"-> 27"
sey:SL1344_0392,"phosphate regulon transcriptional regul",K07657,229,292,31,72,0.381,118,"-> 27"
sfo:Z042_18620,"PhoB family transcriptional regulator",K07657,229,292,32,72,0.381,118,"-> 31"
shb:SU5_01089,"Phosphate regulon regulator PhoB (SphR)",K07657,229,292,31,72,0.381,118,"-> 25"
shy:SHJG_6021,"two-component system response regulator",,231,292,9,72,0.393,117,"-> 47"
sil:SPO1953,"phosphate regulon transcriptional regulator",K07657,229,292,38,72,0.350,117,"-> 22"
sphi:TS85_16570,"PhoB family transcriptional regulator",,243,292,25,72,0.393,117,"-> 41"
spq:SPAB_03192,"hypothetical protein",K07657,229,292,31,72,0.381,118,"-> 27"
sro:Sros_8520,"response regulator receiver protein",,224,292,0,72,0.397,121,"-> 83"
ssm:Spirs_3989,"response regulator receiver protein",,224,292,18,72,0.386,114,"-> 48"
stm:STM0397,"response regulato PhoB",K07657,229,292,31,72,0.381,118,"-> 27"
strc:AA958_22125,"transcriptional regulatory protein Afs",,228,292,14,72,0.385,117,"-> 42"
stt:t2467,"phosphate regulon transcriptional regulatory",K07657,229,292,28,72,0.381,118,"-> 27"
sty:STY0432,"phosphate regulon transcriptional regulator",K07657,229,292,28,72,0.381,118,"-> 27"
sve:SVEN_4574,"putative two-component system response re",,228,292,8,72,0.393,117,"-> 47"
svo:SVI_1150,"phosphate regulon response regulator PhoB",K07657,229,292,22,72,0.345,119,"-> 29"
svt:SVTN_23770,"transcriptional regulatory protein AfsQ1",,231,292,4,72,0.393,117,"-> 53"
tbo:Thebr_0847,"response regulator receiver",K07658,234,292,3,72,0.388,121,"-> 10"
tex:Teth514_1997,"two component transcriptional regulato",K07658,234,292,6,72,0.388,121,"-> 13"
thx:Thet_0940,"two component transcriptional regulator,",K07658,234,292,6,72,0.388,121,"-> 13"
tle:Tlet_0986,"two component transcriptional regulator,",,263,292,14,72,0.373,118,"-> 9"
tni:TVNIR_0891,"Phosphate regulon transcriptional regula",K07657,229,292,20,72,0.395,119,"-> 19"
tpd:Teth39_0825,"two component transcriptional regulator",K07658,234,292,3,72,0.388,121,"-> 10"
twi:Thewi_1591,"two component transcriptional regulator,",K07658,234,292,3,72,0.388,121,"-> 17"
xdo:XDD1_0824,"Phosphate regulon transcriptional regulat",K07657,229,292,38,72,0.390,118,"-> 10"
cce:Ccel_2106,"two component transcriptional regulator,",K07658,238,291,0,72,0.393,117,"-> 22"
csq:CSCA_2860,"two component transcriptional regulator,",K07658,231,291,21,72,0.322,118,"-> 67"
daf:Desaf_0871,"two component transcriptional regulator,",K07657,227,291,32,72,0.371,124,"-> 78"
ddr:Deide_1p00890,"response regulator, CheY",,227,291,32,72,0.367,120,"-> 41"
ebi:EbC_09660,"Response regulator in two-component regul",K07657,229,291,34,72,0.373,118,"-> 25"
ebt:EBL_c29260,"positive response regulator for pho regu",K07657,229,291,36,72,0.398,118,"-> 19"
ecc:c0508,"Phosphate regulon transcriptional Regulatory",K07657,229,291,31,72,0.381,118,"-> 31"
era:ERE_11390,"Response regulators consisting of a CheY-",K07658,222,291,32,72,0.400,120,"-> 20"
esc:Entcl_3420,"two component transcriptional regulator",K07657,229,291,42,72,0.381,118,"-> 28"
fpe:Ferpe_0988,"response regulator with CheY-like receiv",,229,291,10,72,0.373,118,"-> 9"
mah:MEALZ_2995,"phosphate regulon transcriptional regula",K07657,230,291,18,72,0.352,122,"-> 58"
pma:Pro_0194,"Two-component response regulator",,242,291,26,72,0.353,119,"-> 5"
scw:TU94_20525,"transcriptional regulatory protein AfsQ1",,228,291,21,72,0.385,117,"-> 36"
sea:SeAg_B0435,"phosphate regulon transcriptional regula",K07657,229,291,30,72,0.381,118,"-> 27"
senc:SEET0819_08950,"transcriptional regulator PhoB",K07657,229,291,30,72,0.381,118,"-> 29"
senj:CFSAN001992_09200,"transcriptional regulator PhoB",K07657,229,291,30,72,0.381,118,"-> 27"
sens:Q786_01960,"PhoB family transcriptional regulator",K07657,229,291,30,72,0.381,118,"-> 26"
sgu:SGLAU_21140,"Transcriptional regulatory protein AfsQ",,231,291,4,72,0.385,117,"-> 44"
ssn:SSON_0376,"transcriptional regulator PhoB",K07657,229,291,31,72,0.381,118,"-> 28"
tpy:CQ11_04955,"transcriptional regulator",K07670,226,291,29,72,0.398,118,"-> 8"
tpyo:X956_02760,"XRE family transcriptional regulator",K07670,226,291,29,72,0.398,118,"-> 8"
vni:VIBNI_A0405,"Phosphate regulon transcriptional regul",K07657,229,291,36,72,0.381,118,"-> 61"
xne:XNC1_0748,"response regulator in two-component regul",K07657,229,291,38,72,0.381,118,"-> 12"
xnm:XNC2_0737,"response regulator in two-component regul",K07657,229,291,38,72,0.381,118,"-> 12"
ade:Adeh_0411,"two component transcriptional regulator",,230,290,13,72,0.407,118,"-> 77"
amu:Amuc_1110,"two component transcriptional regulator,",K07657,234,290,32,72,0.358,120,"-> 3"
ank:AnaeK_0439,"transcriptional regulator",,230,290,11,72,0.407,118,"-> 81"
ate:Athe_1456,"two component transcriptional regulator,",,223,290,33,72,0.381,118,"-> 13"
bpa:BPP3996,"phosphate regulon transcriptional regulator",K07657,213,290,32,72,0.454,97,"-> 24"
bsb:Bresu_1703,"two component transcriptional regulator",K07657,229,290,20,72,0.393,117,"-> 42"
eam:EAMY_0938,"phosphate regulon transcriptional regulat",K07657,229,290,41,72,0.381,118,"-> 18"
eas:Entas_0895,"two component transcriptional regulator",K07657,229,290,22,72,0.373,118,"-> 24"
eay:EAM_0949,"phosphate regulon two-component response r",K07657,229,290,41,72,0.381,118,"-> 18"
ecla:ECNIH3_04780,"transcriptional regulator PhoB",K07657,229,290,31,72,0.373,118,"-> 23"
eclc:ECR091_04760,"transcriptional regulator PhoB",K07657,229,290,31,72,0.373,118,"-> 25"
ecle:ECNIH2_05640,"transcriptional regulator PhoB",K07657,229,290,31,72,0.373,118,"-> 24"
ecli:ECNIH5_04770,"transcriptional regulator PhoB",K07657,229,290,31,72,0.373,118,"-> 25"
eclo:ENC_23640,"phosphate regulon transcriptional regula",K07657,229,290,31,72,0.373,118,"-> 23"
eclx:LI66_04660,"transcriptional regulator PhoB",K07657,229,290,31,72,0.373,118,"-> 26"
ecly:LI62_05160,"transcriptional regulator PhoB",K07657,229,290,31,72,0.373,118,"-> 26"
eclz:LI64_04850,"transcriptional regulator PhoB",K07657,229,290,28,72,0.373,118,"-> 26"
enl:A3UG_04895,"transcriptional regulator PhoB",K07657,229,290,6,72,0.373,118,"-> 31"
gwc:GWCH70_0170,"two component transcriptional regulator",,232,290,13,72,0.331,118,"-> 15"
jde:Jden_2083,"two component transcriptional regulator,",K07776,237,290,17,72,0.375,120,"-> 10"
mmk:MU9_3276,"Phosphate regulon transcriptional regulato",K07657,229,290,38,72,0.347,118,"-> 19"
pgb:H744_2c3102,"putative DNA-binding response regulator",K07657,229,290,14,72,0.373,118,"-> 33"
ral:Rumal_1539,"two component transcriptional regulator,",,224,290,12,72,0.355,121,"-> 19"
rhi:NGR_c30290,"two component transcriptional regulator",,232,290,2,72,0.392,120,"-> 39"
seg:SG0409,"phosphate regulon transcriptional regulatory",K07657,229,290,29,72,0.381,118,"-> 27"
serr:Ser39006_1671,"two component transcriptional regula",K07657,229,290,22,72,0.373,118,"-> 25"
sfd:USDA257_c25760,"transcriptional regulatory protein O",,232,290,32,72,0.392,120,"-> 44"
smer:DU99_31510,"chemotaxis protein CheY",,121,290,6,72,0.378,119,"-> 34"
src:M271_28925,"transcriptional regulator",,228,290,9,72,0.385,117,"-> 78"
sti:Sthe_0369,"two component transcriptional regulator,",,233,290,26,72,0.358,120,"-> 29"
svl:Strvi_8549,"winged helix family two component transc",,227,290,16,72,0.385,117,"-> 64"
vce:Vch1786_I0227,"DNA-binding response regulator PhoB",K07657,229,290,33,72,0.364,118,"-> 30"
vcf:IR04_09015,"transcriptional regulator PhoB",K07657,229,290,33,72,0.364,118,"-> 30"
vch:VC0719,"DNA-binding response regulator PhoB",K07657,229,290,33,72,0.364,118,"-> 28"
vci:O3Y_03350,"DNA-binding response regulator PhoB",K07657,229,290,33,72,0.364,118,"-> 30"
vcj:VCD_003605,"phosphate regulon transcriptional regula",K07657,229,290,33,72,0.364,118,"-> 30"
vcl:VCLMA_A0636,"Phosphate regulon transcriptional regul",K07657,229,290,33,72,0.364,118,"-> 30"
vcm:VCM66_0677,"DNA-binding response regulator PhoB",K07657,229,290,33,72,0.364,118,"-> 30"
vco:VC0395_A0253,"DNA-binding response regulator PhoB",K07657,229,290,33,72,0.364,118,"-> 30"
vcq:EN18_07005,"transcriptional regulator PhoB",K07657,229,290,33,72,0.364,118,"-> 30"
vcr:VC395_0736,"DNA-binding response regulator PhoB",K07657,229,290,33,72,0.364,118,"-> 30"
vcs:MS6_0536,"phosphate regulon transcriptional regulato",K07657,229,290,33,72,0.364,118,"-> 29"
vcx:VAA049_2973,"phosphate regulon transcriptional regul",K07657,229,290,34,72,0.364,118,"-> 33"
vcz:VAB027_1380,"phosphate regulon transcriptional regul",K07657,229,290,34,72,0.364,118,"-> 30"
acp:A2cp1_0440,"two component transcriptional regulator,",,230,289,11,72,0.407,118,"-> 79"
ali:AZOLI_3004,"two-component response regulator; phosph",K07657,234,289,5,72,0.368,117,"-> 97"
baco:OXB_1057,"DNA-binding response regulator",,223,289,26,72,0.375,120,"-> 25"
btp:D805_1492,"response regulator of two-component syste",K07776,234,289,36,72,0.383,120,"-> 5"
cap:CLDAP_10030,"putative two-component response regulat",K02282,388,289,0,72,0.392,120,"-> 35"
cbac:JI75_00535,"transcriptional regulator",,236,289,27,72,0.367,120,"-> 10"
cbb:CLD_2108,"phosphate regulon DNA-binding response reg",K07658,232,289,24,72,0.333,120,"-> 35"
cki:Calkr_1441,"two component transcriptional regulator,",,223,289,28,72,0.381,118,"-> 14"
clc:Calla_0826,"winged helix family two component transc",,223,289,28,72,0.381,118,"-> 11"
clt:CM240_1942,"Alkaline phosphatase synthesis transcrip",K07658,232,289,15,72,0.331,118,"-> 19"
ctm:Cabther_B0822,"PAS domain-containing protein",,639,289,24,72,0.353,119,"-> 33"
dhy:DESAM_21561,"Transcriptional regulatory protein OmpR",K07659,234,289,4,72,0.395,119,"-> 50"
ent:Ent638_0867,"two component transcriptional regulator",K07657,229,289,36,72,0.364,118,"-> 24"
ert:EUR_08310,"Response regulators consisting of a CheY-",K07658,222,289,30,72,0.400,120,"-> 22"
hel:HELO_4416,"phosphate regulon transcriptional regulat",K07657,229,289,7,72,0.378,119,"-> 26"
lmf:LMOf2365_2474,"DNA-binding response regulator PhoP",K07658,240,289,26,72,0.369,122,"-> 13"
lmg:LMKG_02537,"DNA-binding response regulator PhoP",K07658,240,289,26,72,0.369,122,"-> 14"
lmj:LMOG_02362,"two-component system response regulator",K07658,240,289,26,72,0.369,122,"-> 14"
lmob:BN419_2970,"Alkaline phosphatase synthesis transcri",K07658,240,289,26,72,0.369,122,"-> 14"
lmoe:BN418_2960,"Alkaline phosphatase synthesis transcri",K07658,240,289,26,72,0.369,122,"-> 14"
lmog:BN389_24640,"Alkaline phosphatase synthesis transcr",K07658,248,289,26,72,0.369,122,"-> 13"
lmom:IJ09_12300,"chemotaxis protein CheY",K07658,240,289,26,72,0.369,122,"-> 14"
lms:LMLG_3018,"DNA-binding response regulator PhoP",K07658,240,289,26,72,0.369,122,"-> 14"
lmt:LMRG_01747,"alkaline phosphatase synthesis response",K07658,240,289,20,72,0.369,122,"-> 14"
malg:MALG_01787,"phosphate regulon transcriptional regul",K07657,229,289,45,72,0.350,117,"-> 24"
mhd:Marky_0017,"two component transcriptional regulator,",K07664,222,289,1,72,0.372,121,"-> 10"
paea:R70723_15420,"transcriptional regulator",,228,289,13,72,0.417,120,"-> 83"
paee:R70331_14960,"transcriptional regulator",,228,289,12,72,0.417,120,"-> 69"
ppc:HMPREF9154_0680,"sensory transduction protein RegX3",K07776,225,289,26,72,0.400,120,"-> 23"
slr:L21SP2_0913,"Phosphate regulon transcriptional regul",K07657,233,289,3,72,0.377,122,"-> 30"
ttr:Tter_0789,"response regulator receiver protein",,278,289,12,72,0.345,116,"-> 28"
bll:BLJ_0344,"winged helix family two component transcri",K07776,256,288,33,71,0.392,120,"-> 8"
bln:Blon_0362,"two component transcriptional regulator,",K07776,256,288,33,71,0.392,120,"-> 11"
blon:BLIJ_0369,"two-component response regulator",K07776,256,288,33,71,0.392,120,"-> 10"
blx:GS08_01800,"transcriptional regulator",K07776,234,288,33,71,0.392,120,"-> 7"
cbf:CLI_2590,"phosphate regulon DNA-binding response reg",K07658,232,288,23,71,0.325,120,"-> 35"
cbm:CBF_2582,"putative phosphate regulon DNA-binding res",K07658,232,288,23,71,0.325,120,"-> 33"
