"","genes","counts.sample1","counts.sample2","counts.sample3","counts.treat1","counts.treat2","counts.treat3","logFC","logCPM","F","PValue"
"790","gene_0790",2.551797e+07,2.926088e+07,4.125312e+07,3.446790e+07,4.101590e+07,4.679107e+07, 3.917787e-01, 9.513210,2.333986e+00,4.070646e-01
"791","gene_0791",3.778232e+06,1.117350e+06,1.848995e+06,1.631989e+06,2.028160e+06,2.857318e+06, 8.526557e-03, 5.456607,3.364232e-04,9.857940e-01
"792","gene_0792",7.808607e+08,7.441612e+08,5.669986e+08,3.525811e+08,5.249192e+08,3.802097e+08,-6.728043e-01,13.436571,1.217174e+01,1.133644e-01
"793","gene_0793",5.000787e+08,4.088907e+08,3.239689e+08,1.323800e+08,1.509704e+08,1.312098e+08,-1.506214e+00,12.404918,7.306084e+01,2.226688e-04
"794","gene_0794",1.447500e+07,1.736597e+07,4.090999e+07,2.018905e+07,3.869999e+07,1.535601e+07, 6.616367e-02, 8.948960,1.734492e-02,9.034021e-01
"795","gene_0795",3.130453e+06,4.461694e+06,5.340006e+06,4.218621e+06,2.328436e+06,2.433312e+06,-4.591118e-01, 6.199487,1.083925e+00,3.719814e-01
"796","gene_0796",2.534553e+06,2.836322e+06,2.404191e+06,2.865688e+06,3.681724e+06,1.767869e+06, 1.638066e-01, 5.750756,1.853247e-01,7.201206e-01
"797","gene_0797",1.862308e+06,3.344757e+06,2.413156e+06,4.659876e+06,2.683696e+06,2.504047e+06, 4.454235e-01, 5.880116,1.078875e+00,3.472668e-01
"798","gene_0798",1.022473e+07,3.276650e+06,2.285756e+06,1.724719e+06,2.641178e+06,3.144480e+06,-1.002670e+00, 6.250806,2.952762e+00,1.222265e-01
"799","gene_0799",2.312994e+06,3.890758e+06,1.752181e+06,2.849485e+06,4.591614e+06,4.460086e+06, 6.371468e-01, 6.047183,2.311943e+00,1.987398e-01
"800","gene_0800",4.455544e+06,4.971949e+06,1.642295e+07,2.407343e+06,1.747005e+07,5.090162e+06,-3.735349e-02, 7.410446,2.143215e-03,9.641562e-01
"801","gene_0801",8.906826e+06,1.903140e+06,3.588601e+06,1.005800e+07,1.114899e+07,1.163703e+07, 1.260029e+00, 7.306337,4.813412e+00,6.255690e-02
"802","gene_0802",1.781896e+07,1.450996e+07,1.267797e+07,1.995504e+07,1.529005e+07,1.620898e+07, 2.646058e-01, 8.334077,6.674299e-01,6.813617e-01
"803","gene_0803",5.042787e+06,3.582313e+06,2.053239e+06,2.227077e+06,3.251784e+06,1.186896e+07, 7.401564e-01, 6.528224,1.281661e+00,2.888466e-01
"804","gene_0804",3.531990e+06,1.870626e+06,3.627263e+06,1.782205e+07,1.843405e+07,2.081803e+07, 2.712568e+00, 7.805218,3.918537e+01,2.371561e-04
"805","gene_0805",1.131201e+08,1.355397e+08,2.349405e+08,1.528997e+08,2.652100e+08,1.571100e+08, 2.908310e-01,11.794205,7.840480e-01,4.538917e-01
"806","gene_0806",6.749831e+06,3.886823e+06,6.457212e+06,6.645885e+06,7.261117e+06,7.161796e+06, 3.573484e-01, 6.996263,7.865024e-01,5.683640e-01
"807","gene_0807",8.261200e+06,5.047998e+06,2.175974e+06,9.107224e+06,9.728392e+06,1.683103e+07, 1.270645e+00, 7.412562,5.480389e+00,6.461847e-02
"808","gene_0808",1.620606e+07,1.499502e+07,1.467198e+07,1.732402e+07,1.511398e+07,1.660104e+07, 1.592646e-01, 8.309168,2.745710e-01,8.057620e-01
"809","gene_0809",1.836440e+06,2.311744e+06,1.929495e+07,1.695303e+07,1.821798e+07,2.449697e+07, 1.355243e+00, 8.135908,2.460480e+00,1.535582e-01
"810","gene_0810",1.053504e+08,1.264902e+08,1.590605e+08,1.344002e+08,1.421403e+08,1.250804e+08, 9.213908e-02,11.374231,2.155255e-01,8.108532e-01
"811","gene_0811",1.512498e+07,1.042801e+07,1.157196e+07,1.039200e+07,1.020201e+07,1.605200e+07, 3.554230e-02, 7.937870,9.056895e-03,9.587253e-01
"812","gene_0812",2.682915e+06,1.574303e+07,6.409098e+06,1.287599e+07,1.418802e+07,1.266521e+06, 2.722102e-01, 7.486383,9.052854e-02,7.708139e-01
"813","gene_0813",1.244801e+08,3.313053e+06,1.184703e+08,1.188099e+08,1.047199e+08,1.156195e+08, 5.158909e-01,10.941127,3.198939e-01,5.864466e-01
"814","gene_0814",4.311325e+06,7.996460e+06,3.808734e+06,3.112926e+06,5.472088e+06,1.074201e+07, 3.014522e-01, 6.872624,3.138198e-01,6.199360e-01
"815","gene_0815",6.467246e+06,3.977829e+06,3.256950e+06,3.130236e+06,3.384732e+06,1.472943e+06,-6.962738e-01, 6.167928,2.188659e+00,1.754969e-01
"816","gene_0816",3.607010e+07,3.187893e+07,4.161095e+07,5.497796e+07,4.058716e+07,5.505308e+07, 5.170322e-01, 9.770199,5.311441e+00,2.484391e-01
"817","gene_0817",2.008395e+07,3.088447e+06,1.762402e+07,1.369798e+07,2.421403e+07,1.534696e+07, 4.347408e-01, 8.296793,4.768141e-01,5.084821e-01
"818","gene_0818",5.858054e+06,5.100580e+06,8.351883e+06,8.955919e+06,2.167094e+06,3.585667e+06,-3.107398e-01, 6.842134,2.728481e-01,6.149100e-01
"819","gene_0819",5.492418e+06,6.075198e+06,6.682192e+06,8.099885e+06,7.103310e+06,5.666082e+06, 2.574892e-01, 7.037059,4.294296e-01,6.836692e-01
"820","gene_0820",2.951384e+06,3.601334e+06,1.401502e+07,1.686197e+07,1.038502e+07,1.327299e+07, 1.014587e+00, 7.698170,2.366000e+00,1.607472e-01
"821","gene_0821",7.930783e+07,8.572900e+07,3.662613e+07,3.181492e+07,4.213103e+07,3.523999e+07,-8.159740e-01,10.000635,7.522807e+00,5.846430e-02
"822","gene_0822",8.235473e+06,4.763366e+06,1.927968e+06,9.732777e+06,7.632107e+06,6.154115e+06, 7.481857e-01, 7.009336,1.825904e+00,2.357385e-01
"823","gene_0823",9.220669e+06,1.087400e+07,6.573499e+06,1.820195e+07,1.234001e+07,1.929896e+07, 9.700950e-01, 8.004392,6.383135e+00,1.587476e-01
"824","gene_0824",3.236628e+06,1.769230e+06,4.340561e+06,4.910709e+06,6.580610e+06,6.033317e+06, 9.508726e-01, 6.495967,4.477452e+00,8.812330e-02
"825","gene_0825",2.358094e+06,2.500283e+06,3.486360e+06,4.121648e+06,2.208339e+06,2.544552e+06, 1.554009e-01, 5.857917,1.431989e-01,7.410972e-01
"826","gene_0826",1.222397e+07,1.682998e+07,1.373201e+07,1.922793e+07,1.775805e+07,1.561295e+07, 3.617681e-01, 8.320929,1.247305e+00,5.758869e-01
"827","gene_0827",3.263186e+06,2.762188e+06,9.228278e+06,8.414406e+06,1.056603e+07,8.286894e+06, 8.720660e-01, 7.165501,2.446195e+00,1.824333e-01
"828","gene_0828",1.040901e+07,1.027902e+07,1.491903e+07,2.734607e+07,8.521299e+07,1.375002e+07, 1.875125e+00, 9.094089,9.537078e+00,1.406117e-02
"829","gene_0829",1.152203e+08,1.202999e+08,1.735204e+08,2.012105e+08,2.334600e+08,2.059701e+08, 6.969097e-01,11.784011,1.147111e+01,7.374857e-02
"830","gene_0830",2.362315e+06,3.159971e+06,7.417235e+06,2.112178e+06,8.666812e+06,1.795781e+06,-1.384074e-02, 6.418682,3.689189e-04,9.851238e-01
"831","gene_0831",5.181297e+07,5.117905e+07,4.019687e+07,4.553997e+07,4.060798e+07,4.145291e+07,-9.914660e-02, 9.817540,2.732168e-01,8.228083e-01
"832","gene_0832",2.122101e+07,2.175404e+07,2.528696e+07,3.718094e+07,3.316596e+07,2.678905e+07, 5.721480e-01, 9.120098,4.908581e+00,2.728665e-01
"833","gene_0833",1.176420e+07,8.612675e+06,1.219604e+07,9.882811e+06,1.254101e+07,1.005298e+07, 5.081796e-02, 7.763027,1.846003e-02,9.415382e-01
"834","gene_0834",5.347495e+07,5.149789e+07,7.278814e+07,6.595323e+07,6.421380e+07,4.794909e+07, 6.179995e-02,10.221152,6.894354e-02,8.813996e-01
"835","gene_0835",2.615291e+06,1.057196e+07,9.162691e+06,8.190783e+06,9.320333e+06,1.189705e+07, 4.355594e-01, 7.437432,6.141167e-01,5.220914e-01
"836","gene_0836",2.014404e+07,1.869696e+07,4.272740e+06,4.595600e+07,1.640202e+07,2.866903e+07, 1.177623e+00, 8.823227,3.929690e+00,8.101116e-02
"837","gene_0837",3.096743e+06,2.761384e+06,3.093246e+06,3.484789e+06,3.939333e+06,3.412104e+06, 3.341456e-01, 6.048796,9.867245e-01,4.992484e-01
"838","gene_0838",8.878472e+06,2.131474e+06,2.628029e+06,9.652893e+06,1.202797e+07,1.347199e+07, 1.437364e+00, 7.350041,5.961411e+00,3.906389e-02
"839","gene_0839",3.177701e+07,2.762306e+07,2.789706e+07,2.777493e+07,2.708104e+07,4.400304e+07, 2.313979e-01, 9.275649,8.646777e-01,6.433596e-01
"840","gene_0840",7.544804e+07,9.458513e+07,1.091298e+08,5.750404e+07,5.729596e+07,4.474211e+07,-7.490442e-01,10.514027,1.178408e+01,6.264622e-02
"841","gene_0841",5.754503e+06,5.987117e+06,7.644708e+06,6.069894e+06,6.709994e+06,4.677901e+06,-9.341517e-02, 6.946078,5.539140e-02,8.799089e-01
"842","gene_0842",2.648823e+06,3.134513e+06,9.281329e+06,1.352101e+07,9.001787e+06,3.388652e+06, 8.424174e-01, 7.130267,1.456666e+00,2.603224e-01
"843","gene_0843",1.895598e+07,2.013804e+07,2.350200e+07,3.780490e+07,2.529397e+07,2.648000e+07, 5.829198e-01, 9.002141,4.114618e+00,2.793985e-01
"844","gene_0844",9.980509e+07,7.122794e+07,5.127883e+07,9.151469e+07,6.645388e+07,9.111783e+07, 2.369976e-01,10.618019,9.056604e-01,5.500914e-01
"845","gene_0845",5.859808e+07,6.404622e+07,7.852126e+07,7.906523e+07,5.643591e+07,5.487288e+07,-1.557714e-02,10.359372,4.389364e-03,9.694628e-01
"846","gene_0846",1.628906e+07,1.628906e+07,1.806094e+07,1.722595e+07,1.419402e+07,1.694998e+07,-7.025335e-03, 8.370146,5.293789e-04,9.912239e-01
"847","gene_0847",8.855190e+07,9.589219e+07,9.681183e+07,1.115504e+08,1.008503e+08,1.120300e+08, 2.648720e-01,10.984938,3.112822e+00,4.946747e-01
"848","gene_0848",1.510905e+07,1.686197e+07,1.519096e+07,2.297402e+07,2.032497e+07,1.969505e+07, 4.816299e-01, 8.529200,2.830940e+00,4.337255e-01
"849","gene_0849",2.072502e+07,1.666398e+07,2.190201e+07,2.703210e+07,2.812910e+07,2.785803e+07, 5.419757e-01, 8.897747,4.574438e+00,3.285774e-01
"850","gene_0850",2.397504e+07,3.245506e+07,3.262897e+07,3.768795e+07,3.801407e+07,3.195304e+07, 3.319251e-01, 9.365815,1.916717e+00,4.972832e-01
"851","gene_0851",5.448780e+07,4.514397e+07,3.404194e+07,2.769995e+07,2.145306e+07,4.608807e+07,-4.313153e-01, 9.564188,2.024982e+00,3.560429e-01
"852","gene_0852",6.094980e+06,4.803218e+06,3.386844e+06,1.186797e+07,9.499631e+06,2.734148e+06, 8.483453e-01, 7.021409,2.074482e+00,1.859632e-01
"853","gene_0853",2.231994e+07,2.307600e+07,2.852592e+07,2.316495e+07,2.054708e+07,2.025999e+07,-1.503788e-01, 8.848970,3.147708e-01,7.886782e-01
"854","gene_0854",2.141143e+06,3.794951e+06,5.613192e+06,7.481209e+06,2.595354e+06,8.792610e+06, 7.534690e-01, 6.680217,1.663018e+00,2.315414e-01
"855","gene_0855",9.544194e+07,8.658417e+07,9.393308e+07,7.288608e+07,7.182685e+07,7.101104e+07,-2.952925e-01,10.677768,3.921701e+00,4.544777e-01
"856","gene_0856",2.266700e+07,2.092595e+07,2.201843e+06,1.956294e+07,2.202899e+07,2.166901e+07, 5.496846e-01, 8.500563,6.485719e-01,4.428041e-01
"857","gene_0857",1.126099e+07,2.951343e+06,1.034199e+07,1.593902e+07,1.348797e+07,1.155297e+07, 8.025912e-01, 7.787111,2.184108e+00,2.495830e-01
"858","gene_0858",2.054392e+06,2.684999e+06,2.806324e+06,1.586053e+06,4.332145e+06,3.552788e+06, 3.643346e-01, 5.823280,7.244122e-01,4.348824e-01
"859","gene_0859",1.073799e+07,2.645355e+06,9.680902e+06,1.478704e+07,9.847185e+06,1.338098e+07, 7.822613e-01, 7.683604,1.944711e+00,2.614557e-01
"860","gene_0860",2.250294e+07,1.597497e+07,1.435003e+07,2.118398e+07,1.672601e+07,2.104304e+07, 2.268904e-01, 8.543175,5.376676e-01,7.107698e-01
"861","gene_0861",3.036193e+07,3.127204e+07,3.059092e+07,3.636003e+07,3.533587e+07,4.370485e+07, 3.794653e-01, 9.438591,3.633051e+00,4.299071e-01
"862","gene_0862",8.626667e+07,6.572824e+07,6.782482e+07,6.591713e+07,6.686881e+07,7.176515e+07,-4.254273e-02,10.464892,6.789324e-02,9.157457e-01
"863","gene_0863",6.090216e+07,5.360410e+07,3.529988e+07,5.361116e+07,4.422504e+07,5.290607e+07, 7.975171e-02, 9.967136,1.242675e-01,8.531570e-01
"864","gene_0864",3.068202e+07,2.736901e+07,2.829904e+07,2.140300e+07,2.577001e+07,2.693204e+07,-1.656645e-01, 9.059992,5.424876e-01,7.540457e-01
"865","gene_0865",1.837805e+07,1.936905e+07,2.332106e+07,2.700906e+07,2.281896e+07,3.058010e+07, 4.503593e-01, 8.889018,2.852201e+00,4.176321e-01
"866","gene_0866",1.934503e+07,2.131196e+07,3.097305e+07,1.804105e+07,2.095702e+07,1.841005e+07,-2.705655e-01, 8.752265,7.963186e-01,6.392624e-01
"867","gene_0867",3.081202e+07,2.247503e+07,1.744403e+07,2.086093e+07,2.529502e+07,2.006503e+07,-2.667996e-02, 8.830823,8.458492e-03,9.622621e-01
"868","gene_0868",5.312398e+07,4.616992e+07,4.250797e+07,4.154496e+07,4.120111e+07,5.344086e+07,-6.932304e-05, 9.853324,1.386659e-07,9.998742e-01
"869","gene_0869",2.593703e+07,2.118398e+07,2.063400e+07,3.624704e+07,3.009603e+07,2.642701e+07, 5.240769e-01, 9.073739,4.196127e+00,3.209937e-01
"870","gene_0870",1.662902e+07,1.457497e+07,1.565695e+07,9.876784e+06,1.226097e+07,1.187398e+07,-4.072050e-01, 8.069863,1.541231e+00,5.477454e-01
"871","gene_0871",3.100402e+08,3.206891e+08,2.679503e+08,3.146603e+08,3.056595e+08,3.142593e+08, 1.193636e-01,12.578879,7.437563e-01,7.672333e-01
"872","gene_0872",5.387005e+07,4.163490e+07,3.854098e+07,4.471390e+07,3.822094e+07,5.716901e+07, 1.245219e-01, 9.834123,3.306153e-01,7.778524e-01
"873","gene_0873",2.564208e+07,2.884704e+07,2.185755e+06,4.178698e+07,3.067202e+07,3.523901e+07, 1.017884e+00, 9.104546,1.980221e+00,1.952463e-01
"874","gene_0874",5.996012e+07,5.948118e+07,4.527088e+07,6.196886e+07,6.169884e+07,6.281388e+07, 2.438051e-01,10.194819,2.052062e+00,5.578111e-01
"875","gene_0875",1.173701e+08,1.755005e+08,1.368699e+08,2.177700e+08,1.859501e+08,1.587895e+08, 4.548523e-01,11.702417,4.568041e+00,2.407210e-01
"876","gene_0876",2.236907e+08,2.229307e+08,3.124197e+08,2.307507e+08,3.165307e+08,2.503602e+08, 1.202984e-01,12.345891,3.440234e-01,7.624618e-01
"877","gene_0877",1.358405e+07,1.249104e+07,1.401997e+07,1.561501e+07,1.469101e+07,1.753094e+07, 3.112126e-01, 8.199807,9.657601e-01,6.385907e-01
"878","gene_0878",5.176989e+07,5.133004e+07,5.684106e+07,8.129481e+07,6.733018e+07,8.615314e+07, 6.114102e-01,10.370573,1.208092e+01,1.338696e-01
"879","gene_0879",2.091000e+07,2.852908e+07,2.203006e+07,2.522393e+07,1.870395e+07,2.916693e+07, 9.160731e-02, 8.914276,1.054326e-01,8.678528e-01
"880","gene_0880",2.478699e+07,2.946992e+07,2.372394e+07,2.108100e+07,2.092001e+07,1.651805e+07,-3.481688e-01, 8.828945,1.687065e+00,5.376462e-01
"881","gene_0881",1.415001e+07,1.280097e+07,8.924315e+06,1.319804e+07,1.263901e+07,1.169104e+07, 1.354623e-01, 7.935350,1.419324e-01,8.436954e-01
"882","gene_0882",1.258299e+08,1.159004e+08,1.190902e+08,1.604101e+08,1.358096e+08,1.515796e+08, 3.741359e-01,11.402981,6.295058e+00,3.318301e-01
"883","gene_0883",1.557495e+09,9.248217e+08,7.708527e+08,6.053692e+08,8.084594e+08,5.183100e+08,-6.802183e-01,14.065147,6.083501e+00,1.217821e-01
"884","gene_0884",3.103107e+07,3.855889e+07,2.748098e+07,4.395305e+07,3.158092e+07,2.687702e+07, 1.526691e-01, 9.385130,3.071953e-01,7.535696e-01
"885","gene_0885",4.704044e+06,3.221363e+06,3.057307e+06,1.969994e+06,3.823891e+06,2.350408e+06,-3.725568e-01, 5.985386,8.866857e-01,4.439991e-01
"886","gene_0886",4.363795e+07,3.621892e+07,4.207500e+07,5.138486e+07,3.326611e+07,3.835895e+07, 8.133368e-02, 9.680773,1.133648e-01,8.581213e-01
"887","gene_0887",6.007986e+06,9.220605e+06,1.058201e+07,1.385305e+07,1.498203e+07,8.517921e+06, 5.919111e-01, 7.733980,1.823103e+00,3.946633e-01
"888","gene_0888",2.421608e+08,2.265399e+08,2.198204e+08,1.857800e+08,1.986894e+08,1.656497e+08,-2.609486e-01,12.010536,3.190467e+00,5.051394e-01
"889","gene_0889",1.491903e+07,1.344298e+07,1.652698e+07,1.450805e+07,2.746993e+07,1.281402e+07, 3.412253e-01, 8.381049,7.932280e-01,5.926540e-01
"890","gene_0890",6.754090e+06,6.559389e+06,8.239012e+06,5.078004e+06,4.876890e+06,6.510604e+06,-3.380209e-01, 6.984334,7.844156e-01,5.883778e-01
"891","gene_0891",1.468398e+07,1.466201e+07,1.402697e+07,1.643502e+07,1.316998e+07,1.554805e+07, 1.212000e-01, 8.209035,1.440383e-01,8.545023e-01
"892","gene_0892",9.257492e+06,1.018999e+07,9.298071e+06,5.435081e+06,1.093796e+07,1.217198e+07, 3.188282e-02, 7.570183,5.821059e-03,9.630553e-01
"893","gene_0893",8.466427e+07,1.071599e+08,1.169300e+08,7.865308e+07,8.291789e+07,1.203499e+08,-8.572814e-02,10.942546,1.666936e-01,8.252642e-01
"894","gene_0894",1.143602e+08,8.178824e+07,1.327301e+08,8.435908e+07,1.222797e+08,6.401914e+07,-2.251463e-01,10.967639,6.458710e-01,5.617878e-01
"895","gene_0895",6.403637e+06,1.404195e+07,3.353881e+06,3.279240e+06,4.306994e+06,1.425802e+07,-8.162188e-02, 7.228688,1.375350e-02,9.093955e-01
"896","gene_0896",3.090489e+08,2.594192e+08,2.162508e+08,2.405397e+08,1.792403e+08,2.220994e+08,-2.204605e-01,12.213230,1.425984e+00,5.770854e-01
"897","gene_0897",1.919200e+08,1.818105e+08,1.939998e+08,1.289896e+08,1.422605e+08,1.149897e+08,-4.952648e-01,11.632453,1.049116e+01,2.008302e-01
"898","gene_0898",5.522584e+07,4.466805e+07,3.692309e+07,4.608711e+07,4.536889e+07,6.174890e+07, 2.237198e-01, 9.914806,1.162270e+00,6.070729e-01
"899","gene_0899",1.282301e+08,1.208197e+08,1.390598e+08,1.800297e+08,1.134900e+08,1.370199e+08, 2.163536e-01,11.423917,1.032289e+00,5.743632e-01
"900","gene_0900",3.819605e+07,5.041606e+07,5.720310e+07,5.202205e+07,3.824797e+07,4.639513e+07,-3.586026e-02, 9.886017,2.228347e-02,9.346121e-01
"901","gene_0901",4.191113e+07,3.292203e+07,3.305190e+07,3.580803e+07,2.722295e+07,3.835390e+07,-2.616770e-02, 9.446093,1.317625e-02,9.564514e-01
"902","gene_0902",3.730408e+07,3.043905e+07,3.795509e+07,2.877196e+07,3.098808e+07,3.443303e+07,-1.121897e-01, 9.379627,2.812837e-01,8.177685e-01
"903","gene_0903",2.508396e+08,2.712410e+08,2.855207e+08,2.577094e+08,2.512799e+08,1.851501e+08,-1.547110e-01,12.293747,6.682748e-01,6.967030e-01
"904","gene_0904",7.654421e+07,7.007614e+07,8.041604e+07,9.887483e+07,8.032301e+07,1.020499e+08, 3.677131e-01,10.733189,4.656506e+00,3.499283e-01
"905","gene_0905",8.466673e+08,8.079272e+08,7.849796e+08,9.046911e+08,7.335398e+08,8.407490e+08, 8.693662e-02,14.004618,2.973916e-01,8.420343e-01
"906","gene_0906",4.511400e+08,4.586600e+08,4.125203e+08,4.681092e+08,3.940190e+08,4.303305e+08, 3.142263e-02,13.092130,4.319915e-02,9.396561e-01
"907","gene_0907",4.886005e+08,5.257093e+08,5.467894e+08,7.251680e+08,5.427904e+08,6.994327e+08, 3.941688e-01,13.530063,4.925617e+00,3.546763e-01
"908","gene_0908",5.707090e+08,5.688803e+08,5.508484e+08,4.589813e+08,5.265006e+08,3.990903e+08,-2.261880e-01,13.323170,1.970655e+00,5.907679e-01
