ID,geneName,ORF,Entrez,fullName,uniprot,GO,EC,KO,pfam,organism
P97902,Acaca,,60581,Acetyl-CoA carboxylase 1,P97902,GO:0005829; GO:0003989; GO:0005524; GO:0009374; GO:0004075; GO:0046872; GO:0006633; GO:2001295; GO:0051289; GO:0042493; GO:0014070,6.4.1.2; 6.3.4.14,K11262,P11497|A1EC79|P97902:Biotin carboxylation(116|617)+ATP-grasp(274|465)+Biotinyl-binding(744|818)+CoA carboxyltransferase N-terminal(1575|1913)+CoA carboxyltransferase C-terminal(1917|2233),Rattus norvegicus
D3ZE15,Ndufa13,rCG_38845,100911483,NADH:ubiquinone oxidoreductase subunit A13,D3ZE15,GO:0016021; GO:0005747; GO:0008137,,K11353,,Rattus norvegicus
Q5I0K3,Clybl,,306198,"Citramalyl-CoA lyase, mitochondrial",Q5I0K3,GO:0005739; GO:0047777; GO:0000287; GO:0004474; GO:0070207; GO:0106064,4.1.3.25; 3.1.2.30; 2.3.3.-; 2.3.3.9,K11390,,Rattus norvegicus
D4A081,Setdb1,,689883,Histone-lysine N-methyltransferase,D4A081,GO:0005694; GO:0005634; GO:0003677; GO:0018024; GO:0008270; GO:0045471; GO:0033273,2.1.1.43,K11421,D4A081:MBD(606|677)+Pre-SET(739|812)+SET(815|1277)+Post-SET(1286|1302),Rattus norvegicus
Q4V8B9,Smyd3,,498295,Histone-lysine N-methyltransferase,Q4V8B9,GO:0018024,2.1.1.43,K11426,Q4V8B9:SET(4|240)+MYND-type(49|87),Rattus norvegicus
Q80W83,Ppp2r5b,rCG_47223,309179,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform,Q80W83,GO:0005829; GO:0005634; GO:0000159; GO:0072542; GO:0071363; GO:0070317; GO:0071158; GO:0051091; GO:0010976; GO:0051388; GO:0031334; GO:0045944; GO:0006470; GO:0050730; GO:0031952; GO:0001932; GO:0010469; GO:0007165,,K11584,,Rattus norvegicus
Q9JLA3,Uggt1,,171129,UDP-glucose:glycoprotein glucosyltransferase 1,Q9JLA3,GO:0005783; GO:0005788; GO:0005793; GO:0032991; GO:0003980; GO:0051082; GO:0051084; GO:0071712; GO:0006457; GO:0018279,2.4.1.-,K11718,,Rattus norvegicus
Q5I0D5,Lhpp,,361663,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Q5I0D5,GO:0005829; GO:0016607; GO:0005634; GO:0004427; GO:0000287; GO:0016791; GO:0101006; GO:0042803; GO:0016311; GO:0006796; GO:0006470,3.1.3.-; 3.6.1.1,K11725,,Rattus norvegicus
G3V918,Gart,rCG_58778,288259,Trifunctional purine biosynthetic protein adenosine-3,G3V918,GO:0005829; GO:0005524; GO:0046872; GO:0004637; GO:0004641; GO:0004644; GO:0006189; GO:0046084; GO:0003360; GO:0021549; GO:0021987; GO:0009235; GO:0006544; GO:0006164; GO:0010035; GO:0010033; GO:0009156; GO:0046654,6.3.4.13; 6.3.3.1; 2.1.2.2,K11787,G3V918:ATP-grasp(111|318),Rattus norvegicus
B2RZ68,Dcaf7,rCG_34081,303602,DDB1 and CUL4-associated factor 7,B2RZ68,GO:0080008; GO:0005829; GO:0016604; GO:0016363; GO:0005634,,K11805,B2RZ68:WD_REPEATS_REGION(170|304),Rattus norvegicus
F7FEA4,Usp11,,408217,Ubiquitin carboxyl-terminal hydrolase 11,F7FEA4,GO:0005694; GO:0005829; GO:0005654; GO:0005634; GO:0004197; GO:0004843; GO:0016579; GO:0006511,3.4.19.12,K11835,Q5D006|F7FEA4|Q0D2L8:DUSP(28|133)+USP(257|889),Rattus norvegicus
Q0D2L8,Usp11,,408217,Ubiquitin carboxyl-terminal hydrolase 11,Q0D2L8,GO:0005694; GO:0005829; GO:0005654; GO:0005634; GO:0004197; GO:0004843; GO:0016579; GO:0006511,3.4.19.12,K11835,Q5D006|F7FEA4|Q0D2L8:DUSP(28|133)+USP(257|889),Rattus norvegicus
Q5D006,Usp11,,408217,Ubiquitin carboxyl-terminal hydrolase 11,Q5D006,GO:0005694; GO:0005829; GO:0005654; GO:0005634; GO:0004197; GO:0004843; GO:0016579; GO:0006511,3.4.19.12,K11835,Q5D006|F7FEA4|Q0D2L8:DUSP(28|133)+USP(257|889),Rattus norvegicus
D3ZH40,Otud7b,rCG_51753,310677,OTU deubiquitinase 7B,D3ZH40,GO:0005737; GO:0005634; GO:0008234; GO:0003677; GO:0070530; GO:1990380; GO:0004843; GO:0008270; GO:0002385; GO:0043124; GO:0032717; GO:1900181; GO:0000122; GO:0071947; GO:0035871; GO:0071108; GO:0070536,,K11860,D3ZH40:OTU(183|365)+A20-type(794|829),Rattus norvegicus
Q8R424,Stambp,,171565,STAM-binding protein,Q8R424,GO:0032154; GO:0005829; GO:0005768; GO:0016020; GO:0005654; GO:0061578; GO:0046872; GO:0008237; GO:0019904; GO:0004843; GO:0000281; GO:0043524; GO:0014067; GO:0046580; GO:0016579; GO:0070536,3.4.19.-,K11866,Q8R424:MPN(257|388),Rattus norvegicus
Q6AZ44,Acot8,rCG_32319,170588,Acyl-CoA thioesterase 8,Q6AZ44,GO:0047617; GO:0006637,,K11992,,Rattus norvegicus
Q5BJP3,Ufm1,,365797,Ubiquitin-fold modifier 1,Q5BJP3,GO:0005737; GO:0005783; GO:0005634; GO:0007420; GO:0043066; GO:1990592; GO:0071569; GO:0033146; GO:0034976,,K12162,,Rattus norvegicus
D3ZBM7,Hace1,,361866,E3 ubiquitin-protein ligase HACE1,D3ZBM7,GO:0005737; GO:0005783; GO:0032580; GO:0000139; GO:0016604; GO:0005634; GO:0017137; GO:0048365; GO:0061630; GO:0004842; GO:0007049; GO:0007030; GO:0061025; GO:0070936; GO:0000209; GO:0016567; GO:0030334; GO:0006511,2.3.2.26,K12166,D3ZBM7|D3ZBM8:HECT(574|909),Rattus norvegicus
D3ZBM8,Hace1,,361866,E3 ubiquitin-protein ligase HACE1,D3ZBM8,GO:0005737; GO:0005783; GO:0032580; GO:0000139; GO:0016604; GO:0005634; GO:0017137; GO:0048365; GO:0061630; GO:0004842; GO:0007049; GO:0007030; GO:0061025; GO:0070936; GO:0000209; GO:0016567; GO:0030334; GO:0006511,2.3.2.26,K12166,D3ZBM7|D3ZBM8:HECT(574|909),Rattus norvegicus
D3ZU52,Cops7b,rCG_23804,363273,"COP9 (Constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana) (Predicted), isoform CRA_b",D3ZU52,GO:0008180; GO:0010387,,K12180,D3ZU52:PCI(61|217),Rattus norvegicus
B5DFF4,Vps37c,rCG_48524,108348178; 308178,VPS37C subunit of ESCRT-I,B5DFF4,GO:0000813; GO:0032509; GO:0015031,,K12185,B5DFF4:VPS37 C-terminal(78|167),Rattus norvegicus
D4A732,Mvb12b,,362118,Multivesicular body subunit 12B,D4A732,GO:0005829; GO:0005769; GO:0000813; GO:0005770; GO:0005634; GO:0005886; GO:0008289; GO:0042058; GO:0046755; GO:0019075,,K12186,D4A732:MABP(45|191)+UMA(252|301),Rattus norvegicus
Q4KLL7,Vps4b,rCG_24064,360834,Vacuolar protein sorting 4 homolog B,Q4KLL7,GO:0005813; GO:0005829; GO:0010008; GO:0090543; GO:0005634; GO:0000922; GO:0005524; GO:0016887; GO:0042623; GO:0008022; GO:0042803; GO:0030301; GO:0032510; GO:0061738; GO:0061952; GO:0007080; GO:0036258; GO:0060548; GO:1903542; GO:0006997; GO:1903724; GO:1903543; GO:0010971; GO:1902188; GO:0006813; GO:0051261; GO:1901673; GO:0033993; GO:0043162; GO:0090611; GO:0007033; GO:0039702; GO:0019076,,K12196,Q4KLL7:MIT(4|82)+AAA(166|302),Rattus norvegicus
D3ZLS5,Hectd1,,362736,HECT domain E3 ubiquitin protein ligase 1,D3ZLS5,GO:0046872; GO:0004842; GO:0070534,,K12231,D3ZLS5:ANK_REP_REGION(361|483)+MIB/HERC2(1266|1338)+HECT(2151|2610),Rattus norvegicus
F1LVZ9,Hectd3,,313525,HECT domain E3 ubiquitin protein ligase 3,F1LVZ9,GO:0048471; GO:0019905; GO:0004842; GO:0043161,,K12233,F1LVZ9:DOC(219|397)+HECT(512|857),Rattus norvegicus
D3ZUM4,Glb1,rCG_25043,316033,Beta-galactosidase,D3ZUM4,GO:0005615; GO:0005794; GO:0005764; GO:0005773; GO:0004565; GO:0016936; GO:0042803; GO:0044262; GO:0019388; GO:0051413; GO:1904016,3.2.1.23,K12309,D3ZUM4:Glyco_hydro_35(42|357)+BetaGal_dom4_5(552|621),Rattus norvegicus
D3ZIC4,Ppp1r12b,rCG_46532,304813,Protein phosphatase 1 regulatory subunit,D3ZIC4,GO:0031672; GO:0005737; GO:0030018; GO:0004857; GO:0019208; GO:0019901; GO:0007165,,K12329,D3ZIC4:ANK_REP_REGION(57|290),Rattus norvegicus
Q641X3,Hexa,,300757,Beta-hexosaminidase subunit alpha,Q641X3,GO:0005764; GO:0016020; GO:0004563; GO:0102148; GO:0007628; GO:0005975; GO:0048667; GO:0006689; GO:0030203; GO:0019915; GO:0007040; GO:0042552; GO:0050885; GO:0050884; GO:0007605; GO:0019953; GO:0001501; GO:0060395,3.2.1.52,K12373,,Rattus norvegicus
Q6IRG9,Ap3m1,rCG_41862,171126,AP-3 complex subunit mu-1,Q6IRG9,GO:1904115; GO:0030131; GO:0017137; GO:0048490; GO:0006886; GO:0016192,,K12398,Q6IRG9:MHD(176|417),Rattus norvegicus
Q5FVF3,Gga1,,300066,"Golgi-associated, gamma adaptin ear-containing, ARF-binding protein 1",Q5FVF3,GO:0005829; GO:0005769; GO:0005654; GO:0032991; GO:0030306; GO:0046982; GO:0043001; GO:0006886; GO:0045732; GO:0034394; GO:1903441; GO:0042147; GO:1901998,,K12404,Q5FVF3:VHS(1|74)+GAT(98|225)+GAE(433|554),Rattus norvegicus
Q66HP3,Maged1,,84469,Melanoma-associated antigen D1,Q66HP3,GO:0000785; GO:0005829; GO:0005634; GO:0005886; GO:0032991; GO:0042802; GO:0004705; GO:0003713; GO:0032922; GO:0050680; GO:0045892; GO:2001235; GO:0090190; GO:0043406; GO:0045893; GO:0042752; GO:0006357,,K12464,Q9ES73|Q66HP3|Q9JHZ6|Q9QX92:MAGE(468|666),Rattus norvegicus
Q9ES73,Maged1,,84469,Melanoma-associated antigen D1,Q9ES73,GO:0000785; GO:0005829; GO:0005634; GO:0005886; GO:0032991; GO:0042802; GO:0004705; GO:0003713; GO:0032922; GO:0050680; GO:0045892; GO:2001235; GO:0090190; GO:0043406; GO:0045893; GO:0042752; GO:0006357,,K12464,Q9ES73|Q66HP3|Q9JHZ6|Q9QX92:MAGE(468|666),Rattus norvegicus
Q9JHZ6,Maged1,,84469,Melanoma-associated antigen D1,Q9JHZ6,GO:0000785; GO:0005829; GO:0005634; GO:0005886; GO:0032991; GO:0042802; GO:0004705; GO:0003713; GO:0032922; GO:0050680; GO:0045892; GO:2001235; GO:0090190; GO:0043406; GO:0045893; GO:0042752; GO:0006357,,K12464,Q9ES73|Q66HP3|Q9JHZ6|Q9QX92:MAGE(468|666),Rattus norvegicus
Q9QX92,Maged1,,84469,Melanoma-associated antigen D1,Q9QX92,GO:0000785; GO:0005829; GO:0005634; GO:0005886; GO:0032991; GO:0042802; GO:0004705; GO:0003713; GO:0032922; GO:0050680; GO:0045892; GO:2001235; GO:0090190; GO:0043406; GO:0045893; GO:0042752; GO:0006357,,K12464,Q9ES73|Q66HP3|Q9JHZ6|Q9QX92:MAGE(468|666),Rattus norvegicus
Q4V882,Epn3,,360605,Epsin-3,Q4V882,GO:0005938; GO:0005905; GO:0030136; GO:0019897; GO:0005654; GO:0048471; GO:1990175; GO:0008289,,K12471,Q4V882:ENTH(12|144)+UIM(202|221),Rattus norvegicus
Q8R3Z7,Ehd4,rCG_26704,192204,EH-domain-containing 4,Q8R3Z7,GO:0005783; GO:0048471; GO:0005886; GO:0055038; GO:0005509; GO:0005525; GO:0071363; GO:0032456; GO:0006907; GO:0050731; GO:0051260; GO:0030100,,K12477,Q8R3Z7:Dynamin-type G(58|289)+EH(447|535)+EF-hand(479|514),Rattus norvegicus
D3ZUV9,Cnot3,,308311,"CCR4-NOT transcription complex, subunit 3",D3ZUV9,GO:0030015; GO:0005634; GO:0000932; GO:0017148; GO:0120162; GO:2000036; GO:0006355; GO:0001829,,K12580,D3ZUV9:Not3(3|232)+NOT2_3_5(621|745),Rattus norvegicus
B3DMA5,Cnot7,rCG_59103,306492,"CCR4-NOT transcription complex, subunit 7",B3DMA5,GO:0030015; GO:0075341; GO:0016607; GO:0005634; GO:0000932; GO:0003676; GO:0004535; GO:0003714; GO:0008134; GO:0033962; GO:0000290; GO:0051607; GO:0043928; GO:0031047; GO:0008285; GO:0000122; GO:0017148; GO:0060339; GO:0000289; GO:0008284; GO:0060213; GO:0045944; GO:0045070; GO:0042509,,K12581,,Rattus norvegicus
D3ZWB1,Lsm1,rCG_43001,364624,U6 snRNA-associated Sm-like protein LSm1,D3ZWB1,GO:0030424; GO:0030425; GO:1990726; GO:1990124; GO:0043025; GO:0005634; GO:0000932; GO:0003729; GO:0036002; GO:0003723; GO:0000339; GO:0000290; GO:0071044; GO:0006397; GO:0045665; GO:0016070; GO:0019827,,K12620,D3ZWB1:Sm(8|76),Rattus norvegicus
D4A2C6,Lsm4,rCG_38869,290647,U6 snRNA-associated Sm-like protein LSm4,D4A2C6,GO:0005829; GO:0120115; GO:0016020; GO:0043005; GO:0005634; GO:0000932; GO:0071005; GO:0046540; GO:0005688; GO:0042731; GO:0003723; GO:0017070; GO:0033962; GO:0000956; GO:0000387,,K12623,D4A2C6:Sm(5|71),Rattus norvegicus
D3ZBJ0,Lsm5,rCG_52454,306222,U6 snRNA-associated Sm-like protein LSm5,D3ZBJ0,GO:1990726; GO:0120115; GO:0071005; GO:0046540; GO:0005688; GO:0003723; GO:0000398; GO:0009617,,K12624,D3ZBJ0:Sm(16|84),Rattus norvegicus
B2RZB6,Lsm8,rCG_28078,296913,U6 snRNA-associated Sm-like protein LSm8,B2RZB6,GO:0120115; GO:0071005; GO:0046540; GO:0005688; GO:0003723; GO:0000398; GO:0016070,,K12627,B2RZB6:Sm(3|72),Rattus norvegicus
Q6URK3,Hnrnpa3,,362152,Heterogeneous nuclear ribonucleoprotein A3,Q6URK3,GO:0071013; GO:0005737; GO:1990124; GO:0043005; GO:0005654; GO:0005634; GO:0014069; GO:1990904; GO:0035770; GO:0003729; GO:0003723; GO:0051033; GO:0006397; GO:0051028; GO:0008380,,K12741,Q6URK4|Q6URK3:RRM 1(35|118)+RRM 2(126|205),Rattus norvegicus
Q6URK4,Hnrnpa3,,362152,Heterogeneous nuclear ribonucleoprotein A3,Q6URK4,GO:0071013; GO:0005737; GO:1990124; GO:0043005; GO:0005654; GO:0005634; GO:0014069; GO:1990904; GO:0035770; GO:0003729; GO:0003723; GO:0051033; GO:0006397; GO:0051028; GO:0008380,,K12741,Q6URK4|Q6URK3:RRM 1(35|118)+RRM 2(126|205),Rattus norvegicus
P13832,Rlc-a,,501203,Myosin regulatory light chain RLC-A,P13832,GO:0016460; GO:0001725; GO:0030018; GO:0005509; GO:0035254; GO:0072659; GO:0008360,,K12757,P13832:EF-hand 1(29|64)+EF-hand 2(98|133)+EF-hand 3(134|169),Rattus norvegicus
Q6AXT8,Sf3a2,,299620,Splicing factor 3A subunit 2,Q6AXT8,GO:0071013; GO:0016607; GO:0005686; GO:0071005; GO:0071004; GO:0003676; GO:0008270; GO:0000398; GO:0010976; GO:0000245; GO:1903241,,K12826,,Rattus norvegicus
Q4KLI7,Sf3a3,,313583,"Splicing factor 3a, subunit 3",Q4KLI7,GO:0071013; GO:0016607; GO:0005681; GO:0005686; GO:0071005; GO:0003723; GO:0008270; GO:0000398; GO:1903241,,K12827,Q4KLI7:Matrin-type(406|437),Rattus norvegicus
Q56A27,Ncbp1,,298075,Nuclear cap-binding protein subunit 1,Q56A27,GO:0005829; GO:0005739; GO:0005845; GO:0005846; GO:0005654; GO:0005634; GO:1990904; GO:0000340; GO:0000339; GO:0006370; GO:0031047; GO:0045292; GO:0006406; GO:0000184; GO:0030307; GO:0031442; GO:0048026; GO:1905216; GO:0098789; GO:0050684; GO:0006446; GO:0000245,,K12882,Q56A27:MIF4G(28|240),Rattus norvegicus
Q4V898,Rbmx,,302855,"RNA-binding motif protein, X chromosome",Q4V898,GO:0005634; GO:1990904; GO:0005681; GO:0003723; GO:0003727; GO:0006376; GO:0048026; GO:0045893,,K12885,Q4V898:RRM(8|86),Rattus norvegicus
Q6IMY8,Hnrnpu,rCG_20317,117280,Heterogeneous nuclear ribonucleoprotein U,Q6IMY8,GO:0071013; GO:0009986; GO:0005813; GO:0000777; GO:0070937; GO:0036464; GO:0098577; GO:0000776; GO:0030496; GO:0072686; GO:1990498; GO:1990023; GO:0000228; GO:0016363; GO:0016607; GO:0005654; GO:0005634; GO:1990904; GO:0000922; GO:0005697; GO:0005524; GO:0003682; GO:0042802; GO:0017130; GO:0034046; GO:0036002; GO:1990841; GO:0043021; GO:0003723; GO:0099122; GO:0000978; GO:0043565; GO:0017069; GO:0001097; GO:0003714; GO:1990845; GO:0007049; GO:0030154; GO:0051301; GO:0071549; GO:1990830; GO:0006325; GO:0070934; GO:0006397; GO:0007275; GO:2000737; GO:0032211; GO:0000122; GO:1902425; GO:0090336; GO:2000373; GO:0010628; GO:0045944; GO:1902889; GO:0000381; GO:1902275; GO:0007346; GO:1901673; GO:1990280; GO:0008380,,K12888,Q6IMY8:SAP(8|42)+B30.2/SPRY(242|438),Rattus norvegicus
D4A9L2,Srsf1,rCG_34610,689890,"RCG34610, isoform CRA_c",D4A9L2,GO:0005737; GO:0016607; GO:0005634; GO:0043422; GO:0003723; GO:0050733; GO:0000380; GO:0060048; GO:0001701; GO:0097421; GO:0045292; GO:0048709; GO:0033120; GO:0000381,,K12890,D4A9L2:RRM(16|91)+RRM(121|195),Rattus norvegicus
Q568Z4,Spcs3,,100360464; 317409,Signal peptidase complex subunit 3,Q568Z4,GO:0016021; GO:0005787; GO:0008233; GO:0045047; GO:0006465,3.4.-.-,K12948,,Rattus norvegicus
F1LSW6,Ppip5k1,,311355,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase,F1LSW6,GO:0005829; GO:0005654; GO:0102092; GO:0005524; GO:0033857; GO:0000829; GO:0052723; GO:0052724; GO:0000832; GO:0000827; GO:0006020,2.7.4.21; 2.7.4.24,K13024,F1LSW6:PPIP5K2_N(57|146),Rattus norvegicus
Q4V888,Pip4p2,,362490,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",Q4V888,GO:0016021; GO:0031902; GO:0005765; GO:0030670; GO:0005886; GO:0034597; GO:0050765; GO:0046856,3.1.3.78,K13084,,Rattus norvegicus
D3ZUT9,Ints3,,361988,Integrator complex subunit 3,D3ZUT9,GO:0005737; GO:0032039; GO:0005730; GO:0070876; GO:0006281; GO:0007093; GO:0010212; GO:0016180,,K13140,,Rattus norvegicus
B2RYB3,Srrm1,,313620,Serine and arginine repetitive matrix 1,B2RYB3,GO:0006397,,K13171,B2RYB3:PWI(27|126),Rattus norvegicus
G3V734,Decr1,rCG_55055,117543,"2,4-dienoyl CoA reductase 1, mitochondrial, isoform CRA_a",G3V734,GO:0005829; GO:0005739; GO:0005654; GO:0008670; GO:0070402; GO:0006635; GO:0120162; GO:0051289,,K13236,,Rattus norvegicus
Q6MGB5,Hsd17b8,,361802,Estradiol 17-beta-dehydrogenase 8,Q6MGB5,GO:0005740; GO:0005759; GO:0005886; GO:0003857; GO:0047025; GO:0004303; GO:0070404; GO:0016616; GO:0047035; GO:0008209; GO:0006703; GO:0006633; GO:0055114; GO:0051290,1.1.1.62; 1.1.1.-; 1.1.1.239,K13370,,Rattus norvegicus
P46462,Vcp,,116643,Transitional endoplasmic reticulum ATPase,P46462,GO:1904949; GO:0005737; GO:0010494; GO:0005829; GO:0036513; GO:0005783; GO:0098978; GO:0043231; GO:0005811; GO:0005654; GO:0005634; GO:0048471; GO:0000502; GO:0035861; GO:0034098; GO:1990730; GO:0043531; GO:0005524; GO:0016887; GO:1904288; GO:0035800; GO:0042802; GO:0036435; GO:0008289; GO:0042288; GO:0031593; GO:0019904; GO:0019903; GO:0044877; GO:0005102; GO:0031625; GO:1990381; GO:0006919; GO:0070842; GO:0046034; GO:0097352; GO:0006914; GO:1903843; GO:0006974; GO:0034605; GO:0006302; GO:0061857; GO:0006888; GO:0032510; GO:0071712; GO:0036503; GO:0072389; GO:0016236; GO:0051228; GO:0006734; GO:2001171; GO:0090263; GO:1903007; GO:0010918; GO:1903862; GO:0032436; GO:0031334; GO:0010498; GO:0043161; GO:0034214; GO:0051260; GO:0018279; GO:0016567; GO:1903715; GO:0050807; GO:0030970; GO:0035617; GO:0019985; GO:0030433; GO:0019079,3.6.4.6,K13525,,Rattus norvegicus
Q6AXM5,Cept1,,310773,Choline/ethanolaminephosphotransferase 1,Q6AXM5,GO:0005789; GO:0005794; GO:0016021; GO:0031965; GO:0004142; GO:0004307; GO:0046872; GO:0016780; GO:0006646,2.7.8.1; 2.7.8.2,K13644,,Rattus norvegicus
Q5BJN4,Poglut1,,288091,Ktelc1 protein,Q5BJN4,,,K13667,Q5BJN4:CAP10(78|330),Rattus norvegicus
B1WBW9,Abhd10,,103693563; 303953,Abhd10 protein,B1WBW9,,,K13702,B1WBW9:AB hydrolase-1(69|182),Rattus norvegicus
Q99M64,Pi4k2a,,114554,Phosphatidylinositol 4-kinase type 2-alpha,Q99M64,GO:0031083; GO:0030054; GO:0031410; GO:0030425; GO:0031901; GO:0005768; GO:0070382; GO:0035838; GO:0044231; GO:0005887; GO:0043231; GO:0031224; GO:0045121; GO:0005739; GO:0043005; GO:0043025; GO:0043204; GO:0005886; GO:0042734; GO:0032991; GO:0030672; GO:0005802; GO:0004430; GO:0035651; GO:0005524; GO:0044877; GO:0002561; GO:0007032; GO:0007030; GO:0006661; GO:0046854,2.7.1.67,K13711,Q99M64:PI3K/PI4K(132|437),Rattus norvegicus
O54701,Slc24a2,,84550,Sodium/potassium/calcium exchanger 2,O54701,GO:0005887; GO:0031226; GO:0005262; GO:0008273; GO:0046983; GO:0015293; GO:0070588; GO:0006874; GO:0007612; GO:0060292; GO:0060291; GO:0007613; GO:0050896; GO:0007601,,K13750,,Rattus norvegicus
O54706,Slc24a2,,84550,Sodium/potassium/calcium exchanger 2,O54706,GO:0005887; GO:0031226; GO:0005262; GO:0008273; GO:0046983; GO:0015293; GO:0070588; GO:0006874; GO:0007612; GO:0060292; GO:0060291; GO:0007613; GO:0050896; GO:0007601,,K13750,,Rattus norvegicus
Q63016,Slc7a5,,50719,Large neutral amino acids transporter small subunit 1,Q63016,GO:0016324; GO:0005829; GO:0016021; GO:0043231; GO:0005886; GO:0015171; GO:0015179; GO:0042605; GO:0030154; GO:0007399; GO:0015804,,K13780,,Rattus norvegicus
Q9QWL4,Slc7a5,,50719,Large neutral amino acids transporter small subunit 1,Q9QWL4,GO:0016324; GO:0005829; GO:0016021; GO:0043231; GO:0005886; GO:0015171; GO:0015179; GO:0042605; GO:0030154; GO:0007399; GO:0015804,,K13780,,Rattus norvegicus
Q9WVR6,Slc7a8,,84551,Large neutral amino acids transporter small subunit 2,Q9WVR6,GO:0016323; GO:0005737; GO:0016021; GO:0015171; GO:0015179; GO:0015175; GO:0015101; GO:0042605; GO:0019534; GO:0015804,,K13781,,Rattus norvegicus
F1LSP7,Coro2a,,313235,Coronin,F1LSP7,GO:0017053; GO:0051015,,K13887,Q6AY36|F1LSP7:WD_REPEATS_REGION(78|217),Rattus norvegicus
Q6AY36,Coro2a,,313235,Coronin,Q6AY36,GO:0017053; GO:0051015,,K13887,Q6AY36|F1LSP7:WD_REPEATS_REGION(78|217),Rattus norvegicus
P14841,Cst3,,25307,Cystatin-C,P14841,GO:0030424; GO:0005604; GO:0042995; GO:0043292; GO:0005737; GO:0005783; GO:0005615; GO:0005794; GO:0005764; GO:0005771; GO:0043025; GO:0031965; GO:0048471; GO:0005886; GO:0031982; GO:0001540; GO:0004869; GO:0042802; GO:0030414; GO:0002020; GO:0006915; GO:0007420; GO:0001775; GO:0070301; GO:0034599; GO:0042747; GO:0006952; GO:0007566; GO:0001654; GO:0008584; GO:0060313; GO:0060548; GO:0010711; GO:0060311; GO:0010716; GO:0008284; GO:0045740; GO:0043067; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0001666; GO:0010035; GO:0031667; GO:0014070; GO:0006979; GO:0009636; GO:0007431; GO:0060009; GO:0097435,,K13899,,Rattus norvegicus
Q5M968,Cst3,,25307,Cystatin-C,Q5M968,GO:0030424; GO:0005604; GO:0042995; GO:0043292; GO:0005737; GO:0005783; GO:0005615; GO:0005794; GO:0005764; GO:0005771; GO:0043025; GO:0031965; GO:0048471; GO:0005886; GO:0031982; GO:0001540; GO:0004869; GO:0042802; GO:0030414; GO:0002020; GO:0006915; GO:0007420; GO:0001775; GO:0070301; GO:0034599; GO:0042747; GO:0006952; GO:0007566; GO:0001654; GO:0008584; GO:0060313; GO:0060548; GO:0010711; GO:0060311; GO:0010716; GO:0008284; GO:0045740; GO:0043067; GO:0048678; GO:0009743; GO:0042493; GO:0032355; GO:0001666; GO:0010035; GO:0031667; GO:0014070; GO:0006979; GO:0009636; GO:0007431; GO:0060009; GO:0097435,,K13899,,Rattus norvegicus
P01041,Cstb,,25308,Cystatin-B,P01041,GO:0005829; GO:0005615; GO:0005730; GO:0004869; GO:0002020; GO:0008344,,K13907,,Rattus norvegicus
Q5XIG0,Nudt9,,305149,"ADP-ribose pyrophosphatase, mitochondrial",Q5XIG0,GO:0005739; GO:0043262; GO:0047631; GO:0046032; GO:0046709,3.6.1.13,K13988,Q5XIG0:Nudix hydrolase(178|334),Rattus norvegicus
D3ZZA8,Sec24a,rCG_33999,287275,"SEC24 homolog A, COPII coat complex component",D3ZZA8,GO:0030127; GO:0000139; GO:0008270; GO:0042632; GO:0090110; GO:0006886; GO:0050714; GO:0045714,,K14007,D3ZZA8:zf-Sec23_Sec24(424|460)+Sec23_trunk(497|735)+Sec23_BS(740|824)+Sec23_helical(835|935)+Gelsolin-like(962|1034),Rattus norvegicus
O54783,Chkb,,29367,Choline/ethanolamine kinase,O54783,GO:0005524; GO:0004103; GO:0004305; GO:0007517; GO:0006646,2.7.1.32; 2.7.1.82,K14156,,Rattus norvegicus
B4F7B7,Dusp15,,362238,Dual specificity protein phosphatase 15,B4F7B7,GO:0005829; GO:0005886; GO:0004725; GO:0008138; GO:0000122; GO:0070374; GO:0046330; GO:0042127; GO:0007179,3.1.3.16; 3.1.3.48,K14165,B4F7B7:Tyrosine-protein phosphatase(65|135),Rattus norvegicus
D3ZXK3,Tacc2,,309025,"Transforming, acidic coiled-coil-containing protein 2",D3ZXK3,GO:0005737; GO:0008283; GO:0021987; GO:0000226; GO:0007052,,K14282,D3ZXK3:TACC_C(2628|2828),Rattus norvegicus
D3ZGY1,Pym1,rCG_42505,366790,"PYM homolog 1, exon junction complex-associated factor",D3ZGY1,GO:0005737; GO:0035145; GO:0003723; GO:1903259,,K14294,D3ZGY1:Mago-bind(12|38),Rattus norvegicus
