A,catalog,counts
Metabolism,K00823  puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19],1
Metabolism,K00264  GLT1; glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14],1
Metabolism,K00265  gltB; glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14],2
Metabolism,K00266  gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14],1
Metabolism,K15371  GDH2; glutamate dehydrogenase [EC:1.4.1.2],1
Metabolism,"K00261  GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]",1
Metabolism,"K00262  E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]",1
Metabolism,"K13821  putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]",2
Metabolism,"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",1
Metabolism,"K01955  carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]",2
Metabolism,"K01956  carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]",2
Metabolism,"K01425  glsA, GLS; glutaminase [EC:3.5.1.2]",1
Metabolism,"K00820  glmS, GFPT; glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]",2
Metabolism,"K00764  purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]",2
Metabolism,K00928  lysC; aspartate kinase [EC:2.7.2.4],2
Metabolism,K00133  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],2
Metabolism,K00003  E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3],1
Metabolism,K02204  thrB2; homoserine kinase type II [EC:2.7.1.39],1
Metabolism,K02203  thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39],1
Metabolism,K01733  thrC; threonine synthase [EC:4.2.3.1],1
Metabolism,"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",2
Metabolism,"K00865  glxK, garK; glycerate 2-kinase [EC:2.7.1.165]",1
Metabolism,"K15633  gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]",2
Metabolism,"K00058  serA, PHGDH; D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]",1
Metabolism,"K00831  serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]",2
Metabolism,"K01079  serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]",1
Metabolism,K16066  ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-],1
Metabolism,"K00639  kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]",1
Metabolism,K00060  tdh; threonine 3-dehydrogenase [EC:1.1.1.103],1
Metabolism,"K00276  AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]",1
Metabolism,K00282  gcvPA; glycine dehydrogenase subunit 1 [EC:1.4.4.2],1
Metabolism,K00283  gcvPB; glycine dehydrogenase subunit 2 [EC:1.4.4.2],1
Metabolism,"K00605  gcvT, AMT; aminomethyltransferase [EC:2.1.2.10]",1
Metabolism,"K00382  DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]",3
Metabolism,"K02437  gcvH, GCSH; glycine cleavage system H protein",2
Metabolism,K08688  E3.5.3.3; creatinase [EC:3.5.3.3],1
Metabolism,"K17103  CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]",2
Metabolism,"K00108  betA, CHDH; choline dehydrogenase [EC:1.1.99.1]",1
Metabolism,"K00130  betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]",1
Metabolism,"K01752  E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]",4
Metabolism,"K01754  E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]",1
Metabolism,K01753  dsdA; D-serine dehydratase [EC:4.3.1.18],1
Metabolism,K01695  trpA; tryptophan synthase alpha chain [EC:4.2.1.20],1
Metabolism,K01696  trpB; tryptophan synthase beta chain [EC:4.2.1.20],1
Metabolism,K06001  trpB; tryptophan synthase beta chain [EC:4.2.1.20],1
Metabolism,"K00836  ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]",1
Metabolism,"K13745  ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]",1
Metabolism,K00640  cysE; serine O-acetyltransferase [EC:2.3.1.30],1
Metabolism,K01738  cysK; cysteine synthase A [EC:2.5.1.47],1
Metabolism,K12339  cysM; cysteine synthase B [EC:2.5.1.47],1
Metabolism,K01760  metC; cystathionine beta-lyase [EC:4.4.1.8],1
Metabolism,"K00548  metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]",1
Metabolism,K00549  metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],1
Metabolism,K00789  metK; S-adenosylmethionine synthetase [EC:2.5.1.6],2
Metabolism,"K01243  mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]",2
Metabolism,K12960  mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28],1
Metabolism,K00832  tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57],1
Metabolism,"K00558  DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]",1
Metabolism,"K01251  E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]",2
Metabolism,K00928  lysC; aspartate kinase [EC:2.7.2.4],2
Metabolism,K00133  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],2
Metabolism,K00003  E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3],1
Metabolism,K00641  metX; homoserine O-acetyltransferase [EC:2.3.1.31],2
Metabolism,K01740  metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],1
Metabolism,K10764  metZ; O-succinylhomoserine sulfhydrylase [EC:2.5.1.-],1
Metabolism,"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]",2
Metabolism,K01919  gshA; glutamate--cysteine ligase [EC:6.3.2.2],4
Metabolism,"K01920  gshB, GSS; glutathione synthase [EC:6.3.2.3]",3
Metabolism,K00812  aspB; aspartate aminotransferase [EC:2.6.1.1],2
Metabolism,"K01011  TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]",1
Metabolism,K00024  mdh; malate dehydrogenase [EC:1.1.1.37],2
Metabolism,K17950  cuyA; L-cysteate sulfo-lyase [EC:4.4.1.25],1
Metabolism,"K01752  E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]",4
Metabolism,"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]",2
Metabolism,K00263  E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9],1
Metabolism,"K00382  DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]",3
Metabolism,"K00253  IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]",2
Metabolism,"K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",1
Metabolism,K01825  fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],1
Metabolism,K01782  fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],2
Metabolism,"K00632  fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]",1
Metabolism,"K11263  bccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]",1
Metabolism,K01847  MUT; methylmalonyl-CoA mutase [EC:5.4.99.2],1
Metabolism,"K00020  mmsB, HIBADH; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]",1
Metabolism,"K00140  mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]",1
Metabolism,K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],1
Metabolism,K00822  E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18],1
Metabolism,K01968  E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4],1
Metabolism,K01969  E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4],2
Metabolism,K13766  liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18],2
Metabolism,"K01640  E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]",1
Metabolism,"K01028  E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]",1
Metabolism,"K01029  E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]",2
Metabolism,"K00626  E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",1
Metabolism,"K01754  E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]",1
Metabolism,K01703  leuC; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35],1
Metabolism,K01704  leuD; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35],1
Metabolism,K00052  leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85],1
Metabolism,"K01652  E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",2
Metabolism,"K01653  E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]",1
Metabolism,K00053  ilvC; ketol-acid reductoisomerase [EC:1.1.1.86],1
Metabolism,"K00826  E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]",2
Metabolism,K00263  E1.4.1.9; leucine dehydrogenase [EC:1.4.1.9],1
Metabolism,K14260  alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2],1
Metabolism,K01649  leuA; 2-isopropylmalate synthase [EC:2.3.3.13],1
Metabolism,K00003  E1.1.1.3; homoserine dehydrogenase [EC:1.1.1.3],1
Metabolism,K00928  lysC; aspartate kinase [EC:2.7.2.4],2
Metabolism,K00133  asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11],2
Metabolism,K01714  dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7],4
Metabolism,K00215  dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8],2
Metabolism,"K00674  dapD; 2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:2.3.1.117]",2
Metabolism,K00821  argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17],1
Metabolism,K14267  dapC; N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17],1
Metabolism,K01439  dapE; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18],2
Metabolism,K01778  dapF; diaminopimelate epimerase [EC:5.1.1.7],2
Metabolism,K01586  lysA; diaminopimelate decarboxylase [EC:4.1.1.20],1
Metabolism,"K01928  murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",2
Metabolism,K01929  murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10],2
Metabolism,"K00164  OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]",3
Metabolism,"K00658  DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]",2
Metabolism,"K00252  GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]",1
Metabolism,"K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",1
Metabolism,K01825  fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],1
Metabolism,K01782  fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],2
Metabolism,"K00626  E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",1
Metabolism,K03897  iucD; lysine N6-hydroxylase [EC:1.14.13.59],1
Metabolism,K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],1
Metabolism,"K01940  argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]",1
Metabolism,"K01755  argH, ASL; argininosuccinate lyase [EC:4.3.2.1]",1
Metabolism,K01428  ureC; urease subunit alpha [EC:3.5.1.5],1
Metabolism,K01429  ureB; urease subunit beta [EC:3.5.1.5],1
Metabolism,K01430  ureA; urease subunit gamma [EC:3.5.1.5],1
Metabolism,"K01425  glsA, GLS; glutaminase [EC:3.5.1.2]",1
Metabolism,"K05597  aspQ, ansB, ansA; glutamin-(asparagin-)ase [EC:3.5.1.38]",1
Metabolism,"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",1
Metabolism,K15371  GDH2; glutamate dehydrogenase [EC:1.4.1.2],1
Metabolism,"K00261  GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]",1
Metabolism,"K00262  E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]",1
Metabolism,K00812  aspB; aspartate aminotransferase [EC:2.6.1.1],2
Metabolism,K14260  alaA; alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2],1
Metabolism,K14682  argAB; amino-acid N-acetyltransferase [EC:2.3.1.1],1
Metabolism,K00620  argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1],1
Metabolism,K00930  argB; acetylglutamate kinase [EC:2.7.2.8],1
Metabolism,K00145  argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],1
Metabolism,K00821  argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17],1
Metabolism,K00933  E2.7.3.2; creatine kinase [EC:2.7.3.2],1
Metabolism,K08688  E3.5.3.3; creatinase [EC:3.5.3.3],1
Metabolism,K01480  speB; agmatinase [EC:3.5.3.11],1
Metabolism,"K01581  E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase [EC:4.1.1.17]",1
Metabolism,K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],1
Metabolism,"K01426  E3.5.1.4, amiE; amidase [EC:3.5.1.4]",1
Metabolism,K00673  astA; arginine N-succinyltransferase [EC:2.3.1.109],1
Metabolism,K01484  astB; succinylarginine dihydrolase [EC:3.5.3.23],1
Metabolism,K00840  astC; succinylornithine aminotransferase [EC:2.6.1.81],2
Metabolism,K06447  astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71],1
Metabolism,K05526  astE; succinylglutamate desuccinylase [EC:3.5.1.96],1
Metabolism,K09470  puuA; gamma-glutamylputrescine synthase [EC:6.3.1.11],1
Metabolism,K00286  proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2],2
Metabolism,"K13821  putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]",2
Metabolism,"K01750  E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]",1
Metabolism,K00931  proB; glutamate 5-kinase [EC:2.7.2.11],1
Metabolism,K00147  proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],1
Metabolism,K00812  aspB; aspartate aminotransferase [EC:2.6.1.1],2
Metabolism,K12658  lhpA; 4-hydroxyproline epimerase [EC:5.1.1.8],1
Metabolism,K21061  lhpB; D-hydroxyproline dehydrogenase [EC:1.5.99.-],1
Metabolism,K21062  lhpC; 1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22],1
Metabolism,K00765  hisG; ATP phosphoribosyltransferase [EC:2.4.2.17],1
Metabolism,K02502  hisZ; ATP phosphoribosyltransferase regulatory subunit,1
Metabolism,K11755  hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19],1
Metabolism,K01814  hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16],1
Metabolism,K02501  hisH; glutamine amidotransferase [EC:2.4.2.-],1
Metabolism,K02500  hisF; cyclase [EC:4.1.3.-],1
Metabolism,K01693  hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19],1
Metabolism,K00817  hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9],1
Metabolism,K00013  hisD; histidinol dehydrogenase [EC:1.1.1.23],1
Metabolism,"K01745  hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]",1
Metabolism,"K01712  hutU, UROC1; urocanate hydratase [EC:4.2.1.49]",1
Metabolism,"K01468  hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]",1
Metabolism,K01479  hutG; formiminoglutamase [EC:3.5.3.8],2
Metabolism,"K01590  hdc, HDC; histidine decarboxylase [EC:4.1.1.22]",1
Metabolism,K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],1
Metabolism,K00812  aspB; aspartate aminotransferase [EC:2.6.1.1],2
Metabolism,K00817  hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9],1
Metabolism,K00832  tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57],1
Metabolism,"K00457  HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]",1
Metabolism,"K01800  maiA, GSTZ1; maleylacetoacetate isomerase [EC:5.2.1.2]",1
Metabolism,"K01555  FAH, fahA; fumarylacetoacetase [EC:3.7.1.2]",1
Metabolism,"K00276  AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]",1
Metabolism,"K00121  frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]",2
Metabolism,K13954  yiaY; alcohol dehydrogenase [EC:1.1.1.1],1
Metabolism,"K01826  hpaF, hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]",1
Metabolism,"K00276  AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]",1
Metabolism,K00146  feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39],1
Metabolism,K01912  paaK; phenylacetate-CoA ligase [EC:6.2.1.30],1
Metabolism,K02614  paaI; acyl-CoA thioesterase [EC:3.1.2.-],1
Metabolism,"K02609  paaA; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",1
Metabolism,"K02610  paaB; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB",1
Metabolism,"K02611  paaC; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]",2
Metabolism,"K02612  paaD; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD",1
Metabolism,"K02613  paaE; ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE",1
Metabolism,"K15866  paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]",1
Metabolism,"K02618  paaZ; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]",1
Metabolism,"K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",1
Metabolism,"K00074  paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]",1
Metabolism,K00812  aspB; aspartate aminotransferase [EC:2.6.1.1],2
Metabolism,K00817  hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9],1
Metabolism,K00832  tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57],1
Metabolism,"K00457  HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]",1
Metabolism,K00285  dadA; D-amino-acid dehydrogenase [EC:1.4.5.1],1
Metabolism,K03782  katG; catalase-peroxidase [EC:1.11.1.21],1
Metabolism,"K01426  E3.5.1.4, amiE; amidase [EC:3.5.1.4]",1
Metabolism,K01451  hipO; hippurate hydrolase [EC:3.5.1.32],1
Metabolism,K00529  hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component [EC:1.18.1.3],1
Metabolism,"K00164  OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]",3
Metabolism,"K00252  GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]",1
Metabolism,"K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",1
Metabolism,K01825  fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],1
Metabolism,K01782  fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],2
Metabolism,"K00626  E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",1
Metabolism,K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],1
Metabolism,"K01426  E3.5.1.4, amiE; amidase [EC:3.5.1.4]",1
Metabolism,"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",3
Metabolism,K03782  katG; catalase-peroxidase [EC:1.11.1.21],1
Metabolism,"K01626  E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]",3
Metabolism,K01735  aroB; 3-dehydroquinate synthase [EC:4.2.3.4],3
Metabolism,K03785  aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10],2
Metabolism,"K03786  aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]",1
Metabolism,K09483  quiC; 3-dehydroshikimate dehydratase [EC:4.2.1.118],1
Metabolism,K00014  aroE; shikimate dehydrogenase [EC:1.1.1.25],2
Metabolism,K05358  quiA; quinate dehydrogenase (quinone) [EC:1.1.5.8],1
Metabolism,"K00891  E2.7.1.71, aroK, aroL; shikimate kinase [EC:2.7.1.71]",3
Metabolism,K00800  aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19],2
Metabolism,K01736  aroC; chorismate synthase [EC:4.2.3.5],2
Metabolism,K01657  trpE; anthranilate synthase component I [EC:4.1.3.27],1
Metabolism,K01658  trpG; anthranilate synthase component II [EC:4.1.3.27],1
Metabolism,K00766  trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18],1
Metabolism,K01817  trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24],1
Metabolism,K01609  trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48],1
Metabolism,K01695  trpA; tryptophan synthase alpha chain [EC:4.2.1.20],1
Metabolism,K01696  trpB; tryptophan synthase beta chain [EC:4.2.1.20],1
Metabolism,K06001  trpB; tryptophan synthase beta chain [EC:4.2.1.20],1
Metabolism,K04093  pheA1; chorismate mutase [EC:5.4.99.5],1
Metabolism,K14170  pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51],1
Metabolism,K00220  tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12],1
Metabolism,K00812  aspB; aspartate aminotransferase [EC:2.6.1.1],2
Metabolism,K00817  hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9],1
Metabolism,K00832  tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57],1
Metabolism,K01579  panD; aspartate 1-decarboxylase [EC:4.1.1.11],1
Metabolism,K00823  puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19],1
Metabolism,"K00276  AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]",1
Metabolism,K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],1
Metabolism,K01918  panC; pantoate--beta-alanine ligase [EC:6.3.2.1],2
Metabolism,K00822  E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18],1
Metabolism,"K01692  paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",1
Metabolism,K01825  fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],1
Metabolism,K01782  fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],2
Metabolism,"K00140  mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]",1
Metabolism,K00681  ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],1
Metabolism,K03119  tauD; taurine dioxygenase [EC:1.14.11.17],1
Metabolism,K00259  ald; alanine dehydrogenase [EC:1.4.1.1],1
Metabolism,K15371  GDH2; glutamate dehydrogenase [EC:1.4.1.2],1
Metabolism,K13788  pta; phosphate acetyltransferase [EC:2.3.1.8],1
Metabolism,K00925  ackA; acetate kinase [EC:2.7.2.1],1
Metabolism,K05306  phnX; phosphonoacetaldehyde hydrolase [EC:3.11.1.1],1
Metabolism,K03430  phnW; 2-aminoethylphosphonate-pyruvate transaminase [EC:2.6.1.37],1
Metabolism,K03823  pat; phosphinothricin acetyltransferase [EC:2.3.1.183],1
Metabolism,K01760  metC; cystathionine beta-lyase [EC:4.4.1.8],1
Metabolism,"K00548  metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]",1
Metabolism,K00549  metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],1
