locus_tag,geneName,product
XC_3677,,ATP synthase epsilon chain
XC_3678,,ATP synthase beta chain
XC_3679,,ATP synthase gamma chain
XC_3680,,ATP synthase alpha chain
XC_3681,,ATP synthase delta chain
XC_3682,,ATP synthase B chain
XC_3683,,ATP synthase C chain
XC_3684,,ATP synthase A chain
XC_3685,,conserved hypothetical protein
XC_3686,,conserved hypothetical protein
XC_3687,,Xaa-Pro dipeptidase
XC_3689,,dihydrolipoamide dehydrogenase
XC_3690,,conserved hypothetical protein
XC_3691,,dihydrolipoamide acetyltranferase
XC_3692,,conserved hypothetical protein
XC_3693,,conserved hypothetical protein
XC_3694,,outer membrane protein
XC_3695,,conserved hypothetical protein
XC_3696,,conserved hypothetical protein
XC_3697,,conserved hypothetical protein
XC_3698,IS1478,IS1478 transposase
XC_3699,,outer membrane protein
XC_3700,,ABC transporter permease
XC_3701,,ABC transporter ATP-binding protein
XC_3702,,conserved hypothetical protein
XC_3703,,conserved hypothetical protein
XC_3704,,conserved hypothetical protein
XC_3705,,conserved hypothetical protein
XC_3706,,conserved hypothetical protein
XC_3707,,oxidoreductase
XC_3708,,hydrolase
XC_3709,,ribosomal small subunit pseudouridylate synthase
XC_3710,,ribosomal RNA small subunit methyltransferase C
XC_3711,,conserved hypothetical protein
XC_3712,,L-sorbosone dehydrogenase
XC_3713,,conserved hypothetical protein
XC_3714,,sensor histidine kinase
XC_3715,,conserved hypothetical protein
XC_3716,,conserved hypothetical protein
XC_3717,,conserved hypothetical protein
XC_3718,,alanine racemase
XC_3719,,D-amino acid dehydrogenase subunit
XC_3720,,leucine responsive regulatory protein
XC_3721,,conserved hypothetical protein
XC_3722,,conserved hypothetical protein
XC_3723,,conserved hypothetical protein
XC_3724,,chemotaxis protein
XC_3725,,chemotaxis MotB protein
XC_3726,,conserved hypothetical protein
XC_3727,,conserved hypothetical protein
XC_3728,,conserved hypothetical protein
XC_3729,,conserved hypothetical protein
XC_3730,,ABC-2 type transporter
XC_3731,,ABC transporter ATP-binding protein
XC_3732,,Na+:H+ antiporter
XC_3733,,conserved hypothetical protein
XC_3734,,conserved hypothetical protein
XC_3735,,DNA polymerase related protein
XC_3736,,conserved hypothetical protein
XC_3737,,conserved hypothetical protein
XC_3738,,transcriptional regulator
XC_3739,,tryptophan repressor binding protein
XC_3740,,oxidoreductase
XC_3741,,conserved hypothetical protein
XC_3742,,metallopeptidase
XC_3743,,conserved hypothetical protein
XC_3744,,conserved hypothetical protein
XC_3745,,amino acid transporter
XC_3746,,conserved hypothetical protein
XC_3747,,transcriptional regulator protein
XC_3748,,conserved hypothetical protein
XC_3749,,D-amino acid oxidase
XC_3750,,conserved hypothetical protein
XC_3751,,isochorismatase-like protein
XC_3752,,conserved hypothetical protein
XC_3753,,conserved hypothetical protein
XC_3754,,conserved hypothetical protein
XC_3755,,conserved hypothetical protein
XC_3756,,conserved hypothetical protein
XC_3757,,methyltransferase
XC_3758,,regulatory protein
XC_3759,,conserved hypothetical protein
XC_3760,,transcriptional regulator NtrC family
XC_3761,,conserved hypothetical protein
XC_3762,,cyanide insensitive terminal oxidase
XC_3763,,cyanide insensitive terminal oxidase
XC_3764,,conserved hypothetical protein
XC_3765,,conserved hypothetical protein
XC_3766,,oxidoreductase
XC_3767,,UDP-glucose 4-epimerase
XC_3768,,conserved hypothetical protein
XC_3769,,UDP-galactopyranose mutase
XC_3770,,conserved hypothetical protein
XC_3771,,ATP binding transporter 1
XC_3772,,conserved hypothetical protein
XC_3773,,conserved hypothetical protein
XC_3774,,Zn-dependent alcohol dehydrogenase
XC_3775,,conserved hypothetical protein
XC_3776,,conserved hypothetical protein
XC_3777,,conserved hypothetical protein
XC_3778,,conserved hypothetical protein
XC_3779,,conserved hypothetical protein
XC_3780,,oxidoreductase
XC_3781,,conserved hypothetical protein
XC_3782,,conserved hypothetical protein
XC_3783,,conserved hypothetical protein
XC_3784,,conserved hypothetical protein
XC_3785,,ferrichrome-iron receptor 3
XC_3786,,conserved hypothetical protein
XC_3787,,conserved hypothetical protein
XC_3788,,ABC transporter ATP-binding protein
XC_3789,,conserved hypothetical protein
XC_3790,,transcriptional regulator
XC_3791,,conserved hypothetical protein
XC_3792,,short chain oxidoreductase
XC_3793,,conserved hypothetical protein
XC_3794,,conserved hypothetical protein
XC_3795,,rhizopine catabolism protein
XC_3796,,transcriptional regulator lysR family
XC_3797,,conserved hypothetical protein
XC_3798,,conserved hypothetical protein
XC_3799,,transcriptional regulator
XC_3800,,response regulator
XC_3801,,histidine kinase/response regulator hybrid protein
XC_3802,,avirulence protein
XC_3803,ISxac3,ISxac3 transposase
XC_3804,ISxac3,ISxac3 transposase
XC_4381,,tRNA-Met
XC_3805,,conserved hypothetical protein
XC_3806,,RNA polymerase sigma-70 factor
XC_3807,,conserved hypothetical protein
XC_3808,,lipid A biosynthesis lauroyl acyltransferase
XC_3809,,phosphinothricin acetyltransferase
XC_3810,,riboflavin biosynthesis protein
XC_3811,,conserved hypothetical protein
XC_3812,,conserved hypothetical protein
XC_3813,,conserved hypothetical protein
XC_3814,,lipopolysaccharide core biosynthesis glycosyl transferase
XC_3815,,conserved hypothetical protein
XC_3816,,conserved hypothetical protein
XC_3817,Sun,Sun protein
XC_3818,,10-Formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase
XC_3819,,polypeptide deformylase
XC_3820,,conserved hypothetical protein
XC_3821,,DNA processing chain A
XC_3822,Smg,Smg protein
XC_3823,,fimbrial protein
XC_3824,,conserved hypothetical protein
XC_3825,,DNA topoisomerase I
XC_3826,,conserved hypothetical protein
XC_3827,,conserved hypothetical protein
XC_3828,,conserved hypothetical protein
XC_3829,,GGDEF family protein
XC_3830,,tropinone reductase
XC_3831,,conserved hypothetical protein
XC_3832,,protease IV
XC_3833,,multidrug efflux protein
XC_3834,,conserved hypothetical protein
XC_3835,,conserved hypothetical protein
XC_3836,,primosomal protein N
XC_3837,,glutathione S-transferase
XC_3838,,conserved hypothetical protein
XC_3839,,conserved hypothetical protein
XC_3840,,conserved hypothetical protein
XC_3841,,NADH dehydrogenase
XC_3842,,conserved hypothetical protein
XC_3843,,RNA polymerase sigma-32 factor
XC_3844,,uracil-DNA glycosylase
XC_3845,,response regulator protein
XC_3846,,cell division protein
XC_3847,,ABC transporter ATP-binding protein
XC_3848,,ATP-dependent RNA helicase
XC_3849,,thioredoxin
XC_3850,,transcription termination factor Rho
XC_3851,,conserved hypothetical protein
XC_3852,,isocitrate dehydrogenase kinase/phosphatase
XC_3853,,B-lactamase regulatory protein
XC_3854,,isocitrate dehydrogenase
XC_3855,,conserved hypothetical protein
XC_3856,,conserved hypothetical protein
XC_3857,,conserved hypothetical protein
XC_3858,,N-acyl-L-amino acid amidohydrolase
XC_3859,,membrane fusion protein precursor
XC_3860,,acriflavin resistance protein
XC_3861,,acriflavin resistance protein
XC_3862,,conserved hypothetical protein
XC_3863,,conserved hypothetical protein
XC_3864,,conserved hypothetical protein
XC_3865,,conserved hypothetical protein
XC_3866,,conserved hypothetical protein
XC_3867,,conserved hypothetical protein
XC_3868,,"hydrolase, haloacid delahogenase-like family"
XC_3869,,conserved hypothetical protein
XC_3870,,conserved hypothetical protein
XC_3871,,conserved hypothetical protein
XC_3872,,conserved hypothetical protein
XC_3873,,D-alanyl-D-alanine dipeptidase
XC_3874,,conserved hypothetical protein
XC_3875,,conserved hypothetical protein
XC_3876,,conserved hypothetical protein
XC_3877,,N-acetylmuramoyl-L-alanine amidase
XC_3878,,conserved hypothetical protein
XC_3879,,chloromuconate cycloisomerase
XC_3880,,conserved hypothetical protein
XC_3881,,cationic amino acid transporter
XC_3882,,conserved hypothetical protein
XC_3883,,conserved hypothetical protein
XC_3884,,membrane protein
XC_3885,,dehydrogenase
XC_3886,,beta-glucosidase
XC_3887,,dihydroneopterin aldolase
XC_3888,,O-sialoglycoprotein endopeptidase
XC_3889,S21,30S ribosomal protein S21
XC_3890,,conserved hypothetical protein
XC_3891,,ribonuclease BN
XC_3892,,DNA primase
XC_3893,,conserved hypothetical protein
XC_3894,,conserved hypothetical protein
XC_3895,,disulphide-isomerase
XC_3896,,cytochrome C oxidase assembly factor
XC_3897,,conserved hypothetical protein
XC_3898,,conserved hypothetical protein
XC_3899,,conserved hypothetical protein
XC_3900,,conserved hypothetical protein
XC_3901,,cytochrome C oxidase subunit III
XC_3902,ctaG,cytochrome C oxidase assembly protein ctaG
XC_3903,,conserved hypothetical protein
XC_3904,,cytochrome C oxidase subunit I
XC_3905,,cytochrome C oxidase subunit II
XC_3906,,conserved hypothetical protein
XC_3907,PutA,PutA
XC_3908,IS1478,IS1478 transposase
XC_3909,,conserved hypothetical protein
XC_3910,,conserved hypothetical protein
XC_3911,,conserved hypothetical protein
XC_3912,,conserved hypothetical protein
XC_3913,,conserved hypothetical protein
XC_3914,IS1404,IS1404 transposase
XC_3915,IS1404,IS1404 transposase
XC_3916,,phage-related baseplate assembly protein
XC_3917,ISxcC1,ISxcC1 transposase
XC_3918,ISxcc1,ISxcc1 transposase
XC_3920,ISxac3,ISxac3 transposase
XC_3921,ISxac3,ISxac3 transposase
XC_3922,,conserved hypothetical protein
XC_3923,IS1479,IS1479 transposase
XC_3924,IS1478,IS1478 transposase
XC_4382,,5S ribosomal RNA
XC_4383,,23S ribosomal RNA
XC_4384,,tRNA-Ile
XC_4385,,tRNA-Ala
XC_4386,,16S ribosomal RNA
XC_3925,,tyrosyl-tRNA synthetase
XC_3926,,conserved hypothetical protein
XC_3927,,conserved hypothetical protein
XC_3928,,conserved hypothetical protein
XC_3929,,signal transducer
XC_3930,,exodeoxyribonuclease III
XC_3931,,orotate phosphoribosyl transferase
XC_3932,,conserved hypothetical protein
XC_3933,,chromosome partitioning protein
XC_3934,,chromosome partitioning protein
XC_3935,,mitomycin resistance protein
XC_3936,,conserved hypothetical protein
XC_3937,,nucleotide sugar epimerase
XC_3938,,dolichol-phosphate mannosyltransferase
XC_3939,,conserved hypothetical protein
XC_3940,,conserved hypothetical protein
XC_3941,,phosphomannomutase
XC_3942,dUTPase,dUTPase
XC_3943,,DNA/pantothenate metabolism flavoprotein
XC_3944,,DNA repair protein
XC_3945,,arginyl-tRNA synthetase
XC_3946,,conserved hypothetical protein
XC_3947,,conserved hypothetical protein
XC_3948,,oxidoreductase
XC_3949,,acyltransferase
XC_3950,,hypothetical protein
XC_3951,,glucosyltransferase
XC_3952,,ATP-dependent serine activating enzyme
XC_3953,,biosynthetic arginine decarboxylase
XC_3954,,spermidine synthase
XC_3955,,conserved hypothetical protein
XC_3956,,conserved hypothetical protein
XC_3957,,nitrogen regulatory protein P-II
XC_3958,,conserved hypothetical protein
XC_3959,,competence related protein
XC_3960,,outer membrane lipoprotein Blc
XC_3961,,conserved hypothetical protein
XC_3962,,conserved hypothetical protein
XC_3963,,hypothetical protein
XC_3964,,conserved hypothetical protein
XC_3965,,oxidoreductase
XC_3966,,transcriptional regulator tetR family
XC_3967,,DNA polymerase-related protein
XC_3968,,hypothetical protein
XC_4387,,tRNA-OTHER
XC_3969,,conserved hypothetical protein
XC_3970,,conserved hypothetical protein
XC_3971,,conserved hypothetical protein
XC_3972,,hydrolase or peptidase
XC_3973,,conserved hypothetical protein
XC_3974,,hypothetical protein
XC_3975,,conserved hypothetical protein
XC_3976,,conserved hypothetical protein
XC_3977,,conserved hypothetical protein
XC_3978,,cell division inhibitor
XC_3979,,pyridine nucleotide-disulfide oxidoreductase
XC_3980,,conserved hypothetical protein
XC_3981,,two-component system regulatory protein
XC_3982,,two-component system sensor protein
XC_3983,,conserved hypothetical protein
XC_3984,,conserved hypothetical protein
XC_3985,,histone H1
XC_3986,,protease Do
XC_3987,,conserved hypothetical protein
XC_3988,,conserved hypothetical protein
XC_3989,,conserved hypothetical protein
XC_3990,,transport protein
XC_3991,,hydrolase
XC_3992,,leucine aminopeptidase
XC_3993,,catalase
XC_3994,,cytochrome B561
XC_3995,IS1481,IS1481 transposase
XC_3996,,conserved hypothetical protein
XC_3997,,two-component system regulatory protein
XC_3998,,two-component system sensor protein
XC_3999,,acriflavin resistance protein
XC_4000,,ABC transporter ATP-binding protein
XC_4001,,conserved hypothetical protein
XC_4002,,conserved hypothetical protein
XC_4003,,conserved hypothetical protein
XC_4004,,conserved hypothetical protein
XC_4005,,integral membrane protein
XC_4006,,conserved hypothetical protein
XC_4007,,conserved hypothetical protein
XC_4008,,conserved hypothetical protein
XC_4009,,peptidase
XC_4010,,beta-lactamase related protein
XC_4011,,tryptophanyl-tRNA synthetase
XC_4012,,conserved hypothetical protein
XC_4013,,putative entericidin A
XC_4014,,entericidin A
XC_4015,,arginase
XC_4016,,conserved hypothetical protein
XC_4017,,conserved hypothetical protein
XC_4018,,conserved hypothetical protein
XC_4019,,conserved hypothetical protein
XC_4020,,thymidylate kinase
XC_4021,,transcriptional regulator
XC_4022,,conserved hypothetical protein
XC_4023,,conserved hypothetical protein
XC_4388,,tRNA-Thr
XC_4024,,conserved hypothetical protein
XC_4025,,transcriptional regulator
XC_4026,,biotin acetyl-CoA-carboxylase synthetase
XC_4027,,conserved hypothetical protein
XC_4028,,conserved hypothetical protein
XC_4029,,conserved hypothetical protein
XC_4030,,two-component system sensor protein
XC_4031,,two-component system regulatory protein
XC_4032,,conserved hypothetical protein
XC_4033,,conserved hypothetical protein
XC_4034,,conserved hypothetical protein
XC_4035,,conserved hypothetical protein
XC_4036,,ankyrin-like protein
XC_4037,,catalase precursor
XC_4038,,ATP-dependent helicase
XC_4039,,conserved hypothetical protein
XC_4040,,conserved hypothetical protein
XC_4041,,shikimate 5-dehydrogenase
XC_4042,,conserved hypothetical protein
XC_4043,,hypothetical protein
XC_4044,,iron-uptake factor
XC_4045,,delta-aminolevulinic acid dehydratase
XC_4046,,conserved hypothetical protein
XC_4047,,conserved hypothetical protein
XC_4048,,conserved hypothetical protein
XC_4049,,conserved hypothetical protein
XC_4050,,conserved hypothetical protein
XC_4051,,dipeptidyl peptidase IV
XC_4052,,glutathione S-transferase
XC_4053,,TonB-dependent receptor
XC_4054,,SapC related protein
XC_4055,,Pass1-related protein
XC_4056,,tryptophan halogenase
XC_4057,,TonB-like protein
XC_4058,,ABC transporter sodium permease
XC_4059,,sodium ABC transporter ATP-binding protein
XC_4060,,cysteine proteinase
XC_4061,,transcriptional regulator
XC_4062,,conserved hypothetical protein
XC_4063,,conserved hypothetical protein
XC_4064,,heavy metal transporter
XC_4065,,beta-xylosidase
XC_4067,,phenol hydroxylase
XC_4066,,ABC transporter ATP-binding protein
XC_4068,,permease
XC_4069,,conserved hypothetical protein
XC_4070,,2-dehydropantoate 2-reductase
XC_4071,,conserved hypothetical protein
XC_4072,,conserved hypothetical protein
XC_4073,,thioredoxin
XC_4074,,conserved hypothetical protein
XC_4075,,ribonucleoside-diphosphate reductase beta chain
XC_4076,,ribonucleoside-diphosphate reductase alpha chain
XC_4077,,integral membrane protein
XC_4078,,conserved hypothetical protein
XC_4079,,Mg++ transporter
XC_4080,,a-type carbonic anhydrase
XC_4081,,glutathione-regulated potassium-efflux system protein
XC_4082,,glucose-6-phosphate 1-dehydrogenase
XC_4083,,conserved hypothetical protein
XC_4084,,conserved hypothetical protein
XC_4085,,ankyrin-like protein
XC_4086,,conserved hypothetical protein
XC_4087,,beta-ketoacyl-[ACP] synthase II
XC_4088,,conserved hypothetical protein
XC_4089,,dolichyl-phosphate mannose synthase related protein
XC_4090,,halogenase
XC_4091,,conserved hypothetical protein
XC_4092,,3-oxoacyl-[ACP] reductase
XC_4093,,phosphotransferase
XC_4094,,membrane protein
XC_4095,,membrane protein
XC_4096,,fatty acyl CoA synthetase
XC_4097,,acyltransferase
XC_4098,,dehydratase
XC_4099,,acyltransferase
XC_4100,,ketosynthase
XC_4101,,acyl carrier protein
XC_4102,,reductase/halogenase
XC_4103,,pteridine-dependent deoxygenase like protein
XC_4104,,AMP-ligase
XC_4105,,dipeptidyl-peptidase
XC_4106,,conserved hypothetical protein
XC_4107,,conserved hypothetical protein
XC_4108,,"coproporphyrinogen III oxidase, aerobic"
XC_4109,,DNA polymerase I
XC_4110,,conserved hypothetical protein
XC_4111,,conserved hypothetical protein
XC_4112,,conserved hypothetical protein
XC_4113,,conserved hypothetical protein
XC_4114,,nodulation protein
XC_4115,,DNA helicase II
XC_4116,,conserved hypothetical protein
XC_4117,,cardiolipin synthase
XC_4118,,transcriptional regulator
XC_4119,,acyl transferase
XC_4120,FldA,FldA protein
XC_4121,,4-oxalomesaconate hydratase
XC_4122,L33,50S ribosomal protein L33
XC_4123,L28,50S ribosomal protein L28
XC_4124,,conserved hypothetical protein
XC_4125,,cation efflux system protein
XC_4126,,cation efflux system protein
XC_4127,,cation efflux system protein
XC_4128,,conserved hypothetical protein
XC_4129,,conserved hypothetical protein
XC_4130,,glucose inhibited division protein B
XC_4131,,conserved hypothetical protein
XC_4132,hetI,hetI protein
XC_4133,,transglycosylase associated protein
XC_4134,,conserved hypothetical protein
XC_4135,,exodeoxyribonuclease III
XC_4136,,conserved hypothetical protein
XC_4137,,phospholipase A1
XC_4138,,ankyrin-like protein
XC_4139,,ankyrin-like protein
XC_4140,,conserved hypothetical protein
XC_4141,,TonB-dependent receptor
XC_4142,,transcriptional regulator
XC_4143,,conserved hypothetical protein
XC_4144,,peptidyl-prolyl cis-trans isomerase
XC_4145,,conserved hypothetical protein
XC_4146,,solute:Na+ symporter
XC_4147,,conserved hypothetical protein
XC_4148,,conserved hypothetical protein
XC_4149,,acetyl coenzyme A synthetase
XC_4150,,two-component system regulatory protein
XC_4151,,conserved hypothetical protein
XC_4152,,cytochrome C biogenesis protein
XC_4153,,hypothetical protein
XC_4154,,xylosidase
XC_4155,,oxidoreductase
XC_4156,,conserved hypothetical protein
XC_4157,,oxidoreductase
XC_4158,,"2-hydroxyhepta-2,4-diene-1, 7-dioateisomerase/5-carboxymethyl-2-oxo-hex-3-ene-1, 7-dioatedecarboxylase"
XC_4159,,RTS beta protein
XC_4160,,conserved hypothetical protein
XC_4161,,fucose permease
XC_4162,,transcriptional regulator
XC_4163,,transcriptional regulator araC family
XC_4164,,conserved hypothetical protein
XC_4166,,conserved hypothetical protein
XC_4167,,two-component system sensor protein
XC_4168,NdvB,NdvB protein
XC_4169,,cation symporter
XC_4170,,gluconokinase
XC_4171,,polyvinylalcohol dehydrogenase
XC_4172,,conserved hypothetical protein
XC_4173,,3-dehydroquinate dehydratase
XC_4174,,conserved hypothetical protein
XC_4175,,conserved hypothetical protein
XC_4176,,conserved hypothetical protein
XC_4177,,glycyl-tRNA synthetase beta chain
XC_4178,,glycyl-tRNA synthetase alpha chain
XC_4179,,general secretory pathway related protein
XC_4180,,GMP synthase
XC_4181,,conserved hypothetical protein
XC_4182,,sec-independent protein translocase
XC_4183,,sec-independent protein translocase
XC_4184,,sec-independent protein translocase
XC_4185,,conserved hypothetical protein
XC_4186,,ferrochelatase
XC_4187,,hydrolase
XC_4188,,conserved hypothetical protein
XC_4189,,conserved hypothetical protein
XC_4190,,conserved hypothetical protein
XC_4191,,xylose isomerase
XC_4192,,sal operon transcriptional repressor
XC_4193,,alpha-glucuronidase
XC_4194,,sialic acid-specific 9-O-acetylesterase
XC_4195,,starvation sensing protein
XC_4196,,xylosidase/arabinosidase
XC_4197,,"glucan 1,4-beta-glucosidase"
XC_4198,,mannitol dehydrogenase
XC_4199,,conserved hypothetical protein
XC_4200,,bleomycin resistance protein
XC_4201,,hypothetical protein
XC_4202,,conserved hypothetical protein
XC_4203,histone,histone
XC_4204,,ring canal kelch-like protein
XC_4205,,gluconolactonase precursor
XC_4206,,conserved hypothetical protein
XC_4207,,"endo-1,4-beta-xylanase A"
XC_4208,,beta-galactosidase
XC_4209,,hexuronic acid isomerase
XC_4210,,xylanase
XC_4211,,putative hexuronate transporter
XC_4212,,TonB-dependent receptor
XC_4213,,transport protein
XC_4214,,xylosidase/arabinosidase
XC_4215,,outer membrane lipoprotein
XC_4216,,conserved hypothetical protein
XC_4217,,conserved hypothetical protein
XC_4218,,conserved hypothetical protein
XC_4219,,nuclear receptor binding factor related protein
XC_4220,,glycerol-3-phosphate acyltransferase
XC_4221,,conserved hypothetical protein
XC_4222,,transcriptional regulator lacI family
XC_4223,,OmpA-related protein
XC_4224,,OmpA-related protein
XC_4225,,tryptophan halogenase
XC_4226,,orotidine 5'-phosphate decarboxylase
XC_4227,,acid phosphatase
XC_4228,,conserved hypothetical protein
XC_4229,,conserved hypothetical protein
XC_4230,,acetyltransferase
XC_4231,,ATP-dependent DNA helicase
XC_4232,ISxac3,ISxac3 transposase
XC_4233,ISxac3,ISxac3 transposase
XC_4234,,XmnI methyltransferase
XC_4235,,thymidine kinase
XC_4236,,sensor histidine kinase
XC_4237,,periplasmic glucan biosynthesis protein
XC_4238,,conserved hypothetical protein
XC_4239,,formamidopyrimidine DNA glycosylase
XC_4389,,5S ribosomal RNA
XC_4390,,23S ribosomal RNA
XC_4391,,tRNA-Ile
XC_4392,,tRNA-Ala
XC_4393,,16S ribosomal RNA
XC_4240,,benzoate transporter
XC_4241,,phytochrome-like protein
XC_4242,,conserved hypothetical protein
XC_4243,,tetracycline-efflux transporter
XC_4244,,transglycolase; epimerase
XC_4245,,conserved hypothetical protein
XC_4246,,conserved hypothetical protein
XC_4247,,conserved hypothetical protein
XC_4248,,conserved hypothetical protein
XC_4249,,ferrichrome-iron receptor 3
XC_4250,,conserved hypothetical protein
XC_4251,,conserved hypothetical protein
XC_4252,,conserved hypothetical protein
XC_4253,,GTP cyclohydrolase I
XC_4254,,transcriptional regulator for cryptic hemolysin
XC_4255,,conserved hypothetical protein
XC_4256,,fusaric acid resistance protein
XC_4257,,outer membrane efflux protein
XC_4258,,conserved hypothetical protein
XC_4259,,dicarboxylate transport protein
XC_4260,,conserved hypothetical protein
XC_4261,,transcriptional regulator
XC_4262,,short chain oxidoreductase
XC_4263,,cardiolipin synthetase
XC_4264,,conserved hypothetical protein
XC_4265,,conserved hypothetical protein
XC_4266,,conserved hypothetical protein
XC_4267,,conserved hypothetical protein
XC_4268,,conserved hypothetical protein
XC_4269,,conserved hypothetical protein
XC_4270,,conserved hypothetical protein
XC_4273,,leucin rich protein
XC_4274,,integrase
XC_4275,,hypothetical protein
XC_4276,,conserved hypothetical protein
XC_4277,,DNA-binding protein
XC_4278,,pseudouridylate synthase
XC_4280,IS1481,IS1481 transposase
XC_4281,cII,phage-related regulatory protein cII
XC_4282,,conserved hypothetical protein
XC_4283,,conserved hypothetical protein
XC_4284,,conserved hypothetical protein
XC_4285,,conserved hypothetical protein
XC_4286,,virulence associated protein
XC_4287,,exodeoxyribonuclease V alpha chain
XC_4288,,exodeoxyribonuclease V beta chain
XC_4289,,exodeoxyribonuclease V gamma chain
XC_4290,,hemagglutinin
XC_4291,,microcystin dependent protein
XC_4292,,microcystin dependent protein
XC_4293,,microcystin dependent protein
XC_4294,,acetyltransferase
XC_4295,,conserved hypothetical protein
XC_4296,,toluene tolerance protein
XC_4297,,toluene tolerance protein
XC_4298,,toluene tolerance protein
XC_4299,,toluene tolerance protein
XC_4300,,conserved hypothetical protein
XC_4301,,lipoprotein
XC_4302,,glutathione peroxidase
XC_4303,,conserved hypothetical protein
XC_4304,,conserved hypothetical protein
XC_4305,,oxidoreductase
XC_4306,,transcriptional regulator
XC_4307,,conserved hypothetical protein
XC_4308,,conserved hypothetical protein
XC_4309,,amino acid transporter
XC_4310,,conserved hypothetical protein
XC_4311,,conserved hypothetical protein
XC_4312,,conserved hypothetical protein
XC_4313,,conserved hypothetical protein
XC_4314,,sugar diacide regulator
XC_4315,,glycerate kinase
XC_4316,,MFS transporter
XC_4317,,dipeptidase
XC_4318,,avirulence protein
XC_4319,,conserved hypothetical protein
XC_4320,,oxidoreductase
XC_4321,export,export protein
XC_4322,,conserved hypothetical protein
XC_4323,,conserved hypothetical protein
XC_4324,,glycerophosphoryl diester phosphodiesterase
XC_4325,,TonB-dependent receptor
XC_4326,,phosphatase precursor
XC_4327,Oar,Oar protein
XC_4328,,thiophene and furan oxidation protein
XC_4329,,polysaccharide deacetylase
XC_4330,,60 kDa inner-membrane protein
XC_4331,,ribonuclease P protein component
XC_4332,L34,50S ribosomal protein L34
